origin_station_id,desti_station_id,community,count,origin_lat,origin_lng,origin_dist_to_subway,desti_lat,desti_lng,desti_dist_to_subway
ST-1000,ST-1000,1,52,37.51038,126.866798,240.11780322743033,37.51038,126.866798,240.11780322743033
ST-1523,ST-1000,1,3,37.50605,126.860786,833.3166935281739,37.51038,126.866798,240.11780322743033
ST-1731,ST-1000,1,3,37.524776,126.875481,40.85381555080388,37.51038,126.866798,240.11780322743033
ST-1996,ST-1000,1,9,37.525715,126.864868,39.24317204107285,37.51038,126.866798,240.11780322743033
ST-2005,ST-1000,1,8,37.518543,126.853882,190.3347045112246,37.51038,126.866798,240.11780322743033
ST-2011,ST-1000,1,25,37.517475,126.866325,565.2611815744377,37.51038,126.866798,240.11780322743033
ST-2012,ST-1000,1,3,37.520073,126.868301,728.7182830330298,37.51038,126.866798,240.11780322743033
ST-2013,ST-1000,1,115,37.507904,126.862648,572.1764565790038,37.51038,126.866798,240.11780322743033
ST-2396,ST-1000,1,3,37.515842,126.864113,410.924938993995,37.51038,126.866798,240.11780322743033
ST-2397,ST-1000,1,18,37.514664,126.871941,596.8263710417795,37.51038,126.866798,240.11780322743033
ST-2398,ST-1000,1,9,37.515156,126.87249,664.4889152759558,37.51038,126.866798,240.11780322743033
ST-2692,ST-1000,1,16,37.51292,126.866798,104.15516219424778,37.51038,126.866798,240.11780322743033
ST-2760,ST-1000,1,3,37.521095,126.873207,415.8552250007703,37.51038,126.866798,240.11780322743033
ST-2764,ST-1000,1,3,37.523197,126.869301,500.54898689616334,37.51038,126.866798,240.11780322743033
ST-2879,ST-1000,1,3,37.522141,126.878059,364.75171292310733,37.51038,126.866798,240.11780322743033
ST-2961,ST-1000,1,83,37.511742,126.873833,712.2654311003246,37.51038,126.866798,240.11780322743033
ST-3089,ST-1000,1,6,37.510975,126.869843,389.25269759986014,37.51038,126.866798,240.11780322743033
ST-3104,ST-1000,1,3,37.526531,126.864456,66.61835012685927,37.51038,126.866798,240.11780322743033
ST-312,ST-1000,1,25,37.523254,126.864906,311.99682183504865,37.51038,126.866798,240.11780322743033
ST-315,ST-1000,1,20,37.51897,126.869965,767.3173817994516,37.51038,126.866798,240.11780322743033
ST-994,ST-1000,1,3,37.529163,126.872749,560.8225686271153,37.51038,126.866798,240.11780322743033
ST-1000,ST-1005,1,7,37.51038,126.866798,240.11780322743033,37.51395,126.856056,734.3290911869569
ST-1005,ST-1005,1,136,37.51395,126.856056,734.3290911869569,37.51395,126.856056,734.3290911869569
ST-1018,ST-1005,1,6,37.53458,126.875649,1119.9740460995235,37.51395,126.856056,734.3290911869569
ST-1499,ST-1005,1,9,37.514721,126.8592,639.4679940260377,37.51395,126.856056,734.3290911869569
ST-1731,ST-1005,1,3,37.524776,126.875481,40.85381555080388,37.51395,126.856056,734.3290911869569
ST-1995,ST-1005,1,7,37.527855,126.874672,375.5159846616155,37.51395,126.856056,734.3290911869569
ST-1996,ST-1005,1,12,37.525715,126.864868,39.24317204107285,37.51395,126.856056,734.3290911869569
ST-1997,ST-1005,1,3,37.528206,126.870163,519.9551021216562,37.51395,126.856056,734.3290911869569
ST-2005,ST-1005,1,17,37.518543,126.853882,190.3347045112246,37.51395,126.856056,734.3290911869569
ST-2011,ST-1005,1,42,37.517475,126.866325,565.2611815744377,37.51395,126.856056,734.3290911869569
ST-2012,ST-1005,1,19,37.520073,126.868301,728.7182830330298,37.51395,126.856056,734.3290911869569
ST-2014,ST-1005,1,29,37.512287,126.86528,49.22066088338353,37.51395,126.856056,734.3290911869569
ST-2016,ST-1005,1,11,37.524906,126.869789,448.28167034450337,37.51395,126.856056,734.3290911869569
ST-2017,ST-1005,1,12,37.525372,126.870926,388.49165276653224,37.51395,126.856056,734.3290911869569
ST-2395,ST-1005,1,3,37.516865,126.862961,556.4591342869134,37.51395,126.856056,734.3290911869569
ST-2396,ST-1005,1,9,37.515842,126.864113,410.924938993995,37.51395,126.856056,734.3290911869569
ST-2397,ST-1005,1,3,37.514664,126.871941,596.8263710417795,37.51395,126.856056,734.3290911869569
ST-2398,ST-1005,1,6,37.515156,126.87249,664.4889152759558,37.51395,126.856056,734.3290911869569
ST-2692,ST-1005,1,3,37.51292,126.866798,104.15516219424778,37.51395,126.856056,734.3290911869569
ST-2760,ST-1005,1,15,37.521095,126.873207,415.8552250007703,37.51395,126.856056,734.3290911869569
ST-2761,ST-1005,1,6,37.52198,126.859283,432.24392566688806,37.51395,126.856056,734.3290911869569
ST-2762,ST-1005,1,3,37.521759,126.852287,195.00659781839434,37.51395,126.856056,734.3290911869569
ST-2764,ST-1005,1,9,37.523197,126.869301,500.54898689616334,37.51395,126.856056,734.3290911869569
ST-2765,ST-1005,1,233,37.514812,126.861176,490.18927132605745,37.51395,126.856056,734.3290911869569
ST-2960,ST-1005,1,13,37.514122,126.860405,515.4838441870875,37.51395,126.856056,734.3290911869569
ST-2961,ST-1005,1,16,37.511742,126.873833,712.2654311003246,37.51395,126.856056,734.3290911869569
ST-3104,ST-1005,1,3,37.526531,126.864456,66.61835012685927,37.51395,126.856056,734.3290911869569
ST-311,ST-1005,1,25,37.523628,126.875244,96.49891497099736,37.51395,126.856056,734.3290911869569
ST-312,ST-1005,1,4,37.523254,126.864906,311.99682183504865,37.51395,126.856056,734.3290911869569
ST-315,ST-1005,1,4,37.51897,126.869965,767.3173817994516,37.51395,126.856056,734.3290911869569
ST-318,ST-1005,1,6,37.517059,126.848488,514.7210887962702,37.51395,126.856056,734.3290911869569
ST-428,ST-1005,1,42,37.517319,126.864319,562.0430233368278,37.51395,126.856056,734.3290911869569
ST-1000,ST-1523,1,3,37.51038,126.866798,240.11780322743033,37.50605,126.860786,833.3166935281739
ST-1005,ST-1523,1,6,37.51395,126.856056,734.3290911869569,37.50605,126.860786,833.3166935281739
ST-1504,ST-1523,1,10,37.510658,126.859161,619.5211098364588,37.50605,126.860786,833.3166935281739
ST-1523,ST-1523,1,82,37.50605,126.860786,833.3166935281739,37.50605,126.860786,833.3166935281739
ST-2005,ST-1523,1,3,37.518543,126.853882,190.3347045112246,37.50605,126.860786,833.3166935281739
ST-2011,ST-1523,1,45,37.517475,126.866325,565.2611815744377,37.50605,126.860786,833.3166935281739
ST-2014,ST-1523,1,18,37.512287,126.86528,49.22066088338353,37.50605,126.860786,833.3166935281739
ST-2017,ST-1523,1,3,37.525372,126.870926,388.49165276653224,37.50605,126.860786,833.3166935281739
ST-2395,ST-1523,1,3,37.516865,126.862961,556.4591342869134,37.50605,126.860786,833.3166935281739
ST-2396,ST-1523,1,3,37.515842,126.864113,410.924938993995,37.50605,126.860786,833.3166935281739
ST-2760,ST-1523,1,3,37.521095,126.873207,415.8552250007703,37.50605,126.860786,833.3166935281739
ST-2761,ST-1523,1,3,37.52198,126.859283,432.24392566688806,37.50605,126.860786,833.3166935281739
ST-2764,ST-1523,1,3,37.523197,126.869301,500.54898689616334,37.50605,126.860786,833.3166935281739
ST-2765,ST-1523,1,53,37.514812,126.861176,490.18927132605745,37.50605,126.860786,833.3166935281739
ST-2961,ST-1523,1,3,37.511742,126.873833,712.2654311003246,37.50605,126.860786,833.3166935281739
ST-3089,ST-1523,1,9,37.510975,126.869843,389.25269759986014,37.50605,126.860786,833.3166935281739
ST-315,ST-1523,1,15,37.51897,126.869965,767.3173817994516,37.50605,126.860786,833.3166935281739
ST-431,ST-1523,1,3,37.531097,126.864029,564.1574758231184,37.50605,126.860786,833.3166935281739
ST-1000,ST-1731,1,3,37.51038,126.866798,240.11780322743033,37.524776,126.875481,40.85381555080388
ST-1002,ST-1731,1,211,37.5299,126.876541,611.7115695850819,37.524776,126.875481,40.85381555080388
ST-1005,ST-1731,1,3,37.51395,126.856056,734.3290911869569,37.524776,126.875481,40.85381555080388
ST-1006,ST-1731,1,12,37.536377,126.871513,1209.906397262914,37.524776,126.875481,40.85381555080388
