origin_station_id,desti_station_id,community,count,origin_lat,origin_lng,origin_dist_to_subway,desti_lat,desti_lng,desti_dist_to_subway
ST-1000,ST-1000,4,5,37.51038,126.866798,240.11780322743033,37.51038,126.866798,240.11780322743033
ST-1996,ST-1000,4,2,37.525715,126.864868,39.24317204107285,37.51038,126.866798,240.11780322743033
ST-2005,ST-1000,4,1,37.518543,126.853882,190.3347045112246,37.51038,126.866798,240.11780322743033
ST-2011,ST-1000,4,3,37.517475,126.866325,565.2611815744377,37.51038,126.866798,240.11780322743033
ST-2012,ST-1000,4,2,37.520073,126.868301,728.7182830330298,37.51038,126.866798,240.11780322743033
ST-2013,ST-1000,4,7,37.507904,126.862648,572.1764565790038,37.51038,126.866798,240.11780322743033
ST-2016,ST-1000,4,2,37.524906,126.869789,448.28167034450337,37.51038,126.866798,240.11780322743033
ST-2017,ST-1000,4,4,37.525372,126.870926,388.49165276653224,37.51038,126.866798,240.11780322743033
ST-2395,ST-1000,4,1,37.516865,126.862961,556.4591342869134,37.51038,126.866798,240.11780322743033
ST-2396,ST-1000,4,1,37.515842,126.864113,410.924938993995,37.51038,126.866798,240.11780322743033
ST-2397,ST-1000,4,4,37.514664,126.871941,596.8263710417795,37.51038,126.866798,240.11780322743033
ST-2398,ST-1000,4,2,37.515156,126.87249,664.4889152759558,37.51038,126.866798,240.11780322743033
ST-2765,ST-1000,4,2,37.514812,126.861176,490.18927132605745,37.51038,126.866798,240.11780322743033
ST-2879,ST-1000,4,1,37.522141,126.878059,364.75171292310733,37.51038,126.866798,240.11780322743033
ST-3047,ST-1000,4,1,37.521641,126.865555,494.10220781672746,37.51038,126.866798,240.11780322743033
ST-311,ST-1000,4,1,37.523628,126.875244,96.49891497099736,37.51038,126.866798,240.11780322743033
ST-312,ST-1000,4,2,37.523254,126.864906,311.99682183504865,37.51038,126.866798,240.11780322743033
ST-315,ST-1000,4,3,37.51897,126.869965,767.3173817994516,37.51038,126.866798,240.11780322743033
ST-1000,ST-1504,4,1,37.51038,126.866798,240.11780322743033,37.510658,126.859161,619.5211098364588
ST-1005,ST-1504,4,1,37.51395,126.856056,734.3290911869569,37.510658,126.859161,619.5211098364588
ST-2005,ST-1504,4,1,37.518543,126.853882,190.3347045112246,37.510658,126.859161,619.5211098364588
ST-2011,ST-1504,4,1,37.517475,126.866325,565.2611815744377,37.510658,126.859161,619.5211098364588
ST-2014,ST-1504,4,6,37.512287,126.86528,49.22066088338353,37.510658,126.859161,619.5211098364588
ST-2017,ST-1504,4,1,37.525372,126.870926,388.49165276653224,37.510658,126.859161,619.5211098364588
ST-2396,ST-1504,4,1,37.515842,126.864113,410.924938993995,37.510658,126.859161,619.5211098364588
ST-2761,ST-1504,4,1,37.52198,126.859283,432.24392566688806,37.510658,126.859161,619.5211098364588
ST-2765,ST-1504,4,4,37.514812,126.861176,490.18927132605745,37.510658,126.859161,619.5211098364588
ST-428,ST-1504,4,3,37.517319,126.864319,562.0430233368278,37.510658,126.859161,619.5211098364588
ST-1000,ST-1996,4,1,37.51038,126.866798,240.11780322743033,37.525715,126.864868,39.24317204107285
ST-1005,ST-1996,4,2,37.51395,126.856056,734.3290911869569,37.525715,126.864868,39.24317204107285
ST-1504,ST-1996,4,2,37.510658,126.859161,619.5211098364588,37.525715,126.864868,39.24317204107285
ST-1996,ST-1996,4,6,37.525715,126.864868,39.24317204107285,37.525715,126.864868,39.24317204107285
ST-2005,ST-1996,4,8,37.518543,126.853882,190.3347045112246,37.525715,126.864868,39.24317204107285
ST-2011,ST-1996,4,19,37.517475,126.866325,565.2611815744377,37.525715,126.864868,39.24317204107285
ST-2012,ST-1996,4,8,37.520073,126.868301,728.7182830330298,37.525715,126.864868,39.24317204107285
ST-2014,ST-1996,4,2,37.512287,126.86528,49.22066088338353,37.525715,126.864868,39.24317204107285
ST-2016,ST-1996,4,6,37.524906,126.869789,448.28167034450337,37.525715,126.864868,39.24317204107285
ST-2017,ST-1996,4,6,37.525372,126.870926,388.49165276653224,37.525715,126.864868,39.24317204107285
ST-2395,ST-1996,4,15,37.516865,126.862961,556.4591342869134,37.525715,126.864868,39.24317204107285
ST-2396,ST-1996,4,2,37.515842,126.864113,410.924938993995,37.525715,126.864868,39.24317204107285
ST-2397,ST-1996,4,1,37.514664,126.871941,596.8263710417795,37.525715,126.864868,39.24317204107285
ST-2398,ST-1996,4,6,37.515156,126.87249,664.4889152759558,37.525715,126.864868,39.24317204107285
ST-2760,ST-1996,4,4,37.521095,126.873207,415.8552250007703,37.525715,126.864868,39.24317204107285
ST-2761,ST-1996,4,11,37.52198,126.859283,432.24392566688806,37.525715,126.864868,39.24317204107285
ST-2764,ST-1996,4,9,37.523197,126.869301,500.54898689616334,37.525715,126.864868,39.24317204107285
ST-2765,ST-1996,4,3,37.514812,126.861176,490.18927132605745,37.525715,126.864868,39.24317204107285
ST-2879,ST-1996,4,1,37.522141,126.878059,364.75171292310733,37.525715,126.864868,39.24317204107285
ST-2960,ST-1996,4,2,37.514122,126.860405,515.4838441870875,37.525715,126.864868,39.24317204107285
ST-3047,ST-1996,4,10,37.521641,126.865555,494.10220781672746,37.525715,126.864868,39.24317204107285
ST-311,ST-1996,4,6,37.523628,126.875244,96.49891497099736,37.525715,126.864868,39.24317204107285
ST-312,ST-1996,4,3,37.523254,126.864906,311.99682183504865,37.525715,126.864868,39.24317204107285
ST-315,ST-1996,4,11,37.51897,126.869965,767.3173817994516,37.525715,126.864868,39.24317204107285
ST-428,ST-1996,4,9,37.517319,126.864319,562.0430233368278,37.525715,126.864868,39.24317204107285
ST-1000,ST-2007,4,1,37.51038,126.866798,240.11780322743033,37.517593,126.876556,660.4866785026072
ST-1005,ST-2007,4,1,37.51395,126.856056,734.3290911869569,37.517593,126.876556,660.4866785026072
ST-2005,ST-2007,4,2,37.518543,126.853882,190.3347045112246,37.517593,126.876556,660.4866785026072
ST-2007,ST-2007,4,7,37.517593,126.876556,660.4866785026072,37.517593,126.876556,660.4866785026072
ST-2011,ST-2007,4,3,37.517475,126.866325,565.2611815744377,37.517593,126.876556,660.4866785026072
ST-2012,ST-2007,4,2,37.520073,126.868301,728.7182830330298,37.517593,126.876556,660.4866785026072
ST-2014,ST-2007,4,1,37.512287,126.86528,49.22066088338353,37.517593,126.876556,660.4866785026072
ST-2016,ST-2007,4,1,37.524906,126.869789,448.28167034450337,37.517593,126.876556,660.4866785026072
ST-2017,ST-2007,4,3,37.525372,126.870926,388.49165276653224,37.517593,126.876556,660.4866785026072
ST-2396,ST-2007,4,7,37.515842,126.864113,410.924938993995,37.517593,126.876556,660.4866785026072
ST-2760,ST-2007,4,3,37.521095,126.873207,415.8552250007703,37.517593,126.876556,660.4866785026072
ST-2761,ST-2007,4,1,37.52198,126.859283,432.24392566688806,37.517593,126.876556,660.4866785026072
ST-2879,ST-2007,4,7,37.522141,126.878059,364.75171292310733,37.517593,126.876556,660.4866785026072
ST-311,ST-2007,4,16,37.523628,126.875244,96.49891497099736,37.517593,126.876556,660.4866785026072
ST-312,ST-2007,4,3,37.523254,126.864906,311.99682183504865,37.517593,126.876556,660.4866785026072
ST-315,ST-2007,4,3,37.51897,126.869965,767.3173817994516,37.517593,126.876556,660.4866785026072
ST-3163,ST-2007,4,11,37.52367,126.875671,101.39417368329664,37.517593,126.876556,660.4866785026072
ST-1000,ST-2011,4,1,37.51038,126.866798,240.11780322743033,37.517475,126.866325,565.2611815744377
ST-1005,ST-2011,4,11,37.51395,126.856056,734.3290911869569,37.517475,126.866325,565.2611815744377
ST-1504,ST-2011,4,2,37.510658,126.859161,619.5211098364588,37.517475,126.866325,565.2611815744377
ST-1996,ST-2011,4,23,37.525715,126.864868,39.24317204107285,37.517475,126.866325,565.2611815744377
ST-2005,ST-2011,4,8,37.518543,126.853882,190.3347045112246,37.517475,126.866325,565.2611815744377
ST-2007,ST-2011,4,3,37.517593,126.876556,660.4866785026072,37.517475,126.866325,565.2611815744377
ST-2011,ST-2011,4,21,37.517475,126.866325,565.2611815744377,37.517475,126.866325,565.2611815744377
ST-2012,ST-2011,4,3,37.520073,126.868301,728.7182830330298,37.517475,126.866325,565.2611815744377
ST-2013,ST-2011,4,2,37.507904,126.862648,572.1764565790038,37.517475,126.866325,565.2611815744377
ST-2014,ST-2011,4,3,37.512287,126.86528,49.22066088338353,37.517475,126.866325,565.2611815744377
ST-2016,ST-2011,4,4,37.524906,126.869789,448.28167034450337,37.517475,126.866325,565.2611815744377
ST-2017,ST-2011,4,3,37.525372,126.870926,388.49165276653224,37.517475,126.866325,565.2611815744377
ST-2395,ST-2011,4,1,37.516865,126.862961,556.4591342869134,37.517475,126.866325,565.2611815744377
ST-2396,ST-2011,4,2,37.515842,126.864113,410.924938993995,37.517475,126.866325,565.2611815744377
ST-2397,ST-2011,4,7,37.514664,126.871941,596.8263710417795,37.517475,126.866325,565.2611815744377
ST-2398,ST-2011,4,5,37.515156,126.87249,664.4889152759558,37.517475,126.866325,565.2611815744377
ST-2692,ST-2011,4,8,37.51292,126.866798,104.15516219424778,37.517475,126.866325,565.2611815744377
ST-2760,ST-2011,4,5,37.521095,126.873207,415.8552250007703,37.517475,126.866325,565.2611815744377
ST-2761,ST-2011,4,5,37.52198,126.859283,432.24392566688806,37.517475,126.866325,565.2611815744377
ST-2764,ST-2011,4,6,37.523197,126.869301,500.54898689616334,37.517475,126.866325,565.2611815744377
ST-2765,ST-2011,4,2,37.514812,126.861176,490.18927132605745,37.517475,126.866325,565.2611815744377
ST-2960,ST-2011,4,6,37.514122,126.860405,515.4838441870875,37.517475,126.866325,565.2611815744377
ST-3047,ST-2011,4,2,37.521641,126.865555,494.10220781672746,37.517475,126.866325,565.2611815744377
ST-311,ST-2011,4,3,37.523628,126.875244,96.49891497099736,37.517475,126.866325,565.2611815744377
ST-312,ST-2011,4,3,37.523254,126.864906,311.99682183504865,37.517475,126.866325,565.2611815744377
ST-315,ST-2011,4,8,37.51897,126.869965,767.3173817994516,37.517475,126.866325,565.2611815744377
ST-3163,ST-2011,4,1,37.52367,126.875671,101.39417368329664,37.517475,126.866325,565.2611815744377
ST-428,ST-2011,4,3,37.517319,126.864319,562.0430233368278,37.517475,126.866325,565.2611815744377
ST-1000,ST-2012,4,2,37.51038,126.866798,240.11780322743033,37.520073,126.868301,728.7182830330298
ST-1005,ST-2012,4,1,37.51395,126.856056,734.3290911869569,37.520073,126.868301,728.7182830330298
ST-1996,ST-2012,4,16,37.525715,126.864868,39.24317204107285,37.520073,126.868301,728.7182830330298
ST-2011,ST-2012,4,5,37.517475,126.866325,565.2611815744377,37.520073,126.868301,728.7182830330298
ST-2012,ST-2012,4,4,37.520073,126.868301,728.7182830330298,37.520073,126.868301,728.7182830330298
ST-2013,ST-2012,4,2,37.507904,126.862648,572.1764565790038,37.520073,126.868301,728.7182830330298
ST-2014,ST-2012,4,1,37.512287,126.86528,49.22066088338353,37.520073,126.868301,728.7182830330298
ST-2017,ST-2012,4,7,37.525372,126.870926,388.49165276653224,37.520073,126.868301,728.7182830330298
ST-2395,ST-2012,4,1,37.516865,126.862961,556.4591342869134,37.520073,126.868301,728.7182830330298
ST-2398,ST-2012,4,3,37.515156,126.87249,664.4889152759558,37.520073,126.868301,728.7182830330298
ST-2692,ST-2012,4,2,37.51292,126.866798,104.15516219424778,37.520073,126.868301,728.7182830330298
ST-2760,ST-2012,4,1,37.521095,126.873207,415.8552250007703,37.520073,126.868301,728.7182830330298
ST-2761,ST-2012,4,3,37.52198,126.859283,432.24392566688806,37.520073,126.868301,728.7182830330298
ST-2765,ST-2012,4,2,37.514812,126.861176,490.18927132605745,37.520073,126.868301,728.7182830330298
ST-2960,ST-2012,4,1,37.514122,126.860405,515.4838441870875,37.520073,126.868301,728.7182830330298
ST-311,ST-2012,4,2,37.523628,126.875244,96.49891497099736,37.520073,126.868301,728.7182830330298
ST-312,ST-2012,4,3,37.523254,126.864906,311.99682183504865,37.520073,126.868301,728.7182830330298
ST-315,ST-2012,4,2,37.51897,126.869965,767.3173817994516,37.520073,126.868301,728.7182830330298
ST-428,ST-2012,4,1,37.517319,126.864319,562.0430233368278,37.520073,126.868301,728.7182830330298
ST-1000,ST-2013,4,7,37.51038,126.866798,240.11780322743033,37.507904,126.862648,572.1764565790038
ST-1005,ST-2013,4,2,37.51395,126.856056,734.3290911869569,37.507904,126.862648,572.1764565790038
ST-1504,ST-2013,4,1,37.510658,126.859161,619.5211098364588,37.507904,126.862648,572.1764565790038
ST-1996,ST-2013,4,3,37.525715,126.864868,39.24317204107285,37.507904,126.862648,572.1764565790038
ST-2005,ST-2013,4,3,37.518543,126.853882,190.3347045112246,37.507904,126.862648,572.1764565790038
ST-2011,ST-2013,4,1,37.517475,126.866325,565.2611815744377,37.507904,126.862648,572.1764565790038
ST-2013,ST-2013,4,7,37.507904,126.862648,572.1764565790038,37.507904,126.862648,572.1764565790038
ST-2014,ST-2013,4,12,37.512287,126.86528,49.22066088338353,37.507904,126.862648,572.1764565790038
ST-2016,ST-2013,4,3,37.524906,126.869789,448.28167034450337,37.507904,126.862648,572.1764565790038
ST-2017,ST-2013,4,2,37.525372,126.870926,388.49165276653224,37.507904,126.862648,572.1764565790038
ST-2396,ST-2013,4,4,37.515842,126.864113,410.924938993995,37.507904,126.862648,572.1764565790038
ST-2397,ST-2013,4,2,37.514664,126.871941,596.8263710417795,37.507904,126.862648,572.1764565790038
ST-2692,ST-2013,4,1,37.51292,126.866798,104.15516219424778,37.507904,126.862648,572.1764565790038
ST-2760,ST-2013,4,1,37.521095,126.873207,415.8552250007703,37.507904,126.862648,572.1764565790038
ST-2764,ST-2013,4,1,37.523197,126.869301,500.54898689616334,37.507904,126.862648,572.1764565790038
ST-2765,ST-2013,4,12,37.514812,126.861176,490.18927132605745,37.507904,126.862648,572.1764565790038
ST-2879,ST-2013,4,2,37.522141,126.878059,364.75171292310733,37.507904,126.862648,572.1764565790038
ST-2960,ST-2013,4,3,37.514122,126.860405,515.4838441870875,37.507904,126.862648,572.1764565790038
ST-3047,ST-2013,4,1,37.521641,126.865555,494.10220781672746,37.507904,126.862648,572.1764565790038
ST-311,ST-2013,4,2,37.523628,126.875244,96.49891497099736,37.507904,126.862648,572.1764565790038
ST-315,ST-2013,4,8,37.51897,126.869965,767.3173817994516,37.507904,126.862648,572.1764565790038
ST-428,ST-2013,4,3,37.517319,126.864319,562.0430233368278,37.507904,126.862648,572.1764565790038
ST-1000,ST-2014,4,1,37.51038,126.866798,240.11780322743033,37.512287,126.86528,49.22066088338353
ST-1005,ST-2014,4,3,37.51395,126.856056,734.3290911869569,37.512287,126.86528,49.22066088338353
ST-1504,ST-2014,4,13,37.510658,126.859161,619.5211098364588,37.512287,126.86528,49.22066088338353
ST-1996,ST-2014,4,1,37.525715,126.864868,39.24317204107285,37.512287,126.86528,49.22066088338353
ST-2012,ST-2014,4,1,37.520073,126.868301,728.7182830330298,37.512287,126.86528,49.22066088338353
ST-2013,ST-2014,4,19,37.507904,126.862648,572.1764565790038,37.512287,126.86528,49.22066088338353
ST-2014,ST-2014,4,2,37.512287,126.86528,49.22066088338353,37.512287,126.86528,49.22066088338353
ST-2395,ST-2014,4,2,37.516865,126.862961,556.4591342869134,37.512287,126.86528,49.22066088338353
ST-2396,ST-2014,4,5,37.515842,126.864113,410.924938993995,37.512287,126.86528,49.22066088338353
ST-2397,ST-2014,4,1,37.514664,126.871941,596.8263710417795,37.512287,126.86528,49.22066088338353
ST-2398,ST-2014,4,3,37.515156,126.87249,664.4889152759558,37.512287,126.86528,49.22066088338353
ST-2764,ST-2014,4,1,37.523197,126.869301,500.54898689616334,37.512287,126.86528,49.22066088338353
ST-2765,ST-2014,4,13,37.514812,126.861176,490.18927132605745,37.512287,126.86528,49.22066088338353
ST-2960,ST-2014,4,11,37.514122,126.860405,515.4838441870875,37.512287,126.86528,49.22066088338353
ST-3047,ST-2014,4,1,37.521641,126.865555,494.10220781672746,37.512287,126.86528,49.22066088338353
ST-311,ST-2014,4,1,37.523628,126.875244,96.49891497099736,37.512287,126.86528,49.22066088338353
ST-312,ST-2014,4,1,37.523254,126.864906,311.99682183504865,37.512287,126.86528,49.22066088338353
ST-315,ST-2014,4,4,37.51897,126.869965,767.3173817994516,37.512287,126.86528,49.22066088338353
ST-428,ST-2014,4,3,37.517319,126.864319,562.0430233368278,37.512287,126.86528,49.22066088338353
ST-1000,ST-2016,4,1,37.51038,126.866798,240.11780322743033,37.524906,126.869789,448.28167034450337
ST-1005,ST-2016,4,2,37.51395,126.856056,734.3290911869569,37.524906,126.869789,448.28167034450337
ST-1996,ST-2016,4,7,37.525715,126.864868,39.24317204107285,37.524906,126.869789,448.28167034450337
ST-2007,ST-2016,4,3,37.517593,126.876556,660.4866785026072,37.524906,126.869789,448.28167034450337
ST-2011,ST-2016,4,4,37.517475,126.866325,565.2611815744377,37.524906,126.869789,448.28167034450337
ST-2012,ST-2016,4,1,37.520073,126.868301,728.7182830330298,37.524906,126.869789,448.28167034450337
ST-2013,ST-2016,4,3,37.507904,126.862648,572.1764565790038,37.524906,126.869789,448.28167034450337
ST-2014,ST-2016,4,1,37.512287,126.86528,49.22066088338353,37.524906,126.869789,448.28167034450337
ST-2016,ST-2016,4,7,37.524906,126.869789,448.28167034450337,37.524906,126.869789,448.28167034450337
ST-2017,ST-2016,4,2,37.525372,126.870926,388.49165276653224,37.524906,126.869789,448.28167034450337
ST-2395,ST-2016,4,5,37.516865,126.862961,556.4591342869134,37.524906,126.869789,448.28167034450337
ST-2396,ST-2016,4,3,37.515842,126.864113,410.924938993995,37.524906,126.869789,448.28167034450337
ST-2397,ST-2016,4,1,37.514664,126.871941,596.8263710417795,37.524906,126.869789,448.28167034450337
ST-2398,ST-2016,4,1,37.515156,126.87249,664.4889152759558,37.524906,126.869789,448.28167034450337
ST-2692,ST-2016,4,1,37.51292,126.866798,104.15516219424778,37.524906,126.869789,448.28167034450337
ST-2760,ST-2016,4,3,37.521095,126.873207,415.8552250007703,37.524906,126.869789,448.28167034450337
ST-2761,ST-2016,4,3,37.52198,126.859283,432.24392566688806,37.524906,126.869789,448.28167034450337
ST-2765,ST-2016,4,3,37.514812,126.861176,490.18927132605745,37.524906,126.869789,448.28167034450337
ST-2879,ST-2016,4,1,37.522141,126.878059,364.75171292310733,37.524906,126.869789,448.28167034450337
ST-2960,ST-2016,4,3,37.514122,126.860405,515.4838441870875,37.524906,126.869789,448.28167034450337
ST-3047,ST-2016,4,3,37.521641,126.865555,494.10220781672746,37.524906,126.869789,448.28167034450337
ST-315,ST-2016,4,3,37.51897,126.869965,767.3173817994516,37.524906,126.869789,448.28167034450337
ST-3163,ST-2016,4,1,37.52367,126.875671,101.39417368329664,37.524906,126.869789,448.28167034450337
ST-1000,ST-2017,4,1,37.51038,126.866798,240.11780322743033,37.525372,126.870926,388.49165276653224
ST-1005,ST-2017,4,4,37.51395,126.856056,734.3290911869569,37.525372,126.870926,388.49165276653224
ST-1996,ST-2017,4,6,37.525715,126.864868,39.24317204107285,37.525372,126.870926,388.49165276653224
ST-2005,ST-2017,4,2,37.518543,126.853882,190.3347045112246,37.525372,126.870926,388.49165276653224
ST-2007,ST-2017,4,3,37.517593,126.876556,660.4866785026072,37.525372,126.870926,388.49165276653224
ST-2011,ST-2017,4,5,37.517475,126.866325,565.2611815744377,37.525372,126.870926,388.49165276653224
ST-2012,ST-2017,4,4,37.520073,126.868301,728.7182830330298,37.525372,126.870926,388.49165276653224
ST-2013,ST-2017,4,1,37.507904,126.862648,572.1764565790038,37.525372,126.870926,388.49165276653224
ST-2017,ST-2017,4,9,37.525372,126.870926,388.49165276653224,37.525372,126.870926,388.49165276653224
ST-2395,ST-2017,4,4,37.516865,126.862961,556.4591342869134,37.525372,126.870926,388.49165276653224
ST-2396,ST-2017,4,1,37.515842,126.864113,410.924938993995,37.525372,126.870926,388.49165276653224
ST-2398,ST-2017,4,2,37.515156,126.87249,664.4889152759558,37.525372,126.870926,388.49165276653224
ST-2692,ST-2017,4,1,37.51292,126.866798,104.15516219424778,37.525372,126.870926,388.49165276653224
ST-2760,ST-2017,4,7,37.521095,126.873207,415.8552250007703,37.525372,126.870926,388.49165276653224
ST-2761,ST-2017,4,4,37.52198,126.859283,432.24392566688806,37.525372,126.870926,388.49165276653224
ST-2764,ST-2017,4,2,37.523197,126.869301,500.54898689616334,37.525372,126.870926,388.49165276653224
ST-2765,ST-2017,4,1,37.514812,126.861176,490.18927132605745,37.525372,126.870926,388.49165276653224
ST-2879,ST-2017,4,1,37.522141,126.878059,364.75171292310733,37.525372,126.870926,388.49165276653224
ST-2960,ST-2017,4,5,37.514122,126.860405,515.4838441870875,37.525372,126.870926,388.49165276653224
ST-3047,ST-2017,4,1,37.521641,126.865555,494.10220781672746,37.525372,126.870926,388.49165276653224
ST-311,ST-2017,4,1,37.523628,126.875244,96.49891497099736,37.525372,126.870926,388.49165276653224
ST-312,ST-2017,4,3,37.523254,126.864906,311.99682183504865,37.525372,126.870926,388.49165276653224
ST-315,ST-2017,4,3,37.51897,126.869965,767.3173817994516,37.525372,126.870926,388.49165276653224
ST-3163,ST-2017,4,1,37.52367,126.875671,101.39417368329664,37.525372,126.870926,388.49165276653224
ST-428,ST-2017,4,1,37.517319,126.864319,562.0430233368278,37.525372,126.870926,388.49165276653224
ST-1000,ST-2396,4,3,37.51038,126.866798,240.11780322743033,37.515842,126.864113,410.924938993995
ST-1005,ST-2396,4,5,37.51395,126.856056,734.3290911869569,37.515842,126.864113,410.924938993995
ST-1504,ST-2396,4,3,37.510658,126.859161,619.5211098364588,37.515842,126.864113,410.924938993995
ST-1996,ST-2396,4,3,37.525715,126.864868,39.24317204107285,37.515842,126.864113,410.924938993995
ST-2005,ST-2396,4,3,37.518543,126.853882,190.3347045112246,37.515842,126.864113,410.924938993995
ST-2007,ST-2396,4,4,37.517593,126.876556,660.4866785026072,37.515842,126.864113,410.924938993995
ST-2011,ST-2396,4,2,37.517475,126.866325,565.2611815744377,37.515842,126.864113,410.924938993995
ST-2012,ST-2396,4,2,37.520073,126.868301,728.7182830330298,37.515842,126.864113,410.924938993995
ST-2013,ST-2396,4,5,37.507904,126.862648,572.1764565790038,37.515842,126.864113,410.924938993995
ST-2014,ST-2396,4,4,37.512287,126.86528,49.22066088338353,37.515842,126.864113,410.924938993995
ST-2016,ST-2396,4,1,37.524906,126.869789,448.28167034450337,37.515842,126.864113,410.924938993995
ST-2017,ST-2396,4,3,37.525372,126.870926,388.49165276653224,37.515842,126.864113,410.924938993995
ST-2396,ST-2396,4,3,37.515842,126.864113,410.924938993995,37.515842,126.864113,410.924938993995
ST-2397,ST-2396,4,6,37.514664,126.871941,596.8263710417795,37.515842,126.864113,410.924938993995
ST-2398,ST-2396,4,11,37.515156,126.87249,664.4889152759558,37.515842,126.864113,410.924938993995
ST-2692,ST-2396,4,3,37.51292,126.866798,104.15516219424778,37.515842,126.864113,410.924938993995
ST-2760,ST-2396,4,5,37.521095,126.873207,415.8552250007703,37.515842,126.864113,410.924938993995
