birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day,community,origin_lat,origin_lng,origin_dist_to_subway,desti_lat,desti_lng,desti_dist_to_subway
1969,M,내국인,ST-3128,ST-2031,9,9,589,596,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1983,F,내국인,ST-3128,ST-2031,17,17,1056,1062,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1987,F,내국인,ST-3128,ST-2031,16,16,965,970,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1997,\N,내국인,ST-3128,ST-2031,11,11,690,696,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1989,\N,내국인,ST-3128,ST-2031,17,17,1024,1027,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-3128,ST-2031,17,17,1034,1041,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1997,\N,내국인,ST-3128,ST-2031,17,17,1026,1032,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1987,F,내국인,ST-3128,ST-2031,16,16,963,970,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1981,\N,내국인,ST-3128,ST-2031,17,17,1059,1063,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1974,\N,내국인,ST-3128,ST-2031,17,17,1076,1079,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1994,M,내국인,ST-3128,ST-2031,14,14,858,862,0,37.563648,126.834541,624.8912153301037,37.566925,126.827438,19.851350804892455
1997,\N,내국인,ST-2040,ST-2031,19,19,1140,1150,0,37.560894,126.836693,268.99896849370964,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2040,ST-2031,20,20,1216,1225,0,37.560894,126.836693,268.99896849370964,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2040,ST-2031,9,9,568,592,0,37.560894,126.836693,268.99896849370964,37.566925,126.827438,19.851350804892455
1998,\N,내국인,ST-2040,ST-2031,20,20,1215,1224,0,37.560894,126.836693,268.99896849370964,37.566925,126.827438,19.851350804892455
1987,M,내국인,ST-2040,ST-2031,18,18,1117,1123,0,37.560894,126.836693,268.99896849370964,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-2031,ST-2031,12,12,722,751,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1985,M,내국인,ST-2031,ST-2031,22,22,1377,1378,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1989,\N,내국인,ST-2031,ST-2031,9,9,588,588,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
2000,,내국인,ST-2031,ST-2031,20,20,1248,1249,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1992,F,내국인,ST-2031,ST-2031,18,18,1094,1095,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1994,M,내국인,ST-2031,ST-2031,13,13,787,816,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-2031,ST-2031,14,14,862,886,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
2003,M,내국인,ST-2031,ST-2031,17,17,1074,1075,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1991,M,내국인,ST-2031,ST-2031,9,9,571,571,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1997,M,내국인,ST-2031,ST-2031,10,10,639,641,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1989,F,내국인,ST-2031,ST-2031,17,17,1058,1058,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1999,M,내국인,ST-2031,ST-2031,6,6,378,378,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1994,F,내국인,ST-2031,ST-2031,20,21,1232,1260,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
2001,F,내국인,ST-2031,ST-2031,12,12,777,777,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1981,\N,내국인,ST-2031,ST-2031,19,19,1144,1144,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2031,ST-2031,14,14,861,868,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
2001,F,내국인,ST-2031,ST-2031,14,14,892,893,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1993,M,내국인,ST-2031,ST-2031,20,20,1212,1212,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1980,\N,내국인,ST-2031,ST-2031,15,15,902,920,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1996,F,내국인,ST-2031,ST-2031,4,4,265,266,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1997,F,내국인,ST-2031,ST-2031,13,13,786,786,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1996,F,내국인,ST-2031,ST-2031,17,18,1060,1082,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1980,F,내국인,ST-2031,ST-2031,14,14,870,870,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-2031,ST-2031,17,17,1026,1026,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
2001,M,내국인,ST-2031,ST-2031,11,11,676,676,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1996,F,내국인,ST-2031,ST-2031,17,17,1066,1066,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
\N,F,내국인,ST-2031,ST-2031,13,13,780,780,0,37.566925,126.827438,19.851350804892455,37.566925,126.827438,19.851350804892455
1991,M,내국인,ST-2052,ST-2031,11,11,703,707,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
\N,\N,내국인,ST-2052,ST-2031,13,14,838,852,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
1987,F,내국인,ST-2052,ST-2031,10,10,632,637,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
1982,M,내국인,ST-2052,ST-2031,18,18,1084,1087,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
\N,F,내국인,ST-2052,ST-2031,13,13,821,825,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
1997,F,내국인,ST-2052,ST-2031,15,15,932,937,0,37.562294,126.823952,269.01090788852264,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-2044,ST-2031,14,14,846,850,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-2044,ST-2031,18,18,1094,1097,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1990,M,내국인,ST-2044,ST-2031,18,18,1108,1111,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1972,\N,내국인,ST-2044,ST-2031,13,13,817,822,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1985,M,내국인,ST-2044,ST-2031,8,8,500,503,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1991,M,내국인,ST-2044,ST-2031,12,12,759,762,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1994,M,내국인,ST-2044,ST-2031,16,16,977,980,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1980,M,내국인,ST-2044,ST-2031,17,17,1046,1048,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1984,\N,내국인,ST-2044,ST-2031,14,14,851,853,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1976,\N,내국인,ST-2044,ST-2031,11,11,715,718,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1988,M,내국인,ST-2044,ST-2031,17,17,1060,1062,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1985,M,내국인,ST-2044,ST-2031,8,8,497,500,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1988,M,내국인,ST-2044,ST-2031,16,16,995,998,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1988,M,내국인,ST-2044,ST-2031,16,16,984,985,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1994,F,내국인,ST-2044,ST-2031,17,17,1061,1066,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-2044,ST-2031,18,18,1105,1109,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1974,M,내국인,ST-2044,ST-2031,16,16,1008,1011,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1994,,내국인,ST-2044,ST-2031,18,19,1138,1143,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1995,\N,내국인,ST-2044,ST-2031,18,18,1086,1088,0,37.563927,126.830643,339.67701023031424,37.566925,126.827438,19.851350804892455
1967,M,내국인,ST-1517,ST-2031,6,6,373,384,0,37.557468,126.82972,482.9911156036278,37.566925,126.827438,19.851350804892455
2000,\N,내국인,ST-1517,ST-2031,14,14,886,892,0,37.557468,126.82972,482.9911156036278,37.566925,126.827438,19.851350804892455
1969,M,내국인,ST-1517,ST-2031,9,9,566,576,0,37.557468,126.82972,482.9911156036278,37.566925,126.827438,19.851350804892455
1997,F,내국인,ST-1517,ST-2031,19,20,1196,1206,0,37.557468,126.82972,482.9911156036278,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2041,ST-2031,19,19,1158,1169,0,37.568485,126.83857,244.3717448688251,37.566925,126.827438,19.851350804892455
1974,,내국인,ST-2058,ST-2031,7,7,455,464,0,37.550617,126.826881,858.8065533960921,37.566925,126.827438,19.851350804892455
1986,\N,내국인,ST-2058,ST-2031,8,8,481,490,0,37.550617,126.826881,858.8065533960921,37.566925,126.827438,19.851350804892455
1992,F,내국인,ST-2058,ST-2031,7,7,442,455,0,37.550617,126.826881,858.8065533960921,37.566925,126.827438,19.851350804892455
1972,\N,내국인,ST-2058,ST-2031,16,16,971,984,0,37.550617,126.826881,858.8065533960921,37.566925,126.827438,19.851350804892455
2000,M,내국인,ST-2058,ST-2031,12,12,768,777,0,37.550617,126.826881,858.8065533960921,37.566925,126.827438,19.851350804892455
2000,M,내국인,ST-1718,ST-2031,17,17,1025,1029,0,37.565201,126.827316,38.351607693676264,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-2411,ST-2031,6,6,406,414,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-2411,ST-2031,8,9,538,543,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1999,M,내국인,ST-2411,ST-2031,11,11,706,710,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
\N,F,내국인,ST-2411,ST-2031,13,13,833,837,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1995,M,내국인,ST-2411,ST-2031,14,14,847,854,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1999,M,내국인,ST-2411,ST-2031,9,9,552,557,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1994,F,내국인,ST-2411,ST-2031,18,18,1094,1099,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
2000,F,내국인,ST-2411,ST-2031,8,8,529,534,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1989,\N,내국인,ST-2411,ST-2031,7,7,461,466,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-2411,ST-2031,8,8,531,535,0,37.562092,126.820969,448.8896464823147,37.566925,126.827438,19.851350804892455
1998,\N,내국인,ST-1254,ST-2031,7,8,479,485,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1971,M,내국인,ST-1254,ST-2031,9,9,561,566,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1987,F,내국인,ST-1254,ST-2031,8,8,487,492,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
2000,M,내국인,ST-1254,ST-2031,8,8,495,500,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1978,M,내국인,ST-1254,ST-2031,6,6,408,414,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-1254,ST-2031,8,8,525,530,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1953,M,내국인,ST-1254,ST-2031,10,10,611,618,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1989,M,내국인,ST-1254,ST-2031,5,5,319,324,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1986,M,내국인,ST-1254,ST-2031,8,8,516,521,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1965,\N,내국인,ST-1254,ST-2031,15,15,922,927,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-1254,ST-2031,8,8,516,522,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1973,M,내국인,ST-1254,ST-2031,9,9,541,547,0,37.570499,126.820084,450.6942832052886,37.566925,126.827438,19.851350804892455
1969,\N,내국인,ST-1063,ST-2031,7,7,456,462,0,37.560207,126.824142,115.42289747672783,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-1063,ST-2031,8,8,518,523,0,37.560207,126.824142,115.42289747672783,37.566925,126.827438,19.851350804892455
1969,\N,내국인,ST-1063,ST-2031,7,7,462,469,0,37.560207,126.824142,115.42289747672783,37.566925,126.827438,19.851350804892455
1977,M,내국인,ST-1063,ST-2031,7,7,473,478,0,37.560207,126.824142,115.42289747672783,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-2045,ST-2031,23,23,1409,1409,0,37.565804,126.828079,68.37255864082601,37.566925,126.827438,19.851350804892455
1972,M,내국인,ST-2045,ST-2031,19,19,1143,1171,0,37.565804,126.828079,68.37255864082601,37.566925,126.827438,19.851350804892455
1993,M,내국인,ST-2037,ST-2031,8,8,512,521,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1983,\N,내국인,ST-2037,ST-2031,20,20,1231,1238,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1993,F,내국인,ST-2037,ST-2031,14,14,841,848,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-2037,ST-2031,19,20,1191,1201,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1976,F,내국인,ST-2037,ST-2031,11,11,669,678,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1998,F,내국인,ST-2037,ST-2031,15,15,903,913,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1994,M,내국인,ST-2037,ST-2031,18,18,1123,1130,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-2037,ST-2031,22,22,1344,1364,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1996,F,내국인,ST-2037,ST-2031,12,12,735,743,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1978,\N,내국인,ST-2037,ST-2031,19,20,1195,1205,0,37.563206,126.839363,532.9148882893659,37.566925,126.827438,19.851350804892455
1998,\N,내국인,ST-824,ST-2031,14,14,892,898,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
1989,\N,내국인,ST-824,ST-2031,18,18,1123,1135,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
1901,\N,내국인,ST-824,ST-2031,10,10,632,641,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
1994,\N,내국인,ST-824,ST-2031,21,21,1274,1283,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-824,ST-2031,17,17,1069,1079,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
2007,M,내국인,ST-824,ST-2031,22,22,1368,1377,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
1979,F,내국인,ST-824,ST-2031,7,7,456,465,0,37.572563,126.816422,558.612760811295,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2832,ST-2031,6,6,396,401,0,37.557373,126.823326,363.89992839745116,37.566925,126.827438,19.851350804892455
2002,M,내국인,ST-2832,ST-2031,11,11,681,689,0,37.557373,126.823326,363.89992839745116,37.566925,126.827438,19.851350804892455
1981,F,내국인,ST-2832,ST-2031,6,7,414,424,0,37.557373,126.823326,363.89992839745116,37.566925,126.827438,19.851350804892455
1973,F,내국인,ST-2832,ST-2031,9,9,542,550,0,37.557373,126.823326,363.89992839745116,37.566925,126.827438,19.851350804892455
1978,\N,내국인,ST-2412,ST-2031,13,13,812,822,0,37.552559,126.823112,870.9936563841717,37.566925,126.827438,19.851350804892455
1990,M,내국인,ST-2412,ST-2031,5,5,337,345,0,37.552559,126.823112,870.9936563841717,37.566925,126.827438,19.851350804892455
1993,M,내국인,ST-2412,ST-2031,8,8,491,504,0,37.552559,126.823112,870.9936563841717,37.566925,126.827438,19.851350804892455
1977,M,내국인,ST-2033,ST-2031,14,14,871,877,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1997,M,내국인,ST-2033,ST-2031,17,17,1057,1065,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1960,\N,내국인,ST-2033,ST-2031,22,23,1358,1380,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1970,\N,내국인,ST-2033,ST-2031,18,18,1115,1124,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-2033,ST-2031,19,19,1143,1153,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1984,,내국인,ST-2033,ST-2031,12,12,761,768,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-2033,ST-2031,8,8,498,503,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-2033,ST-2031,8,8,504,509,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1995,\N,내국인,ST-2033,ST-2031,16,16,998,1004,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1990,M,내국인,ST-2033,ST-2031,15,15,949,957,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2033,ST-2031,11,11,694,699,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
\N,F,내국인,ST-2033,ST-2031,16,16,995,1002,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
1987,\N,내국인,ST-2033,ST-2031,12,12,769,775,0,37.561337,126.8339,450.8374041155609,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-514,ST-2031,16,17,1018,1023,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1994,F,내국인,ST-514,ST-2031,7,7,444,453,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
2000,\N,내국인,ST-514,ST-2031,8,8,500,504,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
2002,,내국인,ST-514,ST-2031,10,10,613,620,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1992,M,내국인,ST-514,ST-2031,7,7,429,434,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1973,M,내국인,ST-514,ST-2031,6,6,382,387,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1990,M,내국인,ST-514,ST-2031,12,12,749,757,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1972,M,내국인,ST-514,ST-2031,10,10,651,656,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1995,\N,내국인,ST-514,ST-2031,18,18,1100,1106,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-514,ST-2031,18,18,1081,1087,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1985,M,내국인,ST-514,ST-2031,7,7,459,463,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
\N,M,내국인,ST-514,ST-2031,8,8,487,492,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1966,M,내국인,ST-514,ST-2031,7,8,479,484,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1991,M,내국인,ST-514,ST-2031,6,6,369,375,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1991,\N,내국인,ST-514,ST-2031,15,15,916,923,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1975,\N,내국인,ST-514,ST-2031,8,8,492,497,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-514,ST-2031,8,8,502,506,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1980,M,내국인,ST-514,ST-2031,7,7,447,452,0,37.573124,126.822388,804.1028643203304,37.566925,126.827438,19.851350804892455
1976,F,내국인,ST-1645,ST-2031,10,11,653,663,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1985,\N,내국인,ST-1645,ST-2031,9,9,580,590,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-1645,ST-2031,8,8,480,490,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1992,\N,내국인,ST-1645,ST-2031,8,8,528,539,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1996,\N,내국인,ST-1645,ST-2031,8,8,486,494,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1976,F,내국인,ST-1645,ST-2031,16,16,1002,1013,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1904,F,내국인,ST-1645,ST-2031,21,22,1314,1328,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1990,F,내국인,ST-1645,ST-2031,7,8,470,480,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1992,\N,내국인,ST-1645,ST-2031,8,8,519,529,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
2001,,내국인,ST-1645,ST-2031,11,11,704,717,0,37.55645,126.815979,633.5273717688756,37.566925,126.827438,19.851350804892455
1974,\N,내국인,ST-2049,ST-2031,5,5,347,354,0,37.555309,126.829857,666.6379545435394,37.566925,126.827438,19.851350804892455
1974,\N,내국인,ST-2049,ST-2031,5,5,346,354,0,37.555309,126.829857,666.6379545435394,37.566925,126.827438,19.851350804892455
1974,\N,내국인,ST-2049,ST-2031,5,5,338,347,0,37.555309,126.829857,666.6379545435394,37.566925,126.827438,19.851350804892455
1979,\N,내국인,ST-2049,ST-2031,7,7,449,457,0,37.555309,126.829857,666.6379545435394,37.566925,126.827438,19.851350804892455
2001,\N,내국인,ST-2050,ST-2031,17,17,1035,1043,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1986,M,내국인,ST-2050,ST-2031,8,8,517,527,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1996,M,내국인,ST-2050,ST-2031,8,8,503,511,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1993,\N,내국인,ST-2050,ST-2031,8,8,501,510,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1973,M,내국인,ST-2050,ST-2031,14,14,859,868,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1987,M,내국인,ST-2050,ST-2031,7,7,441,448,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
2001,\N,내국인,ST-2050,ST-2031,12,12,756,763,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1990,F,내국인,ST-2050,ST-2031,8,8,526,532,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1993,M,내국인,ST-2050,ST-2031,9,9,579,585,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1982,\N,내국인,ST-2050,ST-2031,7,7,453,460,0,37.558632,126.819916,518.2149670513262,37.566925,126.827438,19.851350804892455
1991,\N,내국인,ST-2035,ST-2031,17,17,1061,1068,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1989,M,내국인,ST-2035,ST-2031,18,18,1115,1120,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1991,\N,내국인,ST-2035,ST-2031,12,13,776,782,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1978,\N,내국인,ST-2035,ST-2031,22,22,1320,1328,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1967,M,내국인,ST-2035,ST-2031,17,17,1066,1071,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1973,M,내국인,ST-2035,ST-2031,20,20,1242,1248,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1991,\N,내국인,ST-2035,ST-2031,17,17,1055,1060,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1991,\N,내국인,ST-2035,ST-2031,1,1,82,86,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1961,M,내국인,ST-2035,ST-2031,11,11,671,677,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
\N,F,내국인,ST-2035,ST-2031,16,16,1006,1011,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1991,M,내국인,ST-2035,ST-2031,17,17,1057,1061,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1998,M,내국인,ST-2035,ST-2031,18,18,1083,1088,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1994,\N,내국인,ST-2035,ST-2031,21,21,1275,1281,0,37.561211,126.830345,447.4644977988967,37.566925,126.827438,19.851350804892455
1992,\N,내국인,ST-2871,ST-2031,13,13,782,789,0,37.559746,126.824387,105.54939610623825,37.566925,126.827438,19.851350804892455
1994,F,내국인,ST-2871,ST-2031,17,18,1072,1082,0,37.559746,126.824387,105.54939610623825,37.566925,126.827438,19.851350804892455
1965,M,내국인,ST-2871,ST-2031,15,15,955,959,0,37.559746,126.824387,105.54939610623825,37.566925,126.827438,19.851350804892455
1989,M,내국인,ST-2871,ST-2031,19,19,1167,1173,0,37.559746,126.824387,105.54939610623825,37.566925,126.827438,19.851350804892455
1987,\N,내국인,ST-1727,ST-2031,8,8,517,522,0,37.56918,126.819443,310.6395201226105,37.566925,126.827438,19.851350804892455
