count,origin_id,desti_id
3,ST-347,ST-82
6,ST-347,ST-87
6,ST-347,ST-89
4,ST-347,ST-90
3,ST-349,ST-35
9,ST-349,ST-350
3,ST-349,ST-454
3,ST-349,ST-459
3,ST-349,ST-461
3,ST-349,ST-462
4,ST-349,ST-479
3,ST-349,ST-85
3,ST-349,ST-86
10,ST-349,ST-87
42,ST-349,ST-89
3,ST-349,ST-90
3,ST-349,ST-93
3,ST-349,ST-96
12,ST-350,ST-455
3,ST-350,ST-459
4,ST-350,ST-460
3,ST-350,ST-461
3,ST-350,ST-463
4,ST-350,ST-5
3,ST-350,ST-555
3,ST-350,ST-85
3,ST-350,ST-86
12,ST-350,ST-87
20,ST-350,ST-89
4,ST-350,ST-96
6,ST-35,ST-350
24,ST-35,ST-455
6,ST-35,ST-460
3,ST-35,ST-461
3,ST-35,ST-462
3,ST-35,ST-463
3,ST-35,ST-479
7,ST-35,ST-85
40,ST-35,ST-87
103,ST-35,ST-89
9,ST-35,ST-93
6,ST-35,ST-990
3,ST-443,ST-463
10,ST-443,ST-5
4,ST-443,ST-76
4,ST-443,ST-8
10,ST-443,ST-84
4,ST-443,ST-85
5,ST-443,ST-87
4,ST-443,ST-89
3,ST-443,ST-91
8,ST-443,ST-92
6,ST-443,ST-94
3,ST-443,ST-968
4,ST-443,ST-990
57,ST-454,ST-455
37,ST-454,ST-456
30,ST-454,ST-459
3,ST-454,ST-460
19,ST-454,ST-461
10,ST-454,ST-462
40,ST-454,ST-464
3,ST-454,ST-478
109,ST-454,ST-479
18,ST-454,ST-480
74,ST-454,ST-481
4,ST-454,ST-89
90,ST-455,ST-459
7,ST-455,ST-460
45,ST-455,ST-461
19,ST-455,ST-462
10,ST-455,ST-463
24,ST-455,ST-464
3,ST-455,ST-478
22,ST-455,ST-479
3,ST-455,ST-481
3,ST-455,ST-85
27,ST-455,ST-87
86,ST-455,ST-89
6,ST-455,ST-93
9,ST-456,ST-461
3,ST-456,ST-464
11,ST-456,ST-479
6,ST-456,ST-480
3,ST-457,ST-459
5,ST-457,ST-460
3,ST-457,ST-464
7,ST-457,ST-89
77,ST-459,ST-461
3,ST-459,ST-464
3,ST-459,ST-479
7,ST-459,ST-89
9,ST-460,ST-461
3,ST-460,ST-462
3,ST-460,ST-464
3,ST-460,ST-465
3,ST-460,ST-478
6,ST-460,ST-479
4,ST-460,ST-85
6,ST-460,ST-87
22,ST-460,ST-89
11,ST-460,ST-94
9,ST-461,ST-462
12,ST-461,ST-464
7,ST-461,ST-465
69,ST-461,ST-479
3,ST-461,ST-480
6,ST-461,ST-481
6,ST-461,ST-87
3,ST-462,ST-463
6,ST-462,ST-479
5,ST-462,ST-480
4,ST-462,ST-85
13,ST-462,ST-87
79,ST-462,ST-89
3,ST-462,ST-94
3,ST-462,ST-990
3,ST-463,ST-464
3,ST-463,ST-480
9,ST-463,ST-87
12,ST-463,ST-89
3,ST-463,ST-90
9,ST-464,ST-481
5,ST-465,ST-467
3,ST-478,ST-481
18,ST-479,ST-480
6,ST-479,ST-481
31,ST-479,ST-89
3,ST-480,ST-89
3,ST-4,ST-443
6,ST-4,ST-5
18,ST-4,ST-6
14,ST-4,ST-7
9,ST-4,ST-8
9,ST-4,ST-82
3,ST-4,ST-87
3,ST-4,ST-89
38,ST-4,ST-9
6,ST-555,ST-89
3,ST-5,ST-6
41,ST-5,ST-8
12,ST-5,ST-82
18,ST-5,ST-85
3,ST-5,ST-87
13,ST-5,ST-89
6,ST-5,ST-9
3,ST-5,ST-92
11,ST-5,ST-968
4,ST-6,ST-87
3,ST-76,ST-83
6,ST-76,ST-84
3,ST-76,ST-85
23,ST-76,ST-86
15,ST-76,ST-94
3,ST-78,ST-85
3,ST-78,ST-94
9,ST-81,ST-85
3,ST-81,ST-86
6,ST-81,ST-87
3,ST-81,ST-92
4,ST-81,ST-990
11,ST-82,ST-85
15,ST-82,ST-87
3,ST-82,ST-89
3,ST-82,ST-968
6,ST-83,ST-86
19,ST-83,ST-94
3,ST-83,ST-96
3,ST-84,ST-89
18,ST-85,ST-87
4,ST-85,ST-9
4,ST-85,ST-94
3,ST-85,ST-95
3,ST-85,ST-96
7,ST-85,ST-968
3,ST-86,ST-87
12,ST-86,ST-89
8,ST-86,ST-90
7,ST-86,ST-94
9,ST-86,ST-95
12,ST-86,ST-968
31,ST-87,ST-89
7,ST-87,ST-92
15,ST-87,ST-93
13,ST-87,ST-94
10,ST-87,ST-95
3,ST-87,ST-968
3,ST-87,ST-990
8,ST-89,ST-90
3,ST-89,ST-91
15,ST-89,ST-92
33,ST-89,ST-93
12,ST-89,ST-94
12,ST-89,ST-95
10,ST-89,ST-96
6,ST-89,ST-968
4,ST-8,ST-82
6,ST-8,ST-87
3,ST-90,ST-92
3,ST-91,ST-92
7,ST-91,ST-95
3,ST-91,ST-96
3,ST-91,ST-968
4,ST-92,ST-94
3,ST-92,ST-95
4,ST-92,ST-968
15,ST-93,ST-94
8,ST-93,ST-968
9,ST-94,ST-95
11,ST-94,ST-968
5,ST-95,ST-968
3,ST-96,ST-968
