birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
1997,F,내국인,ST-3142,ST-59,8,8,485,490
1982,M,내국인,ST-663,ST-663,11,11,660,661
1982,\N,내국인,ST-3061,ST-1699,7,8,471,488
1976,F,내국인,ST-1699,ST-3142,13,13,791,799
1978,\N,내국인,ST-1218,ST-664,11,12,714,721
1994,\N,내국인,ST-1964,ST-1733,18,18,1104,1108
2004,M,내국인,ST-417,ST-1964,14,14,867,872
1990,M,내국인,ST-3142,ST-3072,7,7,445,455
1974,M,내국인,ST-285,ST-417,17,17,1055,1062
2000,F,내국인,ST-1964,ST-2006,16,16,1003,1013
1983,M,내국인,ST-1218,ST-663,18,18,1115,1118
1979,\N,내국인,ST-2563,ST-1699,17,17,1059,1065
1988,F,내국인,ST-1699,ST-3142,18,18,1093,1103
1990,\N,내국인,ST-3142,ST-1321,12,12,723,727
1995,,내국인,ST-1218,ST-664,17,17,1024,1034
1993,M,내국인,ST-1964,ST-662,18,18,1106,1116
1978,M,내국인,ST-3072,ST-3061,11,11,688,690
1992,\N,내국인,ST-664,ST-2006,19,20,1195,1208
1989,F,내국인,ST-1964,ST-663,16,16,995,1001
1993,F,내국인,ST-306,ST-3142,9,9,558,563
\N,\N,내국인,ST-663,ST-664,17,17,1075,1079
1974,F,내국인,ST-2006,ST-2006,18,18,1101,1128
1994,M,내국인,ST-1733,ST-1964,7,7,452,455
1966,F,내국인,ST-3072,ST-59,17,18,1077,1082
1992,M,내국인,ST-3142,ST-1699,8,8,515,520
1990,M,내국인,ST-3235,ST-3072,9,9,555,565
1998,\N,내국인,ST-3204,ST-59,13,13,788,792
1994,M,내국인,ST-663,ST-1964,7,7,432,437
1986,\N,내국인,ST-285,ST-417,10,10,606,611
1967,\N,내국인,ST-1218,ST-1964,17,17,1031,1039
1969,\N,내국인,ST-664,ST-1733,7,8,477,485
1980,F,내국인,ST-664,ST-664,17,17,1059,1059
1991,\N,내국인,ST-3142,ST-59,22,23,1372,1380
1993,,내국인,ST-1699,ST-285,22,22,1326,1331
1999,M,내국인,ST-3204,ST-3142,19,19,1182,1186
1970,F,내국인,ST-285,ST-285,17,17,1034,1049
2081,F,내국인,ST-417,ST-285,16,16,979,992
1998,F,내국인,ST-285,ST-417,8,8,509,514
1994,\N,내국인,ST-306,ST-3142,16,16,990,993
1998,F,내국인,ST-3204,ST-3072,8,8,515,524
1985,F,내국인,ST-3142,ST-1321,18,18,1119,1122
2000,M,내국인,ST-1218,ST-664,20,20,1218,1226
1968,\N,내국인,ST-1218,ST-417,12,12,726,738
1984,F,내국인,ST-1964,ST-662,22,22,1355,1356
1995,F,내국인,ST-664,ST-2563,8,8,516,520
1972,M,내국인,ST-2563,ST-664,15,15,934,938
1993,F,내국인,ST-3142,ST-3072,6,6,397,407
1977,\N,내국인,ST-2006,ST-664,9,9,544,559
2006,M,내국인,ST-662,ST-663,7,7,465,474
1976,\N,내국인,ST-285,ST-417,18,18,1080,1084
1994,\N,내국인,ST-1964,ST-663,8,8,523,527
1995,M,내국인,ST-285,ST-1699,9,9,558,560
\N,F,내국인,ST-1218,ST-1964,7,7,457,463
1994,M,내국인,ST-1321,ST-3142,11,11,709,711
1980,M,내국인,ST-417,ST-664,19,19,1174,1184
1996,M,내국인,ST-285,ST-1699,8,8,501,504
1992,\N,내국인,ST-3204,ST-3204,7,7,460,460
1990,M,내국인,ST-2563,ST-285,13,13,802,811
1989,M,내국인,ST-3142,ST-417,23,23,1425,1436
2000,F,내국인,ST-1733,ST-2006,13,13,807,815
1993,\N,내국인,ST-663,ST-663,18,19,1133,1158
1983,M,내국인,ST-3061,ST-59,8,8,490,493
1984,M,내국인,ST-59,ST-1321,19,19,1156,1161
1991,F,내국인,ST-285,ST-285,17,17,1058,1058
2007,M,내국인,ST-2559,ST-1218,20,20,1237,1239
1994,M,내국인,ST-664,ST-2563,9,9,594,596
1992,\N,내국인,ST-417,ST-663,1,1,93,97
1985,\N,내국인,ST-1321,ST-3072,7,7,440,446
1955,M,내국인,ST-417,ST-664,13,13,830,837
1994,,내국인,ST-3204,ST-59,8,8,499,505
1998,M,내국인,ST-3235,ST-3072,6,6,407,415
1991,M,내국인,ST-663,ST-662,22,22,1328,1335
1995,M,내국인,ST-306,ST-3142,18,18,1130,1135
1986,M,내국인,ST-3072,ST-3204,14,14,863,871
1991,M,내국인,ST-306,ST-3072,12,12,743,751
1985,M,내국인,ST-3072,ST-59,8,8,503,507
1975,M,내국인,ST-664,ST-663,18,18,1081,1087
1968,M,내국인,ST-1964,ST-1218,7,7,463,475
1986,M,내국인,ST-306,ST-306,20,20,1241,1247
1993,M,내국인,ST-664,ST-662,21,21,1301,1307
1986,F,내국인,ST-664,ST-1733,18,18,1104,1109
1981,\N,내국인,ST-1699,ST-1699,16,16,974,993
1987,\N,내국인,ST-1218,ST-663,6,7,418,421
2000,\N,내국인,ST-664,ST-1733,16,16,963,966
1990,,내국인,ST-1321,ST-3072,5,5,320,330
1986,\N,내국인,ST-3142,ST-664,16,16,963,973
1984,M,내국인,ST-662,ST-664,18,18,1130,1136
1993,M,내국인,ST-306,ST-3235,8,8,527,532
1997,\N,내국인,ST-306,ST-3142,21,21,1291,1303
1994,\N,내국인,ST-1964,ST-417,8,8,494,502
1987,M,내국인,ST-2559,ST-1964,18,18,1105,1114
1985,\N,내국인,ST-662,ST-1964,10,10,650,655
1993,F,내국인,ST-3142,ST-3072,6,6,391,404
1986,M,내국인,ST-1733,ST-664,8,8,533,537
1997,M,내국인,ST-3072,ST-1321,18,18,1089,1098
1992,M,내국인,ST-3072,ST-3061,7,8,479,483
1996,M,내국인,ST-285,ST-1699,8,8,507,516
1977,M,내국인,ST-59,ST-1321,17,17,1044,1051
1997,F,내국인,ST-417,ST-664,18,18,1086,1094
1976,\N,내국인,ST-2559,ST-2559,22,22,1365,1365
1989,M,내국인,ST-664,ST-2563,18,18,1134,1139
1991,\N,내국인,ST-3142,ST-3204,21,21,1289,1292
1993,F,내국인,ST-3072,ST-3072,17,17,1058,1059
1999,\N,내국인,ST-1964,ST-2563,9,9,543,546
1957,\N,내국인,ST-2563,ST-664,15,15,941,948
2001,F,내국인,ST-3072,ST-3235,15,15,917,928
1950,M,내국인,ST-664,ST-1699,8,8,495,505
\N,M,내국인,ST-662,ST-664,5,5,349,356
1979,M,내국인,ST-663,ST-662,8,8,498,505
1977,\N,내국인,ST-3061,ST-3061,11,11,673,702
1977,\N,내국인,ST-2559,ST-662,3,3,191,194
1993,M,내국인,ST-285,ST-1699,8,8,532,535
1991,M,내국인,ST-3061,ST-306,18,18,1093,1101
1988,\N,내국인,ST-3142,ST-417,19,19,1175,1186
1992,M,내국인,ST-664,ST-2563,7,7,471,475
1983,\N,내국인,ST-285,ST-417,8,8,526,530
1981,F,내국인,ST-1699,ST-285,16,16,985,988
1993,M,내국인,ST-3072,ST-3204,16,17,1014,1020
\N,M,내국인,ST-2559,ST-664,9,9,551,556
1979,M,내국인,ST-1964,ST-417,19,19,1154,1163
1983,F,내국인,ST-1699,ST-664,16,16,998,1008
1994,\N,내국인,ST-664,ST-417,8,8,500,506
1967,F,내국인,ST-662,ST-662,14,14,887,889
2002,F,내국인,ST-2006,ST-2006,19,19,1144,1167
1972,M,내국인,ST-2559,ST-664,7,7,453,456
1995,F,내국인,ST-3204,ST-3142,18,18,1105,1108
1989,\N,내국인,ST-59,ST-3142,11,11,665,675
1979,\N,내국인,ST-3142,ST-3235,7,7,462,469
2002,\N,내국인,ST-306,ST-3235,8,8,505,512
1901,\N,내국인,ST-2559,ST-3142,15,15,914,936
2000,\N,내국인,ST-3072,ST-3072,22,22,1325,1325
1993,F,내국인,ST-3142,ST-417,8,9,527,542
1993,F,내국인,ST-664,ST-2563,21,21,1297,1302
1996,M,내국인,ST-59,ST-59,21,21,1317,1317
1993,F,내국인,ST-3142,ST-306,1,2,108,125
1970,F,내국인,ST-417,ST-3142,10,10,624,638
1982,M,내국인,ST-1699,ST-2559,22,22,1335,1344
1998,\N,내국인,ST-285,ST-285,23,23,1438,1439
1991,M,내국인,ST-1964,ST-1699,18,18,1093,1105
1989,F,내국인,ST-3072,ST-3142,17,17,1064,1078
\N,M,내국인,ST-663,ST-663,13,13,780,808
1996,\N,내국인,ST-59,ST-3072,13,13,795,799
\N,\N,비회원,ST-1321,ST-1321,7,7,434,434
1975,F,내국인,ST-3142,ST-1699,12,12,743,753
1975,F,내국인,ST-1218,ST-663,7,7,472,475
1991,F,내국인,ST-3142,ST-3235,21,21,1260,1265
1993,F,내국인,ST-3072,ST-3072,12,12,754,756
1996,\N,내국인,ST-3235,ST-306,22,22,1360,1370
1996,M,내국인,ST-1964,ST-663,18,18,1094,1099
2000,\N,내국인,ST-285,ST-285,18,18,1097,1098
1981,,내국인,ST-663,ST-664,6,6,403,407
2000,\N,내국인,ST-3142,ST-3204,1,1,77,81
1994,\N,내국인,ST-306,ST-3072,9,9,560,568
1995,F,내국인,ST-664,ST-1733,19,19,1153,1161
2000,,내국인,ST-664,ST-662,12,12,734,744
1998,M,내국인,ST-664,ST-2006,16,16,967,980
1998,\N,내국인,ST-1964,ST-2559,15,16,954,960
1995,\N,내국인,ST-59,ST-3142,11,11,697,708
1993,\N,내국인,ST-306,ST-306,23,23,1434,1434
1989,F,내국인,ST-664,ST-1733,19,20,1199,1203
1977,\N,내국인,ST-1964,ST-662,7,7,423,431
1991,\N,내국인,ST-306,ST-3235,21,21,1265,1270
1999,F,내국인,ST-306,ST-3142,15,16,956,960
1995,\N,내국인,ST-306,ST-3235,20,20,1203,1211
1995,F,내국인,ST-3235,ST-3142,20,20,1224,1231
1997,M,내국인,ST-306,ST-3072,7,7,451,459
\N,M,내국인,ST-1964,ST-1964,10,10,619,643
1981,M,내국인,ST-3072,ST-3142,17,17,1026,1037
\N,M,내국인,ST-3204,ST-3142,18,18,1104,1108
\N,F,내국인,ST-3072,ST-306,21,21,1261,1271
1989,M,내국인,ST-1964,ST-1218,7,8,477,483
1996,\N,내국인,ST-306,ST-306,21,21,1278,1299
\N,M,내국인,ST-1964,ST-662,18,18,1092,1099
1991,\N,내국인,ST-3204,ST-59,7,7,470,474
1969,M,내국인,ST-1964,ST-662,14,14,844,853
1998,\N,내국인,ST-1218,ST-1964,8,8,494,499
1994,M,내국인,ST-663,ST-1964,7,7,438,442
1997,F,내국인,ST-59,ST-3072,16,16,982,1002
1993,\N,내국인,ST-3072,ST-3142,21,22,1315,1327
1993,F,내국인,ST-2563,ST-664,13,13,791,797
1972,M,내국인,ST-664,ST-2563,7,7,469,474
1994,M,내국인,ST-663,ST-1964,7,7,438,442
\N,F,내국인,ST-59,ST-3204,20,20,1254,1259
1972,\N,내국인,ST-664,ST-2563,8,8,522,524
1973,M,내국인,ST-663,ST-662,17,17,1050,1057
2000,M,내국인,ST-285,ST-417,23,23,1385,1396
1990,M,내국인,ST-3061,ST-59,8,8,514,515
1966,M,내국인,ST-1218,ST-663,18,18,1116,1119
1974,M,내국인,ST-3061,ST-3142,17,17,1035,1047
1994,M,내국인,ST-285,ST-664,20,20,1224,1232
1995,M,내국인,ST-2563,ST-663,7,7,444,448
1999,\N,내국인,ST-664,ST-663,19,19,1142,1150
1996,F,내국인,ST-306,ST-3235,17,17,1023,1027
1994,F,내국인,ST-663,ST-664,6,6,400,404
1986,M,내국인,ST-1733,ST-663,11,11,689,694
1994,M,내국인,ST-664,ST-2563,10,10,636,640
1971,M,내국인,ST-285,ST-1699,8,8,522,526
1988,M,내국인,ST-664,ST-417,7,7,460,465
1997,\N,내국인,ST-417,ST-1964,8,8,533,539
1998,M,내국인,ST-3235,ST-3072,6,6,403,415
1994,F,내국인,ST-3204,ST-1699,7,7,436,446
1989,M,내국인,ST-1218,ST-1964,15,15,932,936
1989,\N,내국인,ST-59,ST-1321,23,23,1394,1398
1976,M,내국인,ST-1218,ST-1699,9,9,548,562
1982,M,내국인,ST-1699,ST-3142,18,18,1087,1091
1975,M,내국인,ST-1699,ST-417,18,18,1127,1135
1990,\N,내국인,ST-59,ST-3072,7,7,446,449
1901,\N,내국인,ST-417,ST-417,18,18,1105,1105
1989,\N,내국인,ST-59,ST-3204,11,11,661,667
1992,M,내국인,ST-3235,ST-3142,19,19,1187,1195
1989,M,내국인,ST-1218,ST-1964,17,17,1042,1047
2006,M,내국인,ST-2563,ST-663,7,8,476,480
1998,F,내국인,ST-417,ST-664,17,17,1068,1076
1992,M,내국인,ST-417,ST-664,18,18,1103,1108
1997,M,내국인,ST-1964,ST-1733,20,20,1201,1204
1992,M,내국인,ST-1321,ST-3072,7,7,449,455
1995,M,내국인,ST-59,ST-3142,17,17,1044,1053
1996,\N,내국인,ST-1733,ST-1218,19,19,1172,1175
1993,\N,내국인,ST-2563,ST-1699,8,8,519,526
1977,M,내국인,ST-3142,ST-59,7,7,451,458
2008,M,내국인,ST-1733,ST-663,20,20,1220,1223
2005,\N,내국인,ST-663,ST-1964,13,13,782,788
1983,M,내국인,ST-663,ST-1218,8,8,518,523
\N,F,내국인,ST-1321,ST-3142,5,6,358,361
1984,F,내국인,ST-662,ST-1964,17,17,1030,1038
1975,F,내국인,ST-664,ST-664,8,8,500,500
1994,M,내국인,ST-663,ST-1964,7,7,437,441
1971,M,내국인,ST-3204,ST-59,8,8,499,505
1998,M,내국인,ST-662,ST-664,14,14,852,859
1991,M,내국인,ST-3204,ST-3072,7,7,443,452
2003,M,내국인,ST-2559,ST-1964,7,7,464,467
1974,\N,내국인,ST-664,ST-664,15,15,933,945
1995,M,내국인,ST-1699,ST-1699,15,15,923,930
1994,\N,내국인,ST-663,ST-2559,22,22,1324,1330
\N,F,내국인,ST-2563,ST-664,17,17,1070,1076
1967,F,내국인,ST-3235,ST-3235,8,8,505,506
1999,F,내국인,ST-664,ST-2563,12,13,777,781
1993,\N,내국인,ST-285,ST-417,9,9,588,593
2001,\N,내국인,ST-3142,ST-664,21,22,1308,1320
1983,M,내국인,ST-59,ST-59,7,7,437,438
2006,M,내국인,ST-662,ST-2559,23,23,1409,1416
1999,M,내국인,ST-663,ST-1964,19,19,1177,1183
1983,\N,내국인,ST-285,ST-417,11,12,711,736
1997,\N,내국인,ST-417,ST-417,18,18,1102,1102
2006,M,내국인,ST-664,ST-664,19,19,1174,1175
1968,F,내국인,ST-417,ST-3142,18,18,1084,1096
1990,\N,내국인,ST-1964,ST-1699,8,8,521,527
1986,F,내국인,ST-1964,ST-1964,8,8,517,517
1996,,내국인,ST-1964,ST-1964,1,1,60,61
1988,\N,내국인,ST-664,ST-1733,13,13,782,788
1984,M,내국인,ST-3142,ST-3204,0,0,1,3
1983,F,내국인,ST-664,ST-2006,14,14,849,862
1993,\N,내국인,ST-664,ST-662,16,16,962,972
\N,F,내국인,ST-3204,ST-1699,12,12,738,746
1991,M,내국인,ST-2559,ST-1964,7,7,438,442
1996,F,내국인,ST-1699,ST-2006,17,18,1074,1086
1976,F,내국인,ST-2563,ST-664,12,12,735,740
2008,M,내국인,ST-664,ST-1218,15,16,954,965
1978,M,내국인,ST-662,ST-664,18,18,1121,1127
1998,M,내국인,ST-417,ST-417,15,15,919,920
1997,M,내국인,ST-1964,ST-1964,17,18,1060,1085
1981,M,내국인,ST-662,ST-1964,13,13,785,791
1992,M,내국인,ST-1964,ST-1733,6,6,394,396
1963,M,내국인,ST-306,ST-1699,8,8,498,509
1996,M,내국인,ST-3072,ST-1321,19,20,1199,1208
1999,\N,내국인,ST-1699,ST-1964,17,17,1030,1049
1988,M,내국인,ST-3061,ST-59,7,7,464,466
1998,\N,내국인,ST-59,ST-1321,17,17,1025,1030
1996,M,내국인,ST-2559,ST-664,19,19,1163,1168
1986,M,내국인,ST-1733,ST-664,8,9,536,540
1979,M,내국인,ST-663,ST-662,7,7,459,467
1977,M,내국인,ST-3072,ST-59,12,12,757,760
1996,M,내국인,ST-306,ST-3072,7,7,466,474
1996,F,내국인,ST-3204,ST-59,6,6,408,413
1960,M,내국인,ST-1733,ST-664,19,19,1147,1151
1983,M,내국인,ST-664,ST-2563,11,11,679,685
1970,M,내국인,ST-1699,ST-664,18,18,1095,1103
1994,\N,내국인,ST-1964,ST-285,10,11,648,660
1984,\N,내국인,ST-1733,ST-2559,10,10,643,648
1993,\N,내국인,ST-306,ST-3142,20,20,1213,1219
1958,M,내국인,ST-664,ST-2006,16,16,975,991
1980,M,내국인,ST-664,ST-2559,18,18,1128,1134
1996,M,내국인,ST-3235,ST-306,17,17,1064,1073
1992,\N,내국인,ST-1321,ST-3072,7,7,464,472
1993,M,내국인,ST-662,ST-664,5,6,357,364
1993,F,내국인,ST-662,ST-664,17,17,1024,1033
\N,M,내국인,ST-662,ST-662,21,21,1264,1277
1981,M,내국인,ST-1699,ST-1699,11,12,718,726
2003,M,내국인,ST-664,ST-2006,23,23,1414,1424
1984,M,내국인,ST-3072,ST-3072,16,16,976,977
1999,\N,내국인,ST-417,ST-1699,19,19,1172,1178
1979,\N,내국인,ST-2559,ST-664,5,5,343,347
1996,M,내국인,ST-3072,ST-306,17,17,1050,1059
2005,M,내국인,ST-1964,ST-1733,10,10,629,633
2003,M,내국인,ST-3204,ST-3204,16,16,994,995
1984,M,내국인,ST-1321,ST-285,18,18,1113,1125
\N,M,내국인,ST-664,ST-1699,7,7,445,452
1997,\N,내국인,ST-663,ST-2559,19,20,1195,1200
1991,M,내국인,ST-664,ST-2559,18,18,1130,1134
1982,F,내국인,ST-1964,ST-417,9,9,547,553
1973,M,내국인,ST-3072,ST-3072,18,18,1098,1099
2000,\N,내국인,ST-417,ST-285,11,11,684,688
2010,M,내국인,ST-662,ST-664,10,10,650,655
1996,M,내국인,ST-1321,ST-59,12,13,779,785
2002,F,내국인,ST-1218,ST-1218,22,22,1332,1335
1969,M,내국인,ST-663,ST-1964,7,7,436,439
1984,\N,내국인,ST-664,ST-663,19,19,1193,1199
1979,F,내국인,ST-664,ST-664,18,18,1139,1139
1992,F,내국인,ST-1321,ST-3142,12,12,750,753
1993,F,내국인,ST-3142,ST-3142,16,16,1018,1018
1994,\N,내국인,ST-1964,ST-663,8,8,519,525
1992,\N,내국인,ST-663,ST-2559,1,1,114,119
1987,M,내국인,ST-3072,ST-3142,17,17,1068,1077
1999,F,내국인,ST-3235,ST-3072,9,9,544,557
1985,\N,내국인,ST-1964,ST-662,23,23,1388,1412
\N,M,내국인,ST-664,ST-1699,9,9,583,590
1992,\N,내국인,ST-417,ST-417,22,22,1338,1348
1981,\N,내국인,ST-417,ST-1964,21,22,1306,1327
\N,F,내국인,ST-1699,ST-285,16,16,994,1005
\N,F,내국인,ST-3142,ST-3142,11,12,718,729
\N,M,내국인,ST-2563,ST-664,9,9,590,595
1985,M,내국인,ST-664,ST-664,3,3,222,223
1991,M,내국인,ST-3072,ST-3204,17,17,1044,1051
1987,\N,내국인,ST-664,ST-2563,6,6,403,408
1983,M,내국인,ST-285,ST-1699,9,9,553,556
1994,M,내국인,ST-3142,ST-59,8,9,536,545
1972,M,내국인,ST-664,ST-2563,7,7,466,471
1989,M,내국인,ST-664,ST-2563,12,12,722,725
2002,M,내국인,ST-664,ST-2006,17,17,1051,1062
1995,M,내국인,ST-664,ST-2563,19,19,1167,1172
1993,\N,내국인,ST-3142,ST-306,17,17,1046,1049
\N,M,내국인,ST-1964,ST-417,20,20,1204,1212
1960,\N,내국인,ST-59,ST-3061,13,13,783,798
1992,M,내국인,ST-59,ST-59,16,16,1000,1001
1997,M,내국인,ST-1733,ST-417,16,17,1011,1023
1991,F,내국인,ST-3204,ST-3142,19,19,1177,1180
2002,F,내국인,ST-59,ST-3142,13,13,820,829
1988,M,내국인,ST-3061,ST-3072,7,7,465,467
1985,M,내국인,ST-59,ST-3142,17,17,1034,1041
1991,M,내국인,ST-662,ST-1964,7,7,431,436
1982,F,내국인,ST-664,ST-285,13,14,832,841
1994,M,내국인,ST-664,ST-2559,13,13,792,796
2006,F,내국인,ST-417,ST-2563,1,1,117,119
2007,M,내국인,ST-663,ST-2559,15,15,906,911
2000,\N,내국인,ST-285,ST-664,16,16,988,1000
1964,\N,내국인,ST-664,ST-664,20,20,1251,1251
1993,F,내국인,ST-664,ST-2563,8,8,517,521
1997,\N,내국인,ST-2559,ST-1964,14,14,884,888
1985,M,내국인,ST-59,ST-3142,17,17,1027,1032
1997,F,내국인,ST-306,ST-3142,20,20,1210,1216
\N,F,내국인,ST-2563,ST-664,16,16,994,999
1998,\N,내국인,ST-1964,ST-664,2,2,149,153
1985,\N,내국인,ST-3142,ST-3142,18,18,1095,1095
1982,M,내국인,ST-3061,ST-59,11,11,714,718
1994,,내국인,ST-1699,ST-1699,19,20,1198,1217
1996,M,내국인,ST-306,ST-306,16,16,979,979
1983,M,내국인,ST-1218,ST-663,19,19,1174,1177
1997,M,내국인,ST-3142,ST-3204,17,17,1074,1078
1978,M,내국인,ST-2563,ST-2563,20,20,1250,1255
\N,F,내국인,ST-2563,ST-1964,16,16,1013,1017
1973,M,내국인,ST-2006,ST-664,7,7,462,475
1974,F,내국인,ST-662,ST-662,18,18,1130,1130
1999,M,내국인,ST-1218,ST-664,20,21,1256,1262
1989,\N,내국인,ST-3142,ST-3061,7,8,478,486
1994,\N,내국인,ST-3235,ST-306,8,8,486,491
1970,F,내국인,ST-1964,ST-662,3,3,205,212
1996,M,내국인,ST-3072,ST-3142,19,19,1145,1159
