birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
1991,M,내국인,ST-2703,ST-2703,20,20,1240,1258
1999,M,내국인,ST-604,ST-1474,21,21,1282,1289
1990,M,내국인,ST-2067,ST-603,18,18,1120,1133
\N,\N,내국인,ST-604,ST-2081,13,13,812,815
1997,M,내국인,ST-2081,ST-3060,18,19,1135,1141
2000,M,내국인,ST-2081,ST-604,22,22,1345,1348
\N,F,내국인,ST-1474,ST-1349,10,10,625,637
2000,\N,내국인,ST-1474,ST-2081,9,10,593,608
2000,F,내국인,ST-2081,ST-604,13,13,811,813
1997,\N,내국인,ST-2081,ST-2080,7,8,479,483
2000,F,내국인,ST-2703,ST-735,8,8,526,536
2000,\N,내국인,ST-2081,ST-1474,13,13,783,795
1991,,내국인,ST-1123,ST-2067,21,21,1270,1274
\N,M,내국인,ST-2896,ST-2067,18,18,1097,1113
2001,\N,내국인,ST-603,ST-964,8,8,527,535
1986,\N,내국인,ST-603,ST-1349,10,10,625,632
2001,F,내국인,ST-2081,ST-2896,21,22,1317,1335
2001,F,내국인,ST-735,ST-2081,21,21,1270,1279
1992,M,내국인,ST-2067,ST-2896,19,19,1183,1187
2001,F,내국인,ST-603,ST-1474,21,21,1262,1267
1971,M,내국인,ST-2068,ST-1474,8,8,506,521
1982,F,내국인,ST-1474,ST-1123,12,12,751,775
2005,M,내국인,ST-2896,ST-3060,22,22,1366,1372
\N,M,내국인,ST-2081,ST-735,19,19,1147,1152
2001,F,내국인,ST-3060,ST-1474,19,19,1151,1159
1995,F,내국인,ST-3060,ST-2081,8,8,532,539
\N,M,내국인,ST-604,ST-2896,2,2,128,142
1999,M,내국인,ST-2081,ST-2080,14,14,884,889
2001,\N,내국인,ST-2067,ST-2080,12,12,765,777
2000,M,내국인,ST-2081,ST-604,9,9,590,592
2004,M,내국인,ST-2896,ST-2081,17,18,1075,1082
2004,M,내국인,ST-2081,ST-3060,17,18,1070,1092
2001,,내국인,ST-735,ST-2068,23,23,1382,1388
1998,\N,내국인,ST-2081,ST-3060,22,22,1325,1330
1967,F,내국인,ST-1123,ST-735,18,18,1134,1138
2002,M,내국인,ST-604,ST-2067,20,20,1239,1244
2002,F,내국인,ST-1349,ST-603,15,15,948,952
