birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
1994,\N,내국인,ST-68,ST-62,18,18,1119,1130
1999,M,내국인,ST-68,ST-73,20,20,1213,1226
\N,M,내국인,ST-55,ST-307,18,18,1086,1098
1997,F,내국인,ST-73,ST-72,15,15,910,921
1991,\N,내국인,ST-47,ST-73,18,18,1097,1100
1975,\N,내국인,ST-73,ST-47,8,8,514,520
1992,F,내국인,ST-63,ST-51,9,9,550,556
1991,M,내국인,ST-307,ST-63,7,7,458,463
1982,M,내국인,ST-62,ST-307,21,21,1305,1313
\N,\N,비회원,ST-73,ST-73,23,23,1416,1417
1983,F,내국인,ST-2814,ST-66,8,8,502,508
1973,M,내국인,ST-67,ST-73,7,7,447,452
1971,F,내국인,ST-47,ST-73,16,16,969,974
1986,M,내국인,ST-307,ST-62,7,7,459,464
1974,F,내국인,ST-2814,ST-2814,14,14,851,854
2000,F,내국인,ST-51,ST-66,16,16,974,991
1982,M,내국인,ST-66,ST-67,19,19,1184,1192
1995,M,내국인,ST-72,ST-62,0,0,24,25
1992,\N,내국인,ST-2814,ST-70,19,19,1157,1161
1990,\N,내국인,ST-47,ST-51,17,17,1028,1031
1991,\N,내국인,ST-73,ST-307,23,23,1387,1404
1974,,내국인,ST-68,ST-71,17,17,1052,1061
1991,F,내국인,ST-62,ST-71,18,18,1097,1101
1972,\N,내국인,ST-2814,ST-62,13,14,831,842
1971,M,내국인,ST-51,ST-47,8,8,533,537
1972,M,내국인,ST-73,ST-73,8,8,492,492
1968,\N,내국인,ST-72,ST-307,14,14,873,876
1971,F,내국인,ST-64,ST-67,0,0,21,23
1998,\N,내국인,ST-70,ST-62,18,18,1085,1090
1986,F,내국인,ST-71,ST-68,6,6,382,388
1970,\N,내국인,ST-72,ST-72,8,8,503,503
1980,M,내국인,ST-73,ST-64,20,20,1221,1224
1994,M,내국인,ST-47,ST-47,17,17,1038,1039
1987,F,내국인,ST-73,ST-47,7,7,445,450
1994,F,내국인,ST-70,ST-307,22,22,1341,1348
1993,M,내국인,ST-307,ST-62,8,8,497,503
\N,M,내국인,ST-71,ST-67,23,23,1418,1424
1956,\N,내국인,ST-71,ST-73,17,18,1064,1084
2005,M,내국인,ST-64,ST-68,16,16,1004,1019
1980,M,내국인,ST-2814,ST-2814,16,16,991,1006
1991,M,내국인,ST-64,ST-2814,8,8,492,495
1997,\N,내국인,ST-2813,ST-71,7,7,421,425
1958,M,내국인,ST-73,ST-47,7,7,467,472
1994,M,내국인,ST-51,ST-66,18,19,1130,1146
1983,M,내국인,ST-73,ST-70,18,18,1088,1098
1982,M,내국인,ST-307,ST-68,8,8,486,492
\N,F,내국인,ST-70,ST-70,11,11,699,699
1989,M,내국인,ST-62,ST-66,13,13,812,815
2004,M,내국인,ST-73,ST-55,16,16,995,1002
1972,,내국인,ST-71,ST-307,19,19,1148,1152
1981,M,내국인,ST-70,ST-67,19,19,1170,1179
1996,M,내국인,ST-67,ST-47,19,19,1185,1196
1995,M,내국인,ST-47,ST-55,12,12,758,765
1986,\N,내국인,ST-2814,ST-70,11,11,698,704
\N,\N,비회원,ST-73,ST-73,16,16,976,977
2000,\N,내국인,ST-66,ST-66,13,13,784,809
1989,F,내국인,ST-72,ST-68,7,7,462,470
1974,M,내국인,ST-307,ST-51,8,9,537,551
1990,M,내국인,ST-62,ST-51,19,19,1144,1154
1983,F,내국인,ST-2814,ST-66,8,8,502,509
1975,M,내국인,ST-51,ST-73,8,8,490,499
1998,\N,내국인,ST-62,ST-68,11,11,706,713
1940,M,내국인,ST-68,ST-70,17,17,1061,1068
1985,\N,내국인,ST-73,ST-47,7,7,445,449
1994,\N,내국인,ST-67,ST-71,18,18,1118,1123
2007,M,내국인,ST-68,ST-64,7,7,473,477
\N,F,내국인,ST-307,ST-68,8,8,523,531
2002,M,내국인,ST-2813,ST-63,14,14,850,856
1995,M,내국인,ST-55,ST-70,18,18,1134,1138
1973,\N,내국인,ST-62,ST-307,17,17,1055,1060
1987,M,내국인,ST-307,ST-62,11,11,675,679
1987,M,내국인,ST-2814,ST-2814,11,11,676,676
1977,M,내국인,ST-68,ST-72,19,19,1182,1188
1978,F,내국인,ST-64,ST-47,7,7,467,475
\N,\N,내국인,ST-307,ST-2813,20,20,1217,1223
1993,M,내국인,ST-2814,ST-73,20,20,1204,1214
\N,M,내국인,ST-72,ST-66,7,7,436,440
1996,M,내국인,ST-72,ST-307,18,18,1111,1115
1973,\N,내국인,ST-307,ST-66,7,7,434,445
2000,,내국인,ST-73,ST-67,17,17,1045,1049
1995,F,내국인,ST-307,ST-68,6,6,378,385
2004,M,내국인,ST-70,ST-55,13,13,808,812
1981,F,내국인,ST-307,ST-68,9,9,574,583
1984,M,내국인,ST-73,ST-73,18,18,1101,1128
1992,\N,내국인,ST-68,ST-71,18,18,1087,1092
1980,M,내국인,ST-73,ST-2814,7,7,471,477
1961,F,내국인,ST-73,ST-67,14,14,875,883
1991,\N,내국인,ST-67,ST-73,9,9,563,568
\N,F,내국인,ST-63,ST-307,1,1,94,98
1997,\N,내국인,ST-2813,ST-71,8,8,502,505
1982,M,내국인,ST-2814,ST-73,18,18,1087,1093
2004,M,내국인,ST-55,ST-307,15,15,906,919
2001,\N,내국인,ST-64,ST-2814,11,11,702,707
1964,M,내국인,ST-55,ST-307,18,18,1083,1094
1968,M,내국인,ST-66,ST-66,23,0,1431,17
1980,M,내국인,ST-2814,ST-73,17,17,1057,1065
1981,M,내국인,ST-66,ST-67,9,9,588,593
1983,M,내국인,ST-68,ST-62,7,7,458,465
1989,F,내국인,ST-64,ST-73,12,12,721,724
2003,M,내국인,ST-307,ST-62,16,16,1010,1016
1989,F,내국인,ST-47,ST-51,20,20,1202,1204
1993,F,내국인,ST-70,ST-55,7,7,449,455
1971,M,내국인,ST-66,ST-67,17,17,1025,1031
1986,M,내국인,ST-68,ST-71,19,19,1155,1160
1998,,내국인,ST-63,ST-63,12,12,734,746
1961,F,내국인,ST-73,ST-73,14,14,859,859
1994,M,내국인,ST-64,ST-66,9,9,568,572
1993,F,내국인,ST-55,ST-55,17,17,1065,1065
2006,M,내국인,ST-67,ST-2814,19,19,1171,1174
1980,M,내국인,ST-51,ST-47,9,9,575,580
1977,M,내국인,ST-73,ST-70,17,17,1064,1074
1973,\N,내국인,ST-62,ST-307,17,17,1056,1063
1993,M,내국인,ST-47,ST-51,19,19,1146,1149
1978,\N,내국인,ST-70,ST-2813,12,12,748,751
1994,M,내국인,ST-71,ST-2814,19,19,1167,1175
1991,\N,내국인,ST-2814,ST-66,11,11,698,706
\N,\N,비회원,ST-55,ST-51,12,12,735,752
1996,M,내국인,ST-67,ST-73,6,6,382,385
1983,M,내국인,ST-2814,ST-67,19,19,1196,1198
1984,M,내국인,ST-73,ST-73,10,10,604,629
2004,F,내국인,ST-70,ST-73,19,19,1142,1152
1973,M,내국인,ST-70,ST-2814,21,21,1296,1300
\N,\N,내국인,ST-73,ST-66,14,14,859,863
1995,\N,내국인,ST-68,ST-71,18,18,1116,1120
1989,\N,내국인,ST-71,ST-68,18,18,1127,1134
1999,\N,내국인,ST-62,ST-307,11,11,660,670
1981,F,내국인,ST-47,ST-73,18,18,1092,1098
\N,M,내국인,ST-51,ST-51,17,17,1044,1048
1992,\N,내국인,ST-73,ST-47,10,10,639,642
1982,M,내국인,ST-67,ST-73,18,18,1115,1119
1994,M,내국인,ST-307,ST-62,8,8,498,504
1980,M,내국인,ST-51,ST-47,8,8,499,503
1980,M,내국인,ST-51,ST-47,8,8,498,503
1972,M,내국인,ST-68,ST-71,18,18,1085,1091
2003,M,내국인,ST-73,ST-73,21,21,1319,1319
1999,\N,내국인,ST-73,ST-73,15,16,957,962
1941,M,내국인,ST-68,ST-307,16,17,1013,1020
1978,\N,내국인,ST-62,ST-66,8,8,532,534
1999,\N,내국인,ST-62,ST-62,23,23,1424,1424
1985,M,내국인,ST-2814,ST-71,17,17,1036,1051
2002,M,내국인,ST-63,ST-73,0,0,0,9
1983,M,내국인,ST-68,ST-71,9,9,564,569
1965,M,내국인,ST-66,ST-55,16,16,968,971
1965,M,내국인,ST-73,ST-73,8,8,535,535
1984,M,내국인,ST-70,ST-73,13,13,803,809
1990,M,내국인,ST-73,ST-47,16,16,961,965
1982,M,내국인,ST-66,ST-67,13,13,811,816
1991,M,내국인,ST-47,ST-73,18,18,1095,1100
1987,M,내국인,ST-2814,ST-70,11,11,688,693
1980,F,내국인,ST-67,ST-67,13,13,791,816
1989,\N,내국인,ST-47,ST-62,14,14,857,863
1998,\N,내국인,ST-2814,ST-2814,12,12,726,726
1988,\N,내국인,ST-67,ST-68,12,12,763,768
1998,\N,내국인,ST-55,ST-70,11,11,712,717
2000,F,내국인,ST-71,ST-55,18,18,1100,1109
1973,M,내국인,ST-66,ST-62,18,18,1086,1090
1989,M,내국인,ST-72,ST-72,18,18,1130,1131
\N,\N,내국인,ST-62,ST-70,16,16,977,983
\N,F,내국인,ST-72,ST-72,0,0,5,5
1982,M,내국인,ST-307,ST-307,5,5,339,339
1994,M,내국인,ST-47,ST-47,18,18,1082,1083
2002,\N,내국인,ST-55,ST-70,14,14,884,895
1995,\N,내국인,ST-62,ST-70,5,5,347,351
1995,\N,내국인,ST-62,ST-55,12,13,776,795
1977,M,내국인,ST-67,ST-307,8,9,536,547
1996,M,내국인,ST-73,ST-73,16,16,1013,1016
1972,F,내국인,ST-71,ST-68,18,18,1121,1129
1970,\N,내국인,ST-2813,ST-68,21,21,1304,1306
2006,M,내국인,ST-71,ST-67,19,19,1144,1150
1993,\N,내국인,ST-62,ST-55,11,11,713,717
1994,F,내국인,ST-66,ST-63,5,6,356,360
1991,F,내국인,ST-62,ST-307,17,18,1072,1081
1982,M,내국인,ST-66,ST-72,17,17,1029,1032
1967,\N,내국인,ST-307,ST-307,14,14,865,893
1982,\N,내국인,ST-51,ST-66,8,8,487,496
1998,F,내국인,ST-70,ST-66,16,16,972,974
1983,M,내국인,ST-66,ST-66,22,22,1370,1370
1985,M,내국인,ST-51,ST-70,18,18,1126,1137
1968,M,내국인,ST-63,ST-70,9,9,585,590
1990,M,내국인,ST-2813,ST-71,22,22,1365,1370
1976,\N,내국인,ST-62,ST-66,8,9,539,549
1978,\N,내국인,ST-68,ST-307,9,9,569,575
1994,M,내국인,ST-307,ST-62,8,8,506,512
1994,M,내국인,ST-55,ST-70,13,13,797,804
1994,F,내국인,ST-63,ST-307,19,20,1192,1213
1969,\N,내국인,ST-71,ST-2814,8,8,484,490
1996,M,내국인,ST-62,ST-62,17,17,1060,1061
1988,M,내국인,ST-307,ST-63,7,7,467,471
1972,F,내국인,ST-307,ST-66,19,19,1149,1160
1961,M,내국인,ST-51,ST-51,19,19,1163,1167
1997,\N,내국인,ST-68,ST-68,22,22,1347,1348
1982,M,내국인,ST-66,ST-68,22,22,1346,1351
2001,F,내국인,ST-73,ST-73,19,19,1189,1191
1984,F,내국인,ST-2813,ST-71,15,15,916,919
1994,F,내국인,ST-66,ST-66,18,18,1091,1092
1977,M,내국인,ST-73,ST-2814,7,7,468,475
1995,M,내국인,ST-51,ST-47,15,15,948,954
1993,M,내국인,ST-307,ST-68,8,8,527,532
1980,M,내국인,ST-2814,ST-2814,14,14,864,894
1993,F,내국인,ST-72,ST-66,19,19,1170,1174
1947,M,내국인,ST-62,ST-55,14,14,874,877
\N,M,내국인,ST-2814,ST-70,11,11,681,686
1987,\N,내국인,ST-64,ST-64,10,10,615,632
1957,M,내국인,ST-62,ST-66,11,11,712,716
1975,\N,내국인,ST-68,ST-66,14,14,888,895
1981,F,내국인,ST-68,ST-71,8,8,486,492
2006,M,내국인,ST-73,ST-70,18,18,1095,1103
1959,\N,내국인,ST-73,ST-73,16,17,1015,1041
1982,F,내국인,ST-72,ST-70,9,9,549,551
1982,M,내국인,ST-70,ST-73,18,18,1096,1103
1969,M,내국인,ST-70,ST-2814,21,21,1278,1282
1981,M,내국인,ST-67,ST-66,17,17,1033,1038
\N,M,내국인,ST-62,ST-307,18,18,1096,1102
1998,F,내국인,ST-307,ST-70,15,15,950,957
1990,M,내국인,ST-63,ST-63,18,18,1104,1105
1981,M,내국인,ST-47,ST-47,19,19,1173,1184
1957,M,내국인,ST-307,ST-72,17,17,1025,1031
1988,M,내국인,ST-66,ST-71,11,12,697,726
2000,M,내국인,ST-73,ST-2814,8,9,539,553
2000,\N,내국인,ST-73,ST-73,15,15,932,933
1958,M,내국인,ST-73,ST-73,21,21,1274,1288
1985,M,내국인,ST-2813,ST-68,8,8,524,527
1998,\N,내국인,ST-51,ST-47,14,14,853,858
1983,F,내국인,ST-62,ST-66,16,16,982,985
\N,F,내국인,ST-67,ST-71,18,18,1093,1111
1999,F,내국인,ST-64,ST-2814,8,8,528,533
2002,M,내국인,ST-70,ST-71,10,10,637,639
2092,F,내국인,ST-73,ST-47,8,8,526,531
1995,F,내국인,ST-55,ST-63,8,8,533,537
1969,M,내국인,ST-62,ST-62,15,16,951,962
1968,M,내국인,ST-67,ST-2814,20,20,1227,1229
1996,M,내국인,ST-307,ST-72,8,8,527,530
1987,M,내국인,ST-2814,ST-70,10,10,646,653
1996,M,내국인,ST-73,ST-63,21,21,1305,1314
\N,F,내국인,ST-64,ST-70,19,20,1198,1204
1980,M,내국인,ST-72,ST-2814,7,7,459,465
1993,F,내국인,ST-73,ST-47,8,8,515,519
1974,F,내국인,ST-2814,ST-73,17,17,1062,1073
1980,\N,내국인,ST-64,ST-68,20,21,1258,1262
1996,\N,내국인,ST-68,ST-70,9,9,555,561
2003,M,내국인,ST-62,ST-66,0,0,6,17
1993,F,내국인,ST-73,ST-47,8,8,513,519
2006,M,내국인,ST-62,ST-68,9,9,559,566
1991,F,내국인,ST-70,ST-73,8,8,527,534
1998,\N,내국인,ST-64,ST-2814,8,8,494,498
1982,M,내국인,ST-71,ST-2813,20,20,1209,1212
1982,\N,내국인,ST-62,ST-62,17,17,1059,1064
1981,M,내국인,ST-67,ST-73,7,7,429,435
1980,M,내국인,ST-67,ST-73,8,8,499,503
1978,\N,내국인,ST-70,ST-2814,12,12,725,735
1967,M,내국인,ST-71,ST-68,14,15,880,902
2006,M,내국인,ST-70,ST-64,18,18,1083,1087
2002,F,내국인,ST-73,ST-73,0,0,12,13
1993,M,내국인,ST-2814,ST-55,7,7,456,465
1995,F,내국인,ST-66,ST-67,17,18,1078,1088
1992,M,내국인,ST-2814,ST-73,18,18,1091,1098
1982,M,내국인,ST-2814,ST-70,8,9,538,545
1964,M,내국인,ST-72,ST-66,18,18,1127,1131
1996,M,내국인,ST-71,ST-307,16,16,992,996
1998,\N,내국인,ST-68,ST-307,18,18,1092,1100
1982,,내국인,ST-73,ST-47,7,7,465,469
1982,M,내국인,ST-66,ST-63,10,10,614,617
1988,M,내국인,ST-70,ST-307,19,19,1155,1166
1970,M,내국인,ST-51,ST-51,7,7,461,461
2002,M,내국인,ST-70,ST-71,14,14,860,861
1974,M,내국인,ST-68,ST-71,9,9,588,592
1968,M,내국인,ST-62,ST-68,6,6,406,414
1995,M,내국인,ST-73,ST-47,10,10,605,610
1982,M,내국인,ST-47,ST-51,9,9,573,577
1970,\N,내국인,ST-55,ST-47,10,10,641,646
\N,M,내국인,ST-66,ST-64,18,18,1098,1103
1993,F,내국인,ST-55,ST-66,12,12,720,723
1999,\N,내국인,ST-63,ST-68,17,17,1052,1060
1983,M,내국인,ST-307,ST-68,8,8,505,513
1991,M,내국인,ST-64,ST-2814,8,8,491,495
1979,\N,내국인,ST-73,ST-73,23,23,1388,1403
1995,F,내국인,ST-307,ST-55,11,11,700,710
1996,\N,내국인,ST-51,ST-66,18,18,1084,1091
1978,\N,내국인,ST-62,ST-66,8,8,534,537
1972,M,내국인,ST-51,ST-47,17,17,1050,1065
1978,M,내국인,ST-2813,ST-2814,13,13,789,792
1982,M,내국인,ST-72,ST-307,17,17,1057,1064
1982,M,내국인,ST-70,ST-68,13,13,786,791
1974,M,내국인,ST-307,ST-66,7,8,478,486
1975,M,내국인,ST-307,ST-47,7,7,430,447
2001,F,내국인,ST-73,ST-73,2,2,164,165
1997,M,내국인,ST-307,ST-63,18,18,1116,1122
1973,M,내국인,ST-307,ST-71,12,12,729,741
1992,F,내국인,ST-72,ST-307,17,17,1059,1064
1989,M,내국인,ST-63,ST-51,12,12,756,775
\N,M,내국인,ST-72,ST-66,7,7,450,453
1969,M,내국인,ST-55,ST-55,17,17,1031,1056
1991,\N,내국인,ST-307,ST-55,7,7,440,450
2005,M,내국인,ST-73,ST-70,23,23,1414,1429
1994,M,내국인,ST-67,ST-47,18,18,1111,1120
\N,F,내국인,ST-307,ST-68,8,8,493,501
1982,M,내국인,ST-67,ST-71,7,7,442,447
1969,M,내국인,ST-66,ST-66,17,18,1078,1080
1983,M,내국인,ST-71,ST-307,19,19,1142,1146
1994,\N,내국인,ST-307,ST-72,8,9,538,544
1940,M,내국인,ST-70,ST-68,22,22,1332,1335
1997,F,내국인,ST-307,ST-307,15,15,907,932
1996,M,내국인,ST-72,ST-307,22,22,1339,1342
1981,M,내국인,ST-47,ST-51,18,18,1100,1104
1991,\N,내국인,ST-68,ST-62,18,18,1093,1100
1998,,내국인,ST-307,ST-71,18,18,1131,1136
2000,F,내국인,ST-73,ST-73,15,15,920,921
1995,M,내국인,ST-307,ST-62,8,8,500,506
1969,F,내국인,ST-73,ST-70,13,13,789,804
1997,\N,내국인,ST-71,ST-2813,23,23,1387,1389
1988,M,내국인,ST-62,ST-68,17,17,1062,1072
1990,M,내국인,ST-73,ST-47,10,10,601,604
\N,M,내국인,ST-66,ST-72,6,6,379,382
1996,M,내국인,ST-73,ST-63,16,16,981,992
1964,M,내국인,ST-70,ST-72,8,8,481,485
1993,F,내국인,ST-70,ST-68,12,12,735,739
1987,M,내국인,ST-71,ST-67,19,19,1142,1146
1977,M,내국인,ST-64,ST-2814,10,10,650,653
2002,M,내국인,ST-70,ST-71,8,8,502,504
1978,M,내국인,ST-62,ST-62,17,17,1020,1047
1996,F,내국인,ST-66,ST-47,8,9,527,540
1984,M,내국인,ST-70,ST-72,6,6,398,401
1961,M,내국인,ST-307,ST-68,7,7,454,463
1970,M,내국인,ST-47,ST-51,17,17,1047,1053
1990,M,내국인,ST-64,ST-2814,7,7,475,478
1977,M,내국인,ST-63,ST-307,16,16,1002,1006
1992,M,내국인,ST-2814,ST-307,13,13,801,812
1991,\N,내국인,ST-307,ST-68,7,7,462,468
1948,M,내국인,ST-71,ST-67,18,19,1135,1143
1974,M,내국인,ST-47,ST-66,11,11,668,677
1994,M,내국인,ST-307,ST-63,8,9,533,542
1978,M,내국인,ST-72,ST-307,17,17,1057,1061
1971,M,내국인,ST-47,ST-70,16,16,963,971
1977,M,내국인,ST-70,ST-55,12,12,769,777
1972,\N,내국인,ST-2814,ST-67,17,17,1060,1063
\N,F,내국인,ST-63,ST-307,23,23,1386,1393
1975,F,내국인,ST-71,ST-71,17,17,1054,1054
1960,M,내국인,ST-51,ST-51,18,18,1110,1117
1982,M,내국인,ST-307,ST-72,7,7,438,442
1989,F,내국인,ST-70,ST-307,20,20,1246,1254
1988,M,내국인,ST-307,ST-62,7,7,455,461
1993,M,내국인,ST-66,ST-307,21,21,1272,1279
2002,M,내국인,ST-66,ST-66,14,15,885,911
1977,M,내국인,ST-70,ST-62,8,8,526,529
1991,\N,내국인,ST-71,ST-68,8,8,510,514
1996,\N,내국인,ST-68,ST-73,22,23,1379,1388
1993,\N,내국인,ST-62,ST-62,23,23,1389,1389
1980,\N,내국인,ST-68,ST-66,9,9,546,555
1998,\N,내국인,ST-73,ST-73,16,16,974,998
2007,M,내국인,ST-68,ST-64,7,7,471,475
1978,\N,내국인,ST-62,ST-66,8,8,532,535
1989,\N,내국인,ST-63,ST-2814,16,16,976,988
1976,M,내국인,ST-66,ST-2814,7,7,430,437
1990,\N,내국인,ST-47,ST-51,17,17,1030,1034
1968,M,내국인,ST-70,ST-70,23,23,1380,1380
1998,M,내국인,ST-73,ST-47,19,19,1190,1196
1995,M,내국인,ST-51,ST-47,21,21,1294,1301
1991,M,내국인,ST-68,ST-71,17,17,1058,1064
1979,M,내국인,ST-71,ST-307,20,20,1237,1239
1977,M,내국인,ST-307,ST-66,9,9,592,599
1992,F,내국인,ST-2813,ST-68,13,13,797,801
1985,M,내국인,ST-51,ST-51,14,14,848,870
\N,M,내국인,ST-307,ST-2814,19,19,1143,1153
1995,M,내국인,ST-55,ST-70,17,17,1053,1059
1989,F,내국인,ST-55,ST-2814,16,16,1002,1014
1982,M,내국인,ST-68,ST-71,18,18,1098,1104
1974,M,내국인,ST-2814,ST-307,17,17,1057,1067
1992,\N,내국인,ST-70,ST-68,14,14,889,894
1993,M,내국인,ST-68,ST-55,9,9,553,562
2003,M,내국인,ST-73,ST-64,17,17,1036,1053
1964,M,내국인,ST-70,ST-47,9,9,579,589
1987,M,내국인,ST-73,ST-73,16,16,1012,1012
2003,F,내국인,ST-71,ST-68,0,0,7,12
\N,M,내국인,ST-307,ST-68,7,7,470,478
1955,M,내국인,ST-67,ST-73,20,20,1253,1258
1987,M,내국인,ST-62,ST-68,7,7,469,476
1989,F,내국인,ST-73,ST-66,18,18,1109,1115
1993,M,내국인,ST-62,ST-2813,16,16,962,971
1989,\N,내국인,ST-73,ST-47,8,8,525,531
1978,M,내국인,ST-68,ST-71,18,18,1088,1094
1990,M,내국인,ST-55,ST-66,11,11,684,687
1975,F,내국인,ST-63,ST-64,7,7,457,466
\N,\N,비회원,ST-73,ST-73,19,19,1176,1178
1992,\N,내국인,ST-68,ST-70,6,6,384,389
1986,M,내국인,ST-68,ST-307,17,17,1059,1067
1992,M,내국인,ST-68,ST-55,6,6,404,411
1962,M,내국인,ST-72,ST-47,19,19,1155,1163
\N,F,내국인,ST-70,ST-70,23,23,1398,1427
1993,F,내국인,ST-68,ST-70,15,15,916,923
1996,M,내국인,ST-67,ST-47,20,20,1208,1221
\N,M,내국인,ST-73,ST-67,17,17,1038,1043
1994,M,내국인,ST-70,ST-73,17,18,1077,1084
2002,M,내국인,ST-70,ST-64,18,18,1113,1116
1993,M,내국인,ST-68,ST-62,19,19,1156,1168
1997,F,내국인,ST-62,ST-307,10,10,611,619
1986,M,내국인,ST-73,ST-73,17,17,1062,1062
1996,M,내국인,ST-73,ST-2814,8,8,528,533
1994,F,내국인,ST-68,ST-71,16,16,987,991
\N,\N,비회원,ST-73,ST-73,18,18,1136,1137
1971,M,내국인,ST-66,ST-307,7,7,451,459
1988,\N,내국인,ST-47,ST-72,10,10,616,626
1964,M,내국인,ST-51,ST-51,17,17,1030,1031
1993,\N,내국인,ST-73,ST-2814,5,5,353,359
\N,F,내국인,ST-72,ST-64,17,18,1076,1086
1985,M,내국인,ST-47,ST-73,17,17,1041,1046
1985,M,내국인,ST-72,ST-307,11,11,685,688
1995,M,내국인,ST-47,ST-47,15,15,937,949
2006,M,내국인,ST-64,ST-64,17,17,1024,1032
1991,\N,내국인,ST-2814,ST-70,17,17,1057,1065
1995,\N,내국인,ST-2814,ST-55,11,11,685,693
\N,\N,비회원,ST-68,ST-71,19,19,1153,1158
2002,M,내국인,ST-70,ST-71,9,9,584,586
1974,M,내국인,ST-307,ST-51,8,9,537,551
2009,M,내국인,ST-2814,ST-2814,16,17,1017,1021
2000,F,내국인,ST-62,ST-62,16,16,1003,1019
1992,F,내국인,ST-73,ST-2814,8,9,534,540
1995,F,내국인,ST-72,ST-307,16,16,1007,1011
1997,\N,내국인,ST-2813,ST-71,8,8,500,503
