rent_datetime_30min,origin_station_id,desti_station_id,count
2023-01-02 06:00:00,ST-1722,ST-2309,3
2023-01-02 06:30:00,ST-980,ST-99,3
2023-01-02 08:30:00,ST-1378,ST-1378,3
2023-01-02 08:30:00,ST-2308,ST-974,3
2023-01-02 09:00:00,ST-2308,ST-974,3
2023-01-02 09:00:00,ST-258,ST-99,3
2023-01-02 09:00:00,ST-98,ST-98,3
2023-01-02 09:30:00,ST-2308,ST-974,4
2023-01-02 15:00:00,ST-99,ST-258,3
2023-01-02 16:30:00,ST-980,ST-99,3
2023-01-02 17:00:00,ST-377,ST-255,3
2023-01-02 17:30:00,ST-1429,ST-2308,3
2023-01-02 18:00:00,ST-974,ST-2308,3
2023-01-02 21:30:00,ST-378,ST-1378,3
2023-01-02 22:00:00,ST-987,ST-987,4
2023-01-03 02:00:00,ST-2308,ST-258,3
2023-01-03 07:00:00,ST-980,ST-99,4
2023-01-03 07:30:00,ST-258,ST-99,4
2023-01-03 07:30:00,ST-3012,ST-255,6
2023-01-03 07:30:00,ST-980,ST-99,4
2023-01-03 08:00:00,ST-258,ST-99,3
2023-01-03 08:00:00,ST-2865,ST-99,4
2023-01-03 08:00:00,ST-3012,ST-387,3
2023-01-03 08:00:00,ST-980,ST-99,3
2023-01-03 08:30:00,ST-387,ST-1602,3
2023-01-03 09:00:00,ST-258,ST-99,4
2023-01-03 17:00:00,ST-974,ST-2308,3
2023-01-03 17:00:00,ST-99,ST-1660,3
2023-01-03 18:00:00,ST-1660,ST-483,3
2023-01-04 07:00:00,ST-258,ST-99,3
2023-01-04 07:00:00,ST-980,ST-99,3
2023-01-04 07:30:00,ST-258,ST-99,3
2023-01-04 08:00:00,ST-258,ST-99,3
2023-01-04 08:00:00,ST-2865,ST-99,4
2023-01-04 08:00:00,ST-2891,ST-2547,3
2023-01-04 08:00:00,ST-3012,ST-255,6
2023-01-04 08:30:00,ST-2546,ST-99,3
2023-01-04 09:00:00,ST-980,ST-99,3
2023-01-04 09:30:00,ST-2308,ST-974,3
2023-01-04 11:00:00,ST-2546,ST-99,3
2023-01-04 13:30:00,ST-974,ST-972,3
2023-01-04 14:00:00,ST-1660,ST-2546,3
2023-01-04 14:30:00,ST-2308,ST-974,3
2023-01-04 14:30:00,ST-99,ST-99,3
2023-01-04 18:00:00,ST-974,ST-2308,3
2023-01-04 18:30:00,ST-2308,ST-102,4
2023-01-04 18:30:00,ST-2309,ST-1722,3
2023-01-04 18:30:00,ST-99,ST-258,3
2023-01-04 18:30:00,ST-99,ST-2865,3
2023-01-04 19:00:00,ST-99,ST-258,3
2023-01-04 20:00:00,ST-257,ST-257,3
2023-01-04 20:30:00,ST-2547,ST-2891,3
2023-01-04 22:00:00,ST-255,ST-3012,4
2023-01-05 06:30:00,ST-980,ST-99,3
2023-01-05 07:30:00,ST-1722,ST-2309,5
2023-01-05 07:30:00,ST-258,ST-99,6
2023-01-05 07:30:00,ST-3012,ST-255,5
