birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
1997,\N,내국인,ST-2157,ST-18,13,13,818,824
2003,M,내국인,ST-2168,ST-232,15,15,905,912
1995,\N,내국인,ST-2168,ST-2157,11,11,710,715
1992,F,내국인,ST-18,ST-18,19,20,1199,1201
1988,F,내국인,ST-18,ST-2157,10,10,620,625
1990,M,내국인,ST-4,ST-4,18,18,1138,1138
1998,\N,내국인,ST-4,ST-18,6,6,395,402
1989,\N,내국인,ST-2157,ST-4,22,22,1330,1340
1986,\N,내국인,ST-2168,ST-2157,9,9,560,564
1967,M,내국인,ST-2168,ST-341,23,23,1392,1398
1955,\N,내국인,ST-18,ST-2157,16,16,985,1006
1976,\N,내국인,ST-341,ST-18,7,7,439,444
1967,M,내국인,ST-232,ST-18,9,9,565,572
2001,F,내국인,ST-341,ST-18,8,8,486,492
1990,\N,내국인,ST-223,ST-18,8,9,528,540
2001,F,내국인,ST-2157,ST-18,14,14,863,886
\N,\N,비회원,ST-4,ST-4,18,18,1084,1085
1998,F,내국인,ST-2167,ST-4,19,19,1180,1192
1996,\N,내국인,ST-18,ST-9,8,8,532,537
1972,M,내국인,ST-18,ST-2167,8,8,501,504
1977,\N,내국인,ST-18,ST-223,18,18,1097,1111
1976,M,내국인,ST-223,ST-232,9,9,549,553
2006,F,내국인,ST-18,ST-2979,7,7,433,437
1977,F,내국인,ST-1190,ST-18,8,8,489,497
1995,F,내국인,ST-2979,ST-2168,18,18,1107,1113
1994,F,내국인,ST-2167,ST-4,15,15,945,959
1993,\N,내국인,ST-232,ST-2168,14,15,898,905
1988,M,내국인,ST-18,ST-341,19,19,1164,1173
1973,\N,내국인,ST-223,ST-18,7,7,442,457
1995,\N,내국인,ST-2168,ST-18,9,9,572,580
\N,M,내국인,ST-223,ST-2168,8,8,506,516
1996,F,내국인,ST-18,ST-223,21,21,1296,1316
1998,F,내국인,ST-2157,ST-18,6,6,360,364
1993,\N,내국인,ST-2979,ST-18,15,15,941,945
1998,F,내국인,ST-341,ST-2157,19,19,1161,1164
1992,,내국인,ST-2168,ST-2157,16,16,978,983
1984,M,내국인,ST-2979,ST-18,18,18,1098,1102
1970,M,내국인,ST-18,ST-2979,8,8,528,530
1964,F,내국인,ST-2167,ST-4,15,15,950,958
2001,F,내국인,ST-18,ST-1190,19,20,1197,1208
1990,M,내국인,ST-2979,ST-18,10,10,653,656
1990,\N,내국인,ST-1190,ST-18,7,8,474,481
\N,M,내국인,ST-341,ST-18,6,7,419,424
1979,M,내국인,ST-232,ST-223,22,22,1324,1334
1978,F,내국인,ST-18,ST-341,17,17,1021,1030
1991,F,내국인,ST-18,ST-2157,22,22,1322,1328
1997,\N,내국인,ST-18,ST-2979,7,7,465,469
2001,\N,내국인,ST-341,ST-1190,8,8,501,507
1957,M,내국인,ST-4,ST-9,20,20,1242,1247
1995,\N,내국인,ST-2979,ST-341,22,22,1337,1339
\N,F,내국인,ST-2168,ST-2979,11,11,671,680
1997,F,내국인,ST-18,ST-2979,9,9,594,599
1996,M,내국인,ST-4,ST-9,12,12,771,776
1972,\N,내국인,ST-2979,ST-2979,11,11,672,700
1990,F,내국인,ST-2157,ST-2157,14,14,879,894
1963,\N,내국인,ST-1190,ST-341,18,19,1127,1144
1997,M,내국인,ST-2168,ST-1190,8,8,524,530
1982,M,내국인,ST-2979,ST-18,9,9,583,588
\N,\N,비회원,ST-18,ST-223,18,18,1119,1133
2004,M,내국인,ST-18,ST-2167,12,12,721,724
\N,\N,내국인,ST-2979,ST-1190,20,20,1205,1213
1960,M,내국인,ST-18,ST-9,17,17,1056,1061
1994,\N,내국인,ST-232,ST-1190,17,18,1072,1099
2002,F,내국인,ST-18,ST-2979,10,10,605,609
1988,\N,내국인,ST-1190,ST-1190,11,11,687,690
1994,,내국인,ST-18,ST-2157,9,9,570,577
2000,\N,내국인,ST-18,ST-4,20,20,1227,1234
1997,M,내국인,ST-341,ST-18,6,6,412,417
1984,M,내국인,ST-18,ST-341,0,0,21,28
2002,F,내국인,ST-18,ST-2979,18,18,1083,1089
1997,\N,내국인,ST-2157,ST-2168,8,8,485,489
1999,\N,내국인,ST-9,ST-18,17,17,1029,1035
2002,M,내국인,ST-18,ST-2157,18,18,1102,1110
1992,\N,내국인,ST-18,ST-2157,20,20,1238,1243
1970,\N,내국인,ST-341,ST-18,13,13,782,806
1997,\N,내국인,ST-4,ST-341,15,16,951,962
1990,M,내국인,ST-341,ST-18,10,10,614,618
1994,M,내국인,ST-18,ST-2167,13,14,839,842
1983,F,내국인,ST-2168,ST-2168,18,18,1133,1133
1997,\N,내국인,ST-232,ST-18,8,8,507,512
1974,\N,내국인,ST-2168,ST-223,20,21,1253,1267
1996,\N,내국인,ST-4,ST-2168,17,17,1045,1061
1996,F,내국인,ST-18,ST-341,18,18,1087,1094
\N,M,내국인,ST-18,ST-341,18,18,1086,1096
1968,M,내국인,ST-2157,ST-341,21,21,1300,1305
1996,F,내국인,ST-18,ST-18,21,21,1294,1294
1996,F,내국인,ST-232,ST-2157,10,10,620,624
1988,M,내국인,ST-2979,ST-18,17,17,1032,1037
1992,\N,내국인,ST-9,ST-341,9,9,592,597
1981,M,내국인,ST-2168,ST-341,18,18,1105,1112
1991,M,내국인,ST-341,ST-18,7,8,479,483
1995,\N,내국인,ST-18,ST-2168,11,12,719,721
1997,\N,내국인,ST-18,ST-9,9,9,560,566
\N,F,내국인,ST-223,ST-223,8,8,515,516
1995,M,내국인,ST-2979,ST-223,18,19,1137,1148
1961,M,내국인,ST-2168,ST-2167,19,19,1147,1153
1958,F,내국인,ST-9,ST-2168,12,12,759,769
1981,M,내국인,ST-2168,ST-2168,21,22,1304,1332
1983,M,내국인,ST-223,ST-232,6,6,370,375
1998,\N,내국인,ST-341,ST-18,21,21,1278,1283
1995,M,내국인,ST-9,ST-341,13,13,805,823
1956,M,내국인,ST-223,ST-232,15,16,958,964
1992,\N,내국인,ST-341,ST-18,7,8,477,483
1982,M,내국인,ST-341,ST-9,11,11,685,690
1998,F,내국인,ST-9,ST-2979,9,9,554,563
2004,F,내국인,ST-1190,ST-18,23,23,1410,1418
1988,\N,내국인,ST-18,ST-341,19,19,1185,1192
1997,F,내국인,ST-2157,ST-2167,18,18,1116,1127
1998,\N,내국인,ST-9,ST-18,12,12,742,747
1999,F,내국인,ST-2979,ST-18,23,23,1403,1409
2000,F,내국인,ST-2168,ST-4,10,10,620,638
\N,M,내국인,ST-2168,ST-1190,13,13,810,817
1999,\N,내국인,ST-2168,ST-2157,9,9,570,576
1985,\N,내국인,ST-2167,ST-2168,17,17,1066,1072
1955,\N,내국인,ST-2157,ST-18,16,16,992,1002
1996,M,내국인,ST-2157,ST-18,15,15,947,954
1993,F,내국인,ST-2979,ST-2167,18,18,1095,1100
2001,M,내국인,ST-18,ST-18,17,17,1038,1059
\N,M,내국인,ST-2168,ST-1190,16,16,1008,1015
1994,M,내국인,ST-2167,ST-18,14,14,868,872
2000,\N,내국인,ST-2168,ST-2168,20,20,1205,1206
1987,\N,내국인,ST-2168,ST-2979,17,17,1028,1033
2002,M,내국인,ST-18,ST-341,14,14,841,848
1991,\N,내국인,ST-4,ST-4,10,11,659,661
1983,\N,내국인,ST-2168,ST-2979,20,20,1202,1207
\N,M,내국인,ST-2979,ST-2168,8,8,506,511
1995,M,내국인,ST-2167,ST-2167,18,18,1095,1096
1999,M,내국인,ST-341,ST-18,18,19,1134,1145
1982,\N,내국인,ST-2168,ST-2157,8,8,520,526
1996,F,내국인,ST-2979,ST-2157,22,22,1341,1346
1987,\N,내국인,ST-9,ST-18,18,19,1138,1144
1985,F,내국인,ST-2168,ST-341,20,20,1240,1246
2002,F,내국인,ST-232,ST-18,7,7,453,460
1992,\N,내국인,ST-2979,ST-1190,10,10,611,616
1991,\N,내국인,ST-2168,ST-2979,18,18,1131,1139
1995,\N,내국인,ST-2979,ST-18,16,16,982,987
1995,F,내국인,ST-232,ST-2979,9,9,546,551
2000,M,내국인,ST-2157,ST-4,16,16,978,990
1998,\N,내국인,ST-4,ST-4,19,19,1154,1155
1992,\N,내국인,ST-2157,ST-18,18,18,1088,1093
1989,\N,내국인,ST-18,ST-2979,18,18,1128,1135
1990,,내국인,ST-2979,ST-9,1,1,60,66
1993,F,내국인,ST-1190,ST-2157,19,19,1154,1163
2001,F,내국인,ST-2157,ST-18,20,21,1255,1261
1973,F,내국인,ST-341,ST-18,9,9,583,589
1994,F,내국인,ST-341,ST-2168,6,7,416,420
\N,F,내국인,ST-4,ST-2167,10,10,617,624
1973,F,내국인,ST-2979,ST-18,9,9,550,554
1995,\N,내국인,ST-2979,ST-341,23,23,1381,1383
1983,F,내국인,ST-1190,ST-341,10,10,611,623
1996,\N,내국인,ST-2979,ST-341,1,1,74,77
1975,F,내국인,ST-2168,ST-2979,22,22,1320,1324
1966,M,내국인,ST-18,ST-2168,16,16,977,993
1985,\N,내국인,ST-2157,ST-18,7,7,453,458
\N,F,내국인,ST-4,ST-9,9,9,582,588
\N,F,내국인,ST-2157,ST-2168,6,6,406,410
1992,M,내국인,ST-9,ST-18,6,6,409,412
1993,F,내국인,ST-9,ST-18,8,8,489,493
1981,\N,내국인,ST-223,ST-232,8,8,489,492
1993,F,내국인,ST-18,ST-2157,18,18,1129,1135
1986,\N,내국인,ST-2157,ST-2979,16,16,1004,1018
1994,F,내국인,ST-18,ST-1190,18,19,1124,1143
1987,M,내국인,ST-9,ST-2168,15,15,900,905
2001,M,내국인,ST-2168,ST-2157,0,0,6,12
1994,\N,내국인,ST-18,ST-1190,7,7,470,476
1995,F,내국인,ST-4,ST-2979,7,7,459,470
\N,M,내국인,ST-2157,ST-2168,19,19,1155,1161
1968,F,내국인,ST-9,ST-9,15,15,911,920
1994,F,내국인,ST-18,ST-9,20,20,1226,1234
\N,F,내국인,ST-232,ST-2157,11,11,663,668
1995,F,내국인,ST-18,ST-2979,1,1,70,74
\N,\N,비회원,ST-2168,ST-2168,18,18,1131,1131
1999,F,내국인,ST-2168,ST-2168,0,0,24,24
2005,F,내국인,ST-18,ST-341,16,16,971,978
2001,F,내국인,ST-341,ST-2167,9,9,566,576
1984,\N,내국인,ST-18,ST-18,17,17,1073,1073
1998,\N,내국인,ST-4,ST-4,11,11,675,679
\N,F,내국인,ST-2157,ST-2157,14,14,881,889
1976,M,내국인,ST-2157,ST-2168,20,20,1242,1247
2006,M,내국인,ST-223,ST-223,22,22,1348,1348
1998,\N,내국인,ST-2167,ST-4,20,20,1241,1247
1987,,내국인,ST-2979,ST-18,9,9,572,577
\N,\N,내국인,ST-2167,ST-341,14,15,898,907
2001,\N,내국인,ST-2168,ST-2979,20,20,1250,1258
1992,\N,내국인,ST-4,ST-2157,13,13,784,796
1996,F,내국인,ST-341,ST-341,1,1,116,117
1984,F,내국인,ST-2168,ST-18,8,8,499,500
1994,\N,내국인,ST-18,ST-1190,7,7,468,474
2002,M,내국인,ST-18,ST-2157,13,13,824,835
1988,\N,내국인,ST-2979,ST-18,14,14,858,863
1983,M,내국인,ST-18,ST-2157,19,19,1152,1158
1991,M,내국인,ST-18,ST-9,17,17,1064,1071
1984,\N,내국인,ST-9,ST-9,21,21,1285,1286
1999,,내국인,ST-232,ST-18,7,8,475,484
1996,F,내국인,ST-18,ST-18,13,13,790,793
1983,F,내국인,ST-2979,ST-1190,9,9,577,588
1996,M,내국인,ST-2157,ST-1190,14,14,853,868
\N,M,내국인,ST-4,ST-4,10,10,628,643
1999,F,내국인,ST-18,ST-341,8,9,537,542
1986,M,내국인,ST-1190,ST-2168,21,22,1307,1322
2002,,내국인,ST-2979,ST-2168,8,8,494,497
1991,\N,내국인,ST-341,ST-2157,19,19,1155,1159
1980,F,내국인,ST-2168,ST-223,14,14,871,884
1995,M,내국인,ST-18,ST-9,18,18,1080,1089
1992,M,내국인,ST-18,ST-2157,9,9,565,570
2000,\N,내국인,ST-2157,ST-9,20,20,1216,1221
2000,,내국인,ST-2979,ST-4,23,23,1420,1434
2002,M,내국인,ST-232,ST-18,8,8,514,521
1970,\N,내국인,ST-223,ST-232,7,7,474,478
1991,F,내국인,ST-18,ST-2157,22,22,1356,1363
1998,M,내국인,ST-341,ST-18,8,8,484,488
2001,F,내국인,ST-341,ST-18,18,18,1104,1110
1991,,내국인,ST-4,ST-9,8,8,529,535
1983,M,내국인,ST-341,ST-341,7,7,469,469
1997,F,내국인,ST-9,ST-4,21,21,1296,1302
1992,M,내국인,ST-2979,ST-2168,12,12,720,729
1992,\N,내국인,ST-341,ST-18,19,19,1163,1169
1966,M,내국인,ST-18,ST-2168,15,15,942,944
1981,M,내국인,ST-2157,ST-2167,17,17,1062,1071
1966,M,내국인,ST-4,ST-9,0,0,42,48
1996,F,내국인,ST-341,ST-18,9,9,546,551
1992,F,내국인,ST-341,ST-18,14,14,871,877
1997,F,내국인,ST-341,ST-18,16,16,962,965
1996,F,내국인,ST-232,ST-2157,10,10,643,647
1966,\N,내국인,ST-1190,ST-18,7,7,464,472
1994,\N,내국인,ST-341,ST-18,8,8,500,506
1998,F,내국인,ST-2167,ST-9,11,11,710,714
1991,\N,내국인,ST-18,ST-2979,15,15,947,955
1998,F,내국인,ST-2157,ST-2157,9,9,568,592
1992,F,내국인,ST-223,ST-232,6,6,367,371
1994,\N,내국인,ST-2167,ST-4,8,8,499,507
1992,,내국인,ST-18,ST-2157,11,11,662,666
1998,F,내국인,ST-18,ST-18,21,21,1268,1269
1979,M,내국인,ST-232,ST-2168,7,7,441,448
1991,\N,내국인,ST-2979,ST-18,7,7,438,443
2000,F,내국인,ST-2979,ST-2168,8,8,502,507
1999,F,내국인,ST-2168,ST-341,22,22,1373,1379
1984,F,내국인,ST-2168,ST-18,8,8,497,498
2001,F,내국인,ST-223,ST-223,16,16,1001,1005
1997,M,내국인,ST-2979,ST-18,8,8,487,491
1984,M,내국인,ST-232,ST-223,22,22,1368,1377
1996,F,내국인,ST-9,ST-4,11,11,697,703
2000,,내국인,ST-341,ST-18,8,8,505,512
2000,F,내국인,ST-2168,ST-9,17,17,1026,1031
1998,\N,내국인,ST-2979,ST-2157,12,12,777,779
1990,M,내국인,ST-341,ST-18,11,11,663,666
1979,M,내국인,ST-18,ST-9,7,7,441,444
1990,\N,내국인,ST-2168,ST-1190,12,13,772,782
1997,M,내국인,ST-2168,ST-2168,9,9,552,552
1992,M,내국인,ST-2979,ST-4,10,10,640,651
1969,F,내국인,ST-2168,ST-2168,20,20,1228,1228
\N,M,내국인,ST-2979,ST-4,9,9,549,560
1991,M,내국인,ST-1190,ST-18,17,17,1027,1040
1989,F,내국인,ST-223,ST-18,7,7,446,457
1987,\N,내국인,ST-2979,ST-2157,14,14,843,848
\N,M,내국인,ST-1190,ST-2168,12,12,766,772
2002,M,내국인,ST-18,ST-2157,21,21,1310,1316
1990,F,내국인,ST-2167,ST-4,19,19,1174,1182
1996,F,내국인,ST-18,ST-223,21,21,1263,1279
1988,\N,내국인,ST-341,ST-18,8,8,525,535
1995,\N,내국인,ST-2979,ST-1190,13,13,820,829
1996,F,내국인,ST-223,ST-223,8,8,496,497
1995,,내국인,ST-2979,ST-2157,7,7,466,469
2002,,내국인,ST-341,ST-2168,7,7,467,474
1999,\N,내국인,ST-2979,ST-2979,8,8,519,520
1992,F,내국인,ST-341,ST-2168,20,20,1234,1241
1991,M,내국인,ST-2979,ST-9,11,11,664,668
1977,M,내국인,ST-18,ST-9,3,3,211,214
1998,\N,내국인,ST-18,ST-2157,9,9,560,567
1998,M,내국인,ST-4,ST-2167,11,11,707,712
1997,M,내국인,ST-18,ST-1190,18,19,1133,1146
\N,M,내국인,ST-2979,ST-2168,12,12,771,776
1994,F,내국인,ST-2167,ST-341,17,17,1070,1078
1985,F,내국인,ST-2168,ST-341,19,19,1170,1176
1991,F,내국인,ST-2168,ST-4,8,8,519,529
1986,\N,내국인,ST-18,ST-1190,8,8,481,490
1996,F,내국인,ST-341,ST-18,16,16,969,974
2003,,내국인,ST-341,ST-18,19,19,1180,1189
1998,\N,내국인,ST-2167,ST-4,15,15,938,946
1996,\N,내국인,ST-2979,ST-9,10,10,643,647
2001,F,내국인,ST-18,ST-2157,15,15,950,956
1991,M,내국인,ST-2979,ST-9,13,13,817,825
1997,M,내국인,ST-9,ST-9,14,14,877,877
1984,F,내국인,ST-1190,ST-18,8,8,489,499
2004,F,내국인,ST-4,ST-1190,22,22,1333,1346
1992,F,내국인,ST-341,ST-341,14,15,886,915
2004,F,내국인,ST-9,ST-18,11,11,685,691
1998,M,내국인,ST-4,ST-341,21,21,1261,1273
1993,\N,내국인,ST-2167,ST-2979,18,18,1081,1089
1985,F,내국인,ST-341,ST-2168,8,8,534,539
1972,\N,내국인,ST-2168,ST-2979,18,18,1121,1125
1982,M,내국인,ST-2979,ST-18,14,14,879,883
1968,M,내국인,ST-18,ST-9,17,17,1029,1040
1977,\N,내국인,ST-2168,ST-341,16,16,1010,1017
1992,M,내국인,ST-2167,ST-4,16,16,961,967
1992,F,내국인,ST-2157,ST-18,9,9,561,567
1999,\N,내국인,ST-2168,ST-2157,12,13,775,788
2000,\N,내국인,ST-2168,ST-4,22,22,1340,1350
1994,\N,내국인,ST-2157,ST-9,10,10,640,651
2000,M,내국인,ST-341,ST-2168,20,20,1225,1234
1996,F,내국인,ST-232,ST-2157,9,9,582,585
1994,F,내국인,ST-4,ST-9,15,15,928,949
1991,\N,내국인,ST-18,ST-2979,11,11,665,668
1997,F,내국인,ST-9,ST-2167,8,8,506,508
1997,M,내국인,ST-18,ST-2979,16,16,967,971
1998,F,내국인,ST-2168,ST-223,19,20,1197,1214
2004,M,내국인,ST-2168,ST-2979,21,21,1309,1313
1968,M,내국인,ST-9,ST-4,14,14,878,882
2004,F,내국인,ST-18,ST-18,19,19,1159,1176
1979,\N,내국인,ST-232,ST-18,8,8,500,507
1996,\N,내국인,ST-341,ST-18,7,7,436,440
1986,M,내국인,ST-232,ST-223,20,20,1230,1235
1991,M,내국인,ST-18,ST-4,21,21,1301,1309
1996,\N,내국인,ST-2168,ST-2979,8,9,539,544
1972,M,내국인,ST-223,ST-2168,18,18,1120,1132
1989,M,내국인,ST-2157,ST-2157,17,17,1067,1074
1994,\N,내국인,ST-2157,ST-2157,15,16,951,967
1994,\N,내국인,ST-4,ST-4,17,17,1075,1075
1956,M,내국인,ST-232,ST-18,7,7,450,459
1995,F,내국인,ST-2979,ST-18,18,18,1092,1097
2002,M,내국인,ST-2157,ST-18,17,17,1065,1072
1971,F,내국인,ST-2168,ST-4,12,12,745,758
\N,M,내국인,ST-2168,ST-2168,12,13,765,786
1998,\N,내국인,ST-341,ST-18,14,14,891,897
1987,M,내국인,ST-232,ST-2979,13,13,789,793
1998,M,내국인,ST-2168,ST-2167,8,8,529,532
1998,F,내국인,ST-2979,ST-2157,16,16,985,988
1989,\N,내국인,ST-341,ST-2168,18,18,1097,1103
1999,M,내국인,ST-18,ST-2157,22,22,1327,1333
2000,\N,내국인,ST-2157,ST-2168,12,13,779,783
1994,\N,내국인,ST-18,ST-2157,1,1,73,79
\N,\N,내국인,ST-223,ST-223,16,16,985,986
1965,\N,내국인,ST-223,ST-223,12,12,722,738
1999,F,내국인,ST-18,ST-2157,17,17,1066,1071
1998,F,내국인,ST-4,ST-9,11,11,667,675
2003,M,내국인,ST-4,ST-9,16,16,1000,1004
1986,F,내국인,ST-1190,ST-2167,11,11,662,672
1993,M,내국인,ST-18,ST-1190,20,21,1250,1274
1983,M,내국인,ST-341,ST-18,7,7,461,466
1994,\N,내국인,ST-18,ST-341,8,8,530,536
1955,\N,내국인,ST-2157,ST-2157,7,7,420,422
\N,F,내국인,ST-341,ST-2168,18,18,1095,1102
1996,M,내국인,ST-223,ST-232,8,8,481,485
1997,F,내국인,ST-2168,ST-2157,12,12,766,773
1988,M,내국인,ST-2157,ST-2168,22,22,1362,1366
\N,M,내국인,ST-18,ST-9,11,11,714,719
1993,F,내국인,ST-2168,ST-2168,19,19,1180,1181
1994,\N,내국인,ST-341,ST-2168,21,21,1275,1283
1995,\N,내국인,ST-2157,ST-18,0,0,12,17
1966,M,내국인,ST-18,ST-2168,14,14,894,895
1981,M,내국인,ST-18,ST-2979,18,18,1099,1107
1982,M,내국인,ST-2168,ST-2979,19,19,1186,1189
1996,F,내국인,ST-4,ST-9,9,9,565,569
1994,,내국인,ST-2157,ST-1190,15,15,932,947
1995,M,내국인,ST-18,ST-223,18,18,1086,1095
1980,M,내국인,ST-232,ST-232,17,17,1022,1022
1990,M,내국인,ST-2168,ST-2157,12,12,727,744
1991,\N,내국인,ST-341,ST-2168,21,21,1284,1289
1999,\N,내국인,ST-341,ST-4,11,12,711,723
2000,M,내국인,ST-18,ST-2157,11,11,660,667
2003,F,내국인,ST-2168,ST-2168,10,10,658,658
1953,F,내국인,ST-18,ST-18,9,9,579,580
1991,\N,내국인,ST-2157,ST-18,15,15,942,948
1977,M,내국인,ST-4,ST-9,8,8,519,525
1994,F,내국인,ST-232,ST-232,19,19,1142,1142
1997,\N,내국인,ST-18,ST-9,8,8,521,526
\N,M,내국인,ST-2168,ST-2168,13,13,798,823
1988,M,내국인,ST-2157,ST-2168,19,19,1165,1176
1996,\N,내국인,ST-18,ST-2979,8,8,492,500
1990,F,내국인,ST-341,ST-18,6,6,388,395
1992,M,내국인,ST-2979,ST-2168,9,9,564,568
1992,F,내국인,ST-2157,ST-2157,10,10,603,626
1998,,내국인,ST-18,ST-2979,14,14,885,890
1997,F,내국인,ST-2979,ST-2157,13,13,796,807
1972,\N,내국인,ST-18,ST-1190,10,10,618,628
2004,F,내국인,ST-2979,ST-18,9,9,559,565
\N,F,내국인,ST-341,ST-18,9,9,552,559
2002,F,내국인,ST-2979,ST-2979,21,21,1295,1296
2003,F,내국인,ST-2979,ST-18,9,9,582,585
1974,\N,내국인,ST-2168,ST-223,21,21,1300,1315
1995,\N,내국인,ST-2979,ST-341,19,19,1165,1166
1995,M,내국인,ST-2157,ST-18,17,17,1068,1075
1988,F,내국인,ST-232,ST-232,10,10,633,634
1976,M,내국인,ST-223,ST-232,9,9,549,553
1992,F,내국인,ST-4,ST-341,14,14,854,863
1996,M,내국인,ST-341,ST-18,9,9,556,561
1994,F,내국인,ST-18,ST-2157,19,19,1183,1190
1998,M,내국인,ST-2168,ST-232,23,23,1399,1407
1975,M,내국인,ST-18,ST-18,10,10,623,635
1988,\N,내국인,ST-223,ST-2168,6,6,388,401
2002,M,내국인,ST-2157,ST-18,10,10,603,608
1981,\N,내국인,ST-2168,ST-2979,18,18,1094,1100
1979,M,내국인,ST-2168,ST-9,13,13,829,835
1986,M,내국인,ST-223,ST-2168,17,18,1072,1086
2000,M,내국인,ST-2168,ST-341,22,22,1342,1348
1998,F,내국인,ST-341,ST-18,21,21,1297,1304
1995,F,내국인,ST-2157,ST-18,6,6,411,415
1969,F,내국인,ST-4,ST-9,8,8,533,537
1985,M,내국인,ST-2167,ST-2167,12,13,762,783
1989,\N,내국인,ST-18,ST-2157,8,8,518,524
1980,M,내국인,ST-4,ST-341,22,22,1345,1360
2001,F,내국인,ST-2157,ST-18,14,14,890,896
1989,M,내국인,ST-9,ST-18,16,16,963,967
1990,F,내국인,ST-2168,ST-2167,8,8,530,535
1996,F,내국인,ST-2979,ST-18,8,8,507,511
1990,\N,내국인,ST-341,ST-18,8,8,487,494
1964,F,내국인,ST-2979,ST-232,8,8,525,533
1999,M,내국인,ST-2157,ST-9,21,21,1275,1283
0000,F,내국인,ST-223,ST-18,15,15,932,958
1984,M,내국인,ST-18,ST-341,14,14,872,878
1983,M,내국인,ST-2168,ST-2168,18,18,1135,1136
2003,M,내국인,ST-223,ST-18,9,9,565,578
1994,\N,내국인,ST-4,ST-4,21,21,1306,1307
1988,M,내국인,ST-341,ST-341,9,9,561,562
1991,F,내국인,ST-2157,ST-2168,21,21,1293,1297
1982,M,내국인,ST-341,ST-18,9,9,585,590
2000,F,내국인,ST-341,ST-18,10,10,634,640
1991,M,내국인,ST-2979,ST-9,10,10,609,614
1979,M,내국인,ST-2979,ST-341,16,16,985,990
2002,M,내국인,ST-2168,ST-2157,17,17,1072,1079
1992,M,내국인,ST-2157,ST-232,16,16,1011,1015
1978,M,내국인,ST-18,ST-2157,18,19,1137,1141
1995,\N,내국인,ST-2168,ST-341,21,21,1286,1294
1998,M,내국인,ST-232,ST-2168,8,9,537,543
1991,\N,내국인,ST-18,ST-9,9,9,552,557
2001,M,내국인,ST-18,ST-2168,21,21,1292,1294
1995,M,내국인,ST-18,ST-223,17,17,1067,1078
