birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
1992,\N,내국인,ST-382,ST-2331,14,14,889,894
1992,\N,내국인,ST-1690,ST-1690,20,20,1219,1220
1991,\N,내국인,ST-2310,ST-506,19,20,1198,1206
1995,F,내국인,ST-368,ST-361,22,22,1334,1343
1984,M,내국인,ST-1194,ST-1661,18,18,1083,1096
\N,F,내국인,ST-371,ST-506,11,11,661,667
1970,\N,내국인,ST-112,ST-368,18,18,1099,1103
1993,M,내국인,ST-2310,ST-363,19,19,1154,1170
1998,,내국인,ST-1191,ST-446,22,22,1332,1335
1996,F,내국인,ST-1690,ST-1690,14,14,861,862
1979,F,내국인,ST-1263,ST-363,19,19,1178,1183
1993,M,내국인,ST-368,ST-368,12,12,752,775
1996,F,내국인,ST-105,ST-364,8,9,538,560
1988,\N,내국인,ST-105,ST-3044,20,21,1259,1287
\N,F,내국인,ST-2310,ST-445,8,8,516,525
\N,M,내국인,ST-506,ST-368,12,13,774,798
1996,\N,내국인,ST-361,ST-361,18,18,1126,1126
1990,M,내국인,ST-368,ST-3044,13,14,836,841
1980,\N,내국인,ST-445,ST-1191,18,18,1107,1120
1993,\N,내국인,ST-368,ST-2310,15,15,920,924
1993,M,내국인,ST-1194,ST-382,5,5,337,341
1991,\N,내국인,ST-506,ST-446,18,18,1123,1134
1981,\N,내국인,ST-445,ST-3043,8,9,539,542
1966,\N,내국인,ST-112,ST-364,16,16,985,1009
1996,M,내국인,ST-1263,ST-361,18,18,1091,1098
1991,\N,내국인,ST-1690,ST-506,20,20,1242,1249
1993,F,내국인,ST-506,ST-2310,13,13,794,804
1987,M,내국인,ST-2331,ST-2331,5,5,348,348
1995,M,내국인,ST-2310,ST-1263,7,7,432,447
1996,F,내국인,ST-3003,ST-1661,18,18,1085,1090
1957,M,내국인,ST-446,ST-1690,5,5,335,341
\N,M,내국인,ST-106,ST-506,22,22,1332,1335
1990,\N,내국인,ST-1263,ST-445,15,15,925,931
1997,\N,내국인,ST-3043,ST-112,8,8,526,530
1981,M,내국인,ST-2320,ST-361,23,23,1413,1417
2002,F,내국인,ST-2320,ST-1263,18,18,1089,1108
1990,F,내국인,ST-105,ST-361,11,12,712,722
1979,F,내국인,ST-363,ST-1263,7,7,450,455
1994,M,내국인,ST-1263,ST-1194,22,22,1348,1352
1993,\N,내국인,ST-371,ST-3003,9,9,544,548
1996,M,내국인,ST-2331,ST-445,7,7,460,467
1989,F,내국인,ST-1263,ST-371,8,8,480,491
1982,\N,내국인,ST-106,ST-506,17,17,1066,1069
1987,F,내국인,ST-371,ST-368,8,8,534,538
\N,\N,내국인,ST-361,ST-361,15,16,944,967
1979,M,내국인,ST-371,ST-368,17,17,1035,1039
\N,F,내국인,ST-1194,ST-1690,5,5,339,349
1993,\N,내국인,ST-3043,ST-368,8,8,500,505
1961,M,내국인,ST-105,ST-2310,11,11,712,717
1998,M,내국인,ST-1194,ST-2331,21,21,1283,1290
1969,M,내국인,ST-2331,ST-363,17,17,1039,1042
1975,,내국인,ST-506,ST-446,7,7,441,447
1999,F,내국인,ST-371,ST-506,9,9,566,571
1990,\N,내국인,ST-2310,ST-2310,17,17,1074,1075
1990,M,내국인,ST-2331,ST-445,20,20,1212,1220
\N,M,내국인,ST-382,ST-1263,14,14,872,877
1964,F,내국인,ST-446,ST-363,18,18,1110,1129
1993,F,내국인,ST-3044,ST-368,17,17,1031,1037
1992,\N,내국인,ST-368,ST-1191,8,8,520,528
1996,F,내국인,ST-1194,ST-1263,11,11,676,680
1996,F,내국인,ST-445,ST-445,8,8,515,525
1993,F,내국인,ST-1690,ST-1191,15,15,917,934
1993,F,내국인,ST-368,ST-3044,8,8,506,510
2000,F,내국인,ST-3043,ST-1263,19,19,1146,1165
1972,\N,내국인,ST-3043,ST-1263,20,20,1240,1250
2004,F,내국인,ST-446,ST-1661,17,17,1062,1074
1988,F,내국인,ST-364,ST-1661,17,17,1056,1065
1994,F,내국인,ST-363,ST-1263,7,7,432,435
1986,M,내국인,ST-363,ST-1263,8,8,499,503
1990,,내국인,ST-368,ST-2320,18,18,1111,1123
1985,M,내국인,ST-3043,ST-2320,17,17,1059,1063
1993,F,내국인,ST-106,ST-106,10,11,657,687
1995,M,내국인,ST-1690,ST-361,16,16,973,984
1991,M,내국인,ST-1191,ST-1263,18,18,1090,1105
2002,M,내국인,ST-445,ST-445,21,21,1284,1285
1993,F,내국인,ST-2320,ST-361,20,20,1205,1211
\N,M,내국인,ST-371,ST-1263,20,20,1205,1218
1992,M,내국인,ST-1263,ST-371,15,15,912,921
1999,F,내국인,ST-446,ST-446,21,21,1300,1304
1998,\N,내국인,ST-3043,ST-368,13,13,826,831
1999,\N,내국인,ST-361,ST-361,11,11,680,705
1993,M,내국인,ST-1661,ST-2331,18,18,1126,1139
1993,M,내국인,ST-1661,ST-446,16,16,996,1011
1966,\N,내국인,ST-105,ST-364,21,21,1275,1280
1985,\N,내국인,ST-368,ST-3043,9,9,586,591
1996,\N,내국인,ST-364,ST-506,16,16,968,978
\N,F,내국인,ST-446,ST-506,7,7,471,476
1984,F,내국인,ST-2310,ST-361,15,16,953,962
1999,\N,내국인,ST-2543,ST-2331,8,8,495,497
2002,F,내국인,ST-2331,ST-1194,22,22,1347,1350
1999,M,내국인,ST-368,ST-3043,15,15,938,947
1945,\N,내국인,ST-506,ST-506,14,15,897,912
1989,F,내국인,ST-3003,ST-3003,12,12,734,762
1996,M,내국인,ST-445,ST-364,9,9,546,551
1990,F,내국인,ST-105,ST-364,7,7,441,445
1970,M,내국인,ST-3044,ST-3044,17,17,1041,1041
1990,M,내국인,ST-2310,ST-506,5,5,351,357
1992,M,내국인,ST-506,ST-106,8,8,535,537
\N,F,내국인,ST-361,ST-445,7,7,423,428
1992,\N,내국인,ST-2341,ST-3003,8,8,510,521
1997,F,내국인,ST-363,ST-2310,18,18,1114,1128
\N,M,내국인,ST-368,ST-3043,7,7,467,472
1992,F,내국인,ST-3043,ST-506,11,11,675,699
1980,M,내국인,ST-1263,ST-3043,8,8,504,513
1969,F,내국인,ST-361,ST-2331,19,19,1177,1181
1991,M,내국인,ST-1263,ST-1194,8,8,511,514
1967,M,내국인,ST-3003,ST-3003,17,17,1046,1046
1999,\N,내국인,ST-368,ST-371,13,13,816,824
1977,M,내국인,ST-1194,ST-1194,14,14,845,866
1994,F,내국인,ST-2310,ST-2310,9,9,594,594
2001,M,내국인,ST-506,ST-112,9,9,582,586
1986,M,내국인,ST-368,ST-364,8,8,527,531
1977,F,내국인,ST-3043,ST-1263,11,11,668,678
1997,\N,내국인,ST-2320,ST-3043,8,8,514,518
1995,M,내국인,ST-3043,ST-368,13,13,811,817
1998,,내국인,ST-506,ST-1690,16,16,985,993
1998,,내국인,ST-105,ST-1661,20,21,1257,1268
1989,M,내국인,ST-106,ST-446,20,20,1227,1231
1985,F,내국인,ST-1263,ST-2331,21,22,1312,1320
1995,\N,내국인,ST-446,ST-506,18,18,1129,1137
1987,\N,내국인,ST-2310,ST-368,8,8,480,488
\N,\N,내국인,ST-1263,ST-2310,8,8,502,512
2003,M,내국인,ST-1263,ST-2320,17,17,1067,1072
1992,M,내국인,ST-361,ST-2320,7,7,443,447
1995,F,내국인,ST-3043,ST-3043,8,8,502,502
1978,M,내국인,ST-445,ST-3043,9,9,542,547
1999,\N,내국인,ST-2320,ST-364,8,8,481,489
\N,\N,내국인,ST-506,ST-2310,17,17,1041,1048
1971,\N,내국인,ST-112,ST-3003,16,16,973,976
1994,\N,내국인,ST-3043,ST-3003,9,9,559,562
2002,M,내국인,ST-1263,ST-382,8,8,523,526
1995,F,내국인,ST-1263,ST-2543,14,14,870,874
1998,M,내국인,ST-506,ST-106,19,19,1180,1184
1998,\N,내국인,ST-368,ST-3044,8,8,527,532
1969,\N,내국인,ST-364,ST-3003,17,17,1022,1043
1997,,내국인,ST-2310,ST-368,8,8,508,513
1991,F,내국인,ST-506,ST-506,21,21,1289,1290
1998,M,내국인,ST-1191,ST-506,14,14,854,859
1990,F,내국인,ST-364,ST-368,18,18,1089,1115
1992,F,내국인,ST-506,ST-3043,7,7,470,476
1995,M,내국인,ST-446,ST-506,16,16,1008,1013
1997,F,내국인,ST-1263,ST-2331,19,19,1143,1149
1991,M,내국인,ST-105,ST-1194,14,15,886,907
1993,F,내국인,ST-105,ST-3044,8,8,503,508
1992,\N,내국인,ST-2310,ST-1263,23,23,1396,1416
1978,M,내국인,ST-2320,ST-371,7,7,458,463
1991,\N,내국인,ST-1191,ST-112,21,22,1315,1329
1989,\N,내국인,ST-105,ST-371,8,8,531,535
1998,,내국인,ST-3043,ST-112,10,10,635,640
1975,F,내국인,ST-445,ST-2310,8,8,496,503
\N,\N,내국인,ST-3003,ST-3044,8,8,520,525
1995,\N,내국인,ST-2341,ST-2341,10,11,651,664
2000,\N,내국인,ST-506,ST-506,18,18,1087,1087
2001,M,내국인,ST-1263,ST-382,10,10,622,627
1970,M,내국인,ST-1263,ST-3003,8,8,504,519
1998,F,내국인,ST-3043,ST-3003,8,8,527,535
1985,\N,내국인,ST-3044,ST-105,8,8,513,519
1980,M,내국인,ST-446,ST-446,10,10,615,622
1990,M,내국인,ST-3044,ST-368,17,17,1060,1065
1992,F,내국인,ST-364,ST-368,18,18,1103,1110
\N,M,내국인,ST-445,ST-3044,8,8,510,525
1999,\N,내국인,ST-105,ST-1661,13,13,818,831
1992,F,내국인,ST-1191,ST-446,19,19,1192,1196
1996,M,내국인,ST-445,ST-1194,22,23,1376,1381
1966,\N,내국인,ST-1191,ST-1191,22,22,1331,1332
2001,F,내국인,ST-1194,ST-1661,7,7,462,472
1990,\N,내국인,ST-361,ST-368,8,8,490,497
1995,F,내국인,ST-105,ST-3044,8,8,517,521
1985,F,내국인,ST-363,ST-371,7,8,471,482
1984,M,내국인,ST-3044,ST-364,5,5,327,329
1991,F,내국인,ST-1263,ST-1661,15,15,925,939
1997,\N,내국인,ST-506,ST-3043,10,10,645,653
1991,M,내국인,ST-2543,ST-3044,8,8,506,512
1989,\N,내국인,ST-371,ST-368,16,16,967,971
1967,M,내국인,ST-1263,ST-3043,7,8,470,486
1989,M,내국인,ST-105,ST-364,8,8,525,530
2001,M,내국인,ST-361,ST-361,23,23,1418,1422
1991,\N,내국인,ST-1191,ST-506,14,14,878,887
2005,F,내국인,ST-1191,ST-105,22,22,1337,1350
1994,M,내국인,ST-1690,ST-1690,13,14,822,849
1995,M,내국인,ST-3043,ST-105,8,9,535,542
1979,M,내국인,ST-3044,ST-2310,12,12,757,770
1991,\N,내국인,ST-368,ST-1191,18,18,1105,1118
1998,\N,내국인,ST-371,ST-368,8,8,520,524
1992,\N,내국인,ST-105,ST-364,8,8,522,526
1971,M,내국인,ST-368,ST-506,8,8,487,504
1984,F,내국인,ST-2543,ST-2543,13,13,811,811
1991,M,내국인,ST-368,ST-3043,9,9,588,595
1997,F,내국인,ST-3003,ST-506,22,22,1345,1348
1990,F,내국인,ST-3043,ST-506,11,11,664,673
1998,F,내국인,ST-3043,ST-105,10,10,654,659
1999,\N,내국인,ST-3003,ST-506,18,18,1103,1106
2003,M,내국인,ST-1690,ST-1690,17,18,1064,1086
1973,M,내국인,ST-2331,ST-1263,18,18,1116,1122
1982,M,내국인,ST-112,ST-368,23,23,1392,1396
1996,F,내국인,ST-2341,ST-2341,19,19,1168,1182
1996,M,내국인,ST-3003,ST-1263,10,10,604,624
1997,F,내국인,ST-446,ST-1661,12,12,721,731
2001,\N,내국인,ST-1263,ST-1263,17,17,1065,1069
1991,M,내국인,ST-446,ST-446,17,17,1066,1066
1975,M,내국인,ST-506,ST-506,11,11,663,680
\N,M,내국인,ST-363,ST-1263,12,13,767,785
1997,F,내국인,ST-371,ST-371,15,15,904,905
1997,\N,내국인,ST-1690,ST-1191,22,22,1370,1378
\N,M,내국인,ST-446,ST-506,18,18,1087,1091
1993,\N,내국인,ST-363,ST-2331,16,16,974,977
1989,\N,내국인,ST-363,ST-1263,7,7,438,441
2002,F,내국인,ST-446,ST-1690,19,19,1150,1166
1987,\N,내국인,ST-368,ST-2310,20,20,1207,1213
1993,F,내국인,ST-382,ST-382,23,23,1402,1423
1989,F,내국인,ST-446,ST-3003,8,8,525,530
1996,M,내국인,ST-112,ST-1194,18,18,1092,1102
1998,M,내국인,ST-1191,ST-506,14,15,896,902
1997,\N,내국인,ST-506,ST-3044,8,8,516,524
1989,F,내국인,ST-112,ST-112,22,22,1363,1369
1989,M,내국인,ST-1661,ST-1690,8,8,521,522
1963,M,내국인,ST-368,ST-112,16,16,1013,1016
1958,M,내국인,ST-368,ST-2320,13,13,781,801
1971,M,내국인,ST-1690,ST-363,19,20,1193,1210
1970,M,내국인,ST-112,ST-368,9,9,587,589
2006,F,내국인,ST-2341,ST-2341,17,17,1022,1038
1992,F,내국인,ST-3003,ST-371,13,13,830,837
2000,M,내국인,ST-382,ST-1263,10,10,627,632
1973,F,내국인,ST-2310,ST-2310,18,18,1118,1128
\N,M,내국인,ST-112,ST-368,16,17,1016,1021
1989,F,내국인,ST-1690,ST-1690,11,11,708,708
2001,M,내국인,ST-506,ST-112,15,15,928,932
1992,F,내국인,ST-1690,ST-3044,8,8,508,514
1986,M,내국인,ST-506,ST-3003,13,14,837,840
1999,\N,내국인,ST-1263,ST-2320,20,20,1235,1244
2004,F,내국인,ST-2331,ST-1194,23,23,1386,1388
1968,M,내국인,ST-361,ST-368,8,8,486,496
\N,\N,비회원,ST-1690,ST-446,18,18,1086,1099
1992,F,내국인,ST-506,ST-3044,8,8,523,529
1995,M,내국인,ST-3043,ST-3003,8,9,530,555
1984,M,내국인,ST-361,ST-368,8,8,530,536
1992,M,내국인,ST-446,ST-506,8,8,522,529
1999,\N,내국인,ST-446,ST-446,9,9,589,589
1993,F,내국인,ST-361,ST-2310,17,17,1063,1070
1969,\N,내국인,ST-2320,ST-371,7,7,469,478
1998,M,내국인,ST-506,ST-1191,13,13,818,825
1996,F,내국인,ST-1194,ST-1263,10,10,604,608
1966,M,내국인,ST-3044,ST-368,11,12,717,725
1994,M,내국인,ST-364,ST-105,16,16,967,972
2002,F,내국인,ST-2310,ST-445,10,10,637,642
2002,M,내국인,ST-1194,ST-2320,19,19,1189,1193
1992,F,내국인,ST-371,ST-445,23,23,1383,1390
1988,F,내국인,ST-2310,ST-506,6,6,367,373
2004,F,내국인,ST-2331,ST-1194,0,0,8,10
1991,M,내국인,ST-106,ST-2310,18,18,1122,1133
1973,M,내국인,ST-105,ST-364,8,8,507,511
1988,\N,내국인,ST-2310,ST-1690,11,11,669,672
1994,M,내국인,ST-506,ST-446,19,19,1151,1157
1997,,내국인,ST-3043,ST-112,9,10,597,600
\N,F,내국인,ST-3044,ST-364,17,17,1074,1075
1992,\N,내국인,ST-3044,ST-368,14,14,888,894
1997,\N,내국인,ST-112,ST-2543,18,19,1129,1141
2000,\N,내국인,ST-2310,ST-506,12,12,721,735
2002,F,내국인,ST-445,ST-445,10,10,626,626
1974,\N,내국인,ST-368,ST-368,13,13,812,829
1994,M,내국인,ST-364,ST-1690,17,17,1037,1045
\N,M,내국인,ST-445,ST-2331,18,18,1114,1121
1977,\N,내국인,ST-1690,ST-506,6,6,366,371
2002,\N,내국인,ST-2341,ST-1661,23,23,1419,1439
\N,F,내국인,ST-506,ST-2543,18,18,1114,1128
1993,M,내국인,ST-506,ST-105,8,8,499,512
1993,F,내국인,ST-506,ST-1661,18,18,1115,1125
1995,,내국인,ST-2320,ST-3044,8,8,514,519
1971,M,내국인,ST-363,ST-368,6,6,397,410
1979,M,내국인,ST-3044,ST-105,17,17,1059,1066
1985,F,내국인,ST-3003,ST-1661,16,16,984,991
2001,F,내국인,ST-382,ST-446,11,11,666,690
1999,M,내국인,ST-106,ST-3044,8,8,511,521
2003,M,내국인,ST-506,ST-446,20,20,1240,1244
1997,F,내국인,ST-2331,ST-2320,8,8,486,499
2001,F,내국인,ST-2320,ST-1661,1,1,66,94
1970,\N,내국인,ST-112,ST-3044,22,22,1331,1334
1995,M,내국인,ST-3044,ST-105,9,9,544,548
1994,M,내국인,ST-506,ST-106,16,17,1019,1033
1974,F,내국인,ST-3043,ST-112,17,17,1052,1057
1994,M,내국인,ST-1661,ST-3003,8,8,511,517
1998,F,내국인,ST-106,ST-506,18,18,1090,1094
1980,M,내국인,ST-2341,ST-106,6,6,371,377
1998,F,내국인,ST-368,ST-371,19,19,1159,1166
1963,M,내국인,ST-446,ST-105,16,16,980,987
1970,F,내국인,ST-371,ST-2320,17,18,1078,1084
1997,M,내국인,ST-1191,ST-506,19,19,1175,1195
\N,M,내국인,ST-506,ST-106,14,14,877,881
1985,\N,내국인,ST-105,ST-3044,8,8,513,518
1999,F,내국인,ST-3043,ST-3003,9,10,598,603
1993,M,내국인,ST-371,ST-368,9,9,543,551
1990,F,내국인,ST-361,ST-106,13,14,835,864
1982,\N,내국인,ST-506,ST-446,17,18,1077,1085
1998,M,내국인,ST-368,ST-3044,8,8,501,505
1997,,내국인,ST-446,ST-1690,19,19,1174,1185
2002,F,내국인,ST-1191,ST-361,22,22,1325,1340
1997,F,내국인,ST-506,ST-506,21,21,1298,1298
1997,\N,내국인,ST-3044,ST-368,17,17,1038,1043
1994,F,내국인,ST-445,ST-3043,9,9,551,556
1992,F,내국인,ST-1263,ST-445,21,21,1285,1292
1982,F,내국인,ST-1263,ST-371,7,7,461,473
1990,F,내국인,ST-1263,ST-382,15,15,937,943
1999,\N,내국인,ST-2543,ST-1194,10,10,646,653
1998,\N,내국인,ST-2543,ST-1263,7,7,474,478
1991,\N,내국인,ST-506,ST-1191,14,14,872,890
\N,\N,내국인,ST-106,ST-1191,21,21,1260,1266
1977,F,내국인,ST-1263,ST-2543,19,19,1154,1158
1997,M,내국인,ST-105,ST-2341,13,13,806,833
2000,\N,내국인,ST-2341,ST-106,21,21,1271,1282
2004,M,내국인,ST-1194,ST-1263,17,17,1020,1024
1969,M,내국인,ST-105,ST-446,19,19,1152,1162
1987,\N,내국인,ST-106,ST-506,15,15,917,922
1990,M,내국인,ST-506,ST-105,14,14,878,893
1998,F,내국인,ST-3043,ST-1690,20,20,1238,1244
2001,M,내국인,ST-445,ST-1263,0,0,14,23
1992,F,내국인,ST-363,ST-1263,8,8,529,532
1973,F,내국인,ST-2331,ST-361,8,8,527,530
1959,M,내국인,ST-2310,ST-361,2,2,142,151
2001,F,내국인,ST-446,ST-506,16,16,985,989
\N,F,내국인,ST-1661,ST-2310,8,8,535,539
1994,M,내국인,ST-1191,ST-1191,20,20,1253,1253
1993,F,내국인,ST-3044,ST-368,17,17,1034,1041
1990,M,내국인,ST-3044,ST-3044,10,10,612,616
2001,F,내국인,ST-371,ST-368,12,12,730,758
1970,M,내국인,ST-112,ST-368,9,9,558,561
1992,M,내국인,ST-2320,ST-3043,10,10,625,633
1998,M,내국인,ST-105,ST-364,9,9,547,552
2006,M,내국인,ST-364,ST-1661,15,15,914,930
2003,\N,내국인,ST-3044,ST-445,17,17,1072,1077
1992,F,내국인,ST-368,ST-2310,18,18,1096,1102
1999,M,내국인,ST-1263,ST-1194,20,20,1239,1243
1988,F,내국인,ST-368,ST-1690,18,18,1113,1131
1992,M,내국인,ST-105,ST-3044,9,9,550,554
1973,\N,내국인,ST-2341,ST-2341,16,16,970,999
1974,M,내국인,ST-506,ST-506,14,14,865,881
1995,\N,내국인,ST-363,ST-3043,10,10,633,648
1995,F,내국인,ST-1191,ST-1191,20,20,1209,1209
1992,M,내국인,ST-446,ST-446,12,12,729,743
1995,\N,내국인,ST-361,ST-2543,14,14,842,851
1984,M,내국인,ST-3003,ST-446,18,18,1088,1095
\N,\N,내국인,ST-1263,ST-2310,8,8,506,518
1968,M,내국인,ST-1191,ST-1191,9,9,593,594
1970,M,내국인,ST-112,ST-368,20,20,1256,1259
1982,F,내국인,ST-371,ST-371,6,6,369,371
1972,M,내국인,ST-2320,ST-371,7,8,479,484
1981,M,내국인,ST-106,ST-506,23,0,1434,16
1979,F,내국인,ST-1191,ST-3043,0,0,40,50
1969,F,내국인,ST-506,ST-506,18,19,1134,1164
1985,M,내국인,ST-1263,ST-363,18,18,1130,1135
1992,F,내국인,ST-112,ST-1263,18,18,1120,1135
2002,F,내국인,ST-361,ST-1191,16,16,1005,1018
1971,\N,내국인,ST-3003,ST-3003,17,17,1050,1069
1997,\N,내국인,ST-2320,ST-2320,19,19,1195,1196
\N,M,내국인,ST-364,ST-3044,23,23,1411,1412
1998,\N,내국인,ST-368,ST-371,15,15,919,923
1982,M,내국인,ST-368,ST-2310,7,7,464,470
1982,M,내국인,ST-2331,ST-3043,16,16,990,994
1994,F,내국인,ST-3003,ST-2310,19,19,1170,1173
2009,M,내국인,ST-361,ST-3003,8,8,495,505
1970,M,내국인,ST-112,ST-368,9,9,564,566
1987,M,내국인,ST-2341,ST-361,19,19,1166,1186
1975,M,내국인,ST-1263,ST-1263,8,8,509,509
1998,M,내국인,ST-1690,ST-445,20,20,1209,1218
1995,\N,내국인,ST-2543,ST-1263,7,7,438,441
1994,M,내국인,ST-1661,ST-3043,12,12,738,749
1988,\N,내국인,ST-2310,ST-1690,7,7,447,450
1994,\N,내국인,ST-371,ST-105,8,8,504,509
1993,F,내국인,ST-506,ST-1690,19,19,1156,1163
1988,F,내국인,ST-2331,ST-3044,8,8,490,498
1994,M,내국인,ST-2543,ST-1263,7,7,464,467
1998,F,내국인,ST-446,ST-446,22,22,1332,1333
1994,F,내국인,ST-3044,ST-445,17,17,1055,1062
1985,\N,내국인,ST-368,ST-3044,8,8,513,518
1965,M,내국인,ST-364,ST-364,18,18,1088,1089
1994,M,내국인,ST-3043,ST-363,2,2,161,168
1985,M,내국인,ST-2331,ST-506,20,20,1217,1230
1995,\N,내국인,ST-368,ST-371,21,21,1286,1297
1995,M,내국인,ST-445,ST-361,18,18,1109,1115
1966,,내국인,ST-112,ST-446,3,3,187,193
1988,M,내국인,ST-446,ST-368,7,7,425,431
1967,M,내국인,ST-112,ST-105,16,16,998,1019
2000,M,내국인,ST-3043,ST-2320,7,7,457,461
1996,F,내국인,ST-1194,ST-1263,12,12,722,726
2002,M,내국인,ST-1194,ST-2320,14,14,846,850
1992,M,내국인,ST-506,ST-3044,10,10,626,631
1999,M,내국인,ST-1194,ST-382,11,11,674,678
1998,F,내국인,ST-2320,ST-3043,8,8,517,521
1992,\N,내국인,ST-1661,ST-368,18,18,1118,1127
2001,M,내국인,ST-506,ST-112,9,9,585,590
1995,M,내국인,ST-446,ST-506,15,15,910,914
1987,M,내국인,ST-105,ST-3044,9,9,551,555
2002,F,내국인,ST-1661,ST-1661,15,15,948,948
\N,M,내국인,ST-368,ST-112,8,8,493,496
1968,F,내국인,ST-364,ST-364,17,17,1025,1026
1993,F,내국인,ST-3043,ST-368,13,14,826,840
2000,\N,내국인,ST-506,ST-1661,16,16,969,978
1997,M,내국인,ST-2341,ST-2341,17,17,1039,1041
1997,\N,내국인,ST-368,ST-1661,15,15,922,934
1973,M,내국인,ST-2310,ST-361,22,22,1358,1365
1989,F,내국인,ST-3044,ST-2310,9,9,553,558
1956,M,내국인,ST-506,ST-3003,10,10,621,625
1999,M,내국인,ST-506,ST-3044,17,17,1050,1058
1993,F,내국인,ST-3044,ST-2320,17,17,1062,1071
\N,M,내국인,ST-2331,ST-2320,7,7,432,439
\N,\N,내국인,ST-361,ST-2331,18,19,1137,1140
1989,M,내국인,ST-506,ST-364,9,9,545,565
1995,M,내국인,ST-3044,ST-361,8,9,534,543
1976,\N,내국인,ST-2341,ST-506,18,18,1087,1095
1988,\N,내국인,ST-506,ST-446,18,18,1096,1104
\N,M,내국인,ST-1263,ST-1194,17,17,1072,1076
2003,M,내국인,ST-1263,ST-1194,15,15,900,903
1991,,내국인,ST-506,ST-2341,18,18,1108,1117
1999,\N,내국인,ST-2320,ST-2310,22,22,1343,1351
2000,M,내국인,ST-446,ST-2341,9,10,594,601
1988,F,내국인,ST-1690,ST-3003,21,21,1313,1317
1982,M,내국인,ST-106,ST-364,16,16,990,1001
1976,M,내국인,ST-3003,ST-3003,18,18,1082,1083
1992,M,내국인,ST-361,ST-112,7,7,468,474
1996,F,내국인,ST-506,ST-1661,17,17,1048,1058
1991,M,내국인,ST-445,ST-1194,19,19,1147,1153
1995,\N,내국인,ST-1661,ST-1690,9,9,547,557
2000,\N,내국인,ST-112,ST-106,15,15,908,918
1994,\N,내국인,ST-506,ST-446,16,16,997,1006
1979,M,내국인,ST-3043,ST-3044,12,12,757,771
