birth_year,gender,user_type,origin_station_id,desti_station_id,rent_hour,return_hour,rent_minute_of_day,return_minute_of_day
2004,M,내국인,ST-1839,ST-1720,18,18,1118,1123
\N,M,내국인,ST-2749,ST-2742,10,11,656,662
1956,\N,내국인,ST-2592,ST-495,18,18,1110,1134
1993,\N,내국인,ST-1720,ST-2580,20,20,1225,1230
1996,F,내국인,ST-1839,ST-1687,19,19,1173,1176
1998,F,내국인,ST-2742,ST-2740,11,11,693,719
1994,\N,내국인,ST-1839,ST-1720,8,8,500,505
1995,F,내국인,ST-1687,ST-2748,18,18,1083,1092
\N,\N,내국인,ST-2742,ST-494,0,0,0,5
1996,F,내국인,ST-503,ST-494,7,7,448,457
1993,\N,내국인,ST-502,ST-495,18,18,1082,1088
1996,F,내국인,ST-1720,ST-1687,18,18,1127,1134
\N,M,내국인,ST-2742,ST-2742,19,19,1163,1164
1984,\N,내국인,ST-1837,ST-1061,11,12,713,726
1973,M,내국인,ST-502,ST-2592,18,18,1088,1092
1999,F,내국인,ST-1848,ST-1848,20,20,1259,1259
1990,F,내국인,ST-494,ST-494,13,13,817,817
1971,\N,내국인,ST-1420,ST-502,22,22,1357,1360
1993,F,내국인,ST-495,ST-1420,12,12,740,748
1988,\N,내국인,ST-495,ST-495,1,1,63,76
1994,F,내국인,ST-1061,ST-1837,20,20,1208,1212
2007,F,내국인,ST-1420,ST-502,18,18,1105,1109
2006,\N,내국인,ST-1061,ST-2749,13,13,806,811
2000,M,내국인,ST-495,ST-1687,8,8,525,532
1981,M,내국인,ST-502,ST-1420,18,18,1094,1101
1998,\N,내국인,ST-2740,ST-2740,11,11,669,682
2001,M,내국인,ST-892,ST-1720,20,20,1224,1230
1985,F,내국인,ST-1061,ST-1837,7,7,470,474
1973,M,내국인,ST-503,ST-494,14,15,887,900
1966,M,내국인,ST-502,ST-1836,18,18,1106,1116
1995,M,내국인,ST-2749,ST-1836,18,18,1095,1101
1972,M,내국인,ST-1420,ST-1687,7,7,433,438
1955,M,내국인,ST-1061,ST-1835,13,14,835,844
1995,F,내국인,ST-502,ST-2748,18,18,1086,1097
1978,\N,내국인,ST-495,ST-2748,16,16,996,999
1991,\N,내국인,ST-495,ST-2592,19,19,1162,1172
1990,\N,내국인,ST-2749,ST-2748,9,9,557,564
2008,F,내국인,ST-1580,ST-503,8,8,522,534
1992,\N,내국인,ST-497,ST-1687,8,8,493,501
1990,M,내국인,ST-1687,ST-2740,21,21,1284,1292
\N,F,내국인,ST-502,ST-2748,19,19,1164,1171
2000,,내국인,ST-494,ST-1420,22,22,1344,1351
2001,M,내국인,ST-495,ST-1687,18,18,1130,1138
1997,F,내국인,ST-2748,ST-1061,19,19,1173,1188
1967,M,내국인,ST-2749,ST-2747,23,23,1411,1426
1992,\N,내국인,ST-505,ST-1687,10,10,629,637
1987,M,내국인,ST-2740,ST-2748,9,9,577,582
1988,\N,내국인,ST-497,ST-502,17,17,1055,1062
1966,M,내국인,ST-2742,ST-2748,0,0,33,38
\N,M,내국인,ST-2749,ST-1420,18,18,1123,1130
2002,M,내국인,ST-502,ST-1580,17,17,1043,1047
1999,M,내국인,ST-494,ST-1837,14,14,854,857
1975,M,내국인,ST-503,ST-1420,6,6,413,418
1968,\N,내국인,ST-1836,ST-1839,3,3,199,220
1999,M,내국인,ST-1061,ST-2749,19,19,1151,1158
1997,,내국인,ST-2748,ST-503,23,23,1418,1424
1999,M,내국인,ST-2742,ST-1839,9,9,547,551
1998,F,내국인,ST-1720,ST-1687,22,22,1351,1359
1998,M,내국인,ST-2742,ST-1837,10,11,655,664
1998,M,내국인,ST-1420,ST-2749,13,13,797,805
1991,\N,내국인,ST-495,ST-497,17,17,1047,1072
2000,F,내국인,ST-505,ST-2749,18,18,1099,1104
\N,\N,내국인,ST-495,ST-502,0,0,24,29
1983,\N,내국인,ST-2749,ST-2748,11,11,678,686
1992,M,내국인,ST-502,ST-502,21,21,1274,1275
1986,\N,내국인,ST-1720,ST-505,13,13,801,816
1994,\N,내국인,ST-2742,ST-2749,17,18,1074,1081
\N,\N,내국인,ST-494,ST-1580,10,10,643,653
1986,M,내국인,ST-503,ST-497,23,23,1380,1385
1991,M,내국인,ST-1061,ST-1835,18,18,1133,1138
2003,M,내국인,ST-1580,ST-2742,20,20,1213,1220
1990,F,내국인,ST-1836,ST-1687,8,8,498,513
\N,M,내국인,ST-2749,ST-2747,7,8,476,483
1969,F,내국인,ST-494,ST-1835,20,20,1213,1242
1996,F,내국인,ST-1720,ST-2592,21,21,1278,1290
1999,M,내국인,ST-2592,ST-495,19,19,1155,1165
1994,\N,내국인,ST-1837,ST-2747,19,19,1174,1181
1999,F,내국인,ST-502,ST-503,9,9,586,587
1976,F,내국인,ST-1720,ST-2592,16,16,969,978
1993,M,내국인,ST-497,ST-2740,17,17,1048,1052
\N,M,내국인,ST-503,ST-497,9,9,542,544
1993,\N,내국인,ST-2748,ST-502,18,18,1126,1133
2007,M,내국인,ST-1839,ST-1687,18,18,1081,1084
1999,F,내국인,ST-2742,ST-2748,18,18,1099,1104
1998,\N,내국인,ST-1720,ST-495,16,16,992,1007
1995,F,내국인,ST-1835,ST-1061,7,7,453,457
2005,F,내국인,ST-497,ST-1580,8,8,484,494
1992,F,내국인,ST-1839,ST-2742,11,12,709,724
1994,F,내국인,ST-2592,ST-503,21,21,1305,1311
1991,\N,내국인,ST-494,ST-1061,2,2,149,155
1997,M,내국인,ST-2748,ST-1420,18,18,1124,1133
1975,F,내국인,ST-2749,ST-2742,17,17,1030,1038
2000,F,내국인,ST-1580,ST-1061,21,22,1310,1330
1967,\N,내국인,ST-1061,ST-1839,13,13,782,797
1981,M,내국인,ST-1420,ST-1839,9,9,553,556
1997,F,내국인,ST-1687,ST-495,19,19,1177,1185
1993,F,내국인,ST-2748,ST-2749,19,19,1172,1180
1998,M,내국인,ST-1061,ST-1061,20,20,1207,1208
1986,F,내국인,ST-1839,ST-1836,20,20,1203,1225
2005,M,내국인,ST-502,ST-502,16,16,969,969
2000,\N,내국인,ST-502,ST-1420,16,16,1000,1003
2003,F,내국인,ST-1420,ST-1420,19,19,1189,1189
1980,F,내국인,ST-2592,ST-1687,20,20,1249,1252
1995,\N,내국인,ST-1720,ST-2580,8,8,524,529
1999,M,내국인,ST-1420,ST-1580,12,13,756,780
1988,M,내국인,ST-494,ST-2742,17,17,1059,1065
\N,\N,내국인,ST-505,ST-1580,11,11,664,673
1989,\N,내국인,ST-503,ST-2748,15,16,954,981
2000,M,내국인,ST-1580,ST-2749,18,18,1089,1113
1992,M,내국인,ST-1720,ST-502,11,11,689,697
1994,\N,내국인,ST-494,ST-502,9,9,569,581
1975,F,내국인,ST-2740,ST-2748,18,18,1080,1086
2000,\N,내국인,ST-495,ST-503,11,12,711,720
1998,M,내국인,ST-1837,ST-2740,8,8,508,522
1995,\N,내국인,ST-1839,ST-1839,16,16,963,964
1985,\N,내국인,ST-1836,ST-503,10,10,610,626
1997,M,내국인,ST-503,ST-2748,10,10,622,629
1993,\N,내국인,ST-495,ST-2580,19,20,1186,1202
1979,\N,내국인,ST-1835,ST-1061,19,19,1141,1147
1990,F,내국인,ST-495,ST-505,22,22,1325,1327
1901,\N,내국인,ST-502,ST-495,21,21,1280,1289
1976,\N,내국인,ST-892,ST-2742,2,2,125,141
1962,M,내국인,ST-494,ST-2748,3,3,185,189
1996,\N,내국인,ST-505,ST-1720,13,13,803,819
2006,M,내국인,ST-1720,ST-892,16,16,999,1007
1969,F,내국인,ST-1720,ST-1420,21,21,1276,1285
2000,\N,내국인,ST-1061,ST-1061,9,9,576,585
2005,F,내국인,ST-1720,ST-503,8,8,522,535
2004,F,내국인,ST-1720,ST-502,22,22,1337,1347
1989,F,내국인,ST-1687,ST-1839,14,14,849,851
1997,\N,내국인,ST-2748,ST-2747,17,18,1071,1082
1993,M,내국인,ST-495,ST-505,18,18,1135,1137
1992,M,내국인,ST-1837,ST-1061,23,23,1413,1426
2002,M,내국인,ST-2742,ST-1580,11,11,687,697
2001,M,내국인,ST-2749,ST-2749,18,18,1129,1130
2004,M,내국인,ST-1420,ST-1580,10,10,650,654
1994,\N,내국인,ST-2742,ST-2740,21,21,1270,1277
2002,F,내국인,ST-2748,ST-2748,22,22,1338,1339
1999,M,내국인,ST-2580,ST-1720,17,17,1045,1050
1993,M,내국인,ST-2747,ST-2740,8,8,519,530
1996,F,내국인,ST-2740,ST-502,7,7,435,440
2005,M,내국인,ST-2740,ST-1420,17,17,1033,1039
1994,F,내국인,ST-1835,ST-1836,21,21,1311,1319
1997,M,내국인,ST-505,ST-502,16,17,1019,1027
1975,\N,내국인,ST-1720,ST-495,10,11,652,669
2000,\N,내국인,ST-2747,ST-1835,5,5,347,357
2004,M,내국인,ST-1720,ST-892,17,17,1020,1026
1999,\N,내국인,ST-495,ST-1420,23,23,1424,1431
1996,F,내국인,ST-1061,ST-495,18,18,1109,1120
1978,F,내국인,ST-2740,ST-1848,8,8,496,501
1994,M,내국인,ST-1836,ST-1836,21,21,1285,1307
1961,M,내국인,ST-1720,ST-1848,21,21,1272,1292
1987,F,내국인,ST-1420,ST-2749,9,10,599,608
1975,M,내국인,ST-505,ST-497,16,16,978,988
2008,M,내국인,ST-2740,ST-502,21,21,1268,1273
1971,\N,내국인,ST-1061,ST-1836,16,16,1000,1005
1990,F,내국인,ST-2748,ST-1837,18,18,1083,1098
1971,F,내국인,ST-1720,ST-1687,18,18,1114,1122
1979,F,내국인,ST-1061,ST-1837,16,16,990,996
1981,M,내국인,ST-505,ST-1839,7,7,452,458
1995,M,내국인,ST-1720,ST-1420,9,10,589,607
1985,M,내국인,ST-502,ST-497,5,5,345,349
1995,\N,내국인,ST-503,ST-1848,11,11,688,701
1997,F,내국인,ST-1720,ST-1687,9,9,551,558
1983,,내국인,ST-1061,ST-495,18,18,1116,1123
1978,\N,내국인,ST-503,ST-2740,20,20,1240,1243
1992,M,내국인,ST-2740,ST-497,7,7,425,429
1984,M,내국인,ST-502,ST-1720,6,6,403,410
1995,\N,내국인,ST-1836,ST-1580,10,10,617,633
2001,\N,내국인,ST-494,ST-1580,8,8,529,537
1990,M,내국인,ST-1420,ST-2748,22,22,1339,1348
1975,F,내국인,ST-503,ST-1839,11,11,707,715
1997,\N,내국인,ST-2749,ST-502,23,23,1414,1424
2001,F,내국인,ST-1839,ST-494,21,22,1317,1325
1981,\N,내국인,ST-1061,ST-1835,19,19,1178,1182
1993,F,내국인,ST-1061,ST-2747,15,15,906,922
1992,F,내국인,ST-2740,ST-497,7,7,445,449
1978,M,내국인,ST-1687,ST-1720,17,18,1075,1086
1970,M,내국인,ST-2748,ST-505,15,15,917,920
\N,M,내국인,ST-1420,ST-1720,17,17,1068,1076
2002,F,내국인,ST-1580,ST-2580,14,14,849,861
2000,M,내국인,ST-495,ST-2747,17,17,1042,1048
1992,M,내국인,ST-1836,ST-1837,12,12,753,758
1994,F,내국인,ST-1420,ST-505,18,18,1089,1094
1991,F,내국인,ST-1420,ST-1687,10,10,628,633
\N,M,내국인,ST-1720,ST-1420,18,18,1108,1136
2005,M,내국인,ST-2749,ST-2742,18,19,1136,1142
1993,\N,내국인,ST-495,ST-1687,8,8,518,527
1969,\N,내국인,ST-2580,ST-2742,8,8,485,497
2000,\N,내국인,ST-2740,ST-1580,13,13,826,833
1995,F,내국인,ST-1420,ST-494,8,8,503,511
2003,M,내국인,ST-1061,ST-2749,2,2,167,171
1990,M,내국인,ST-503,ST-2749,22,22,1322,1335
1973,M,내국인,ST-1839,ST-1420,20,20,1246,1250
1998,M,내국인,ST-1580,ST-502,13,14,828,843
1995,\N,내국인,ST-1836,ST-1061,21,21,1290,1296
1996,M,내국인,ST-1720,ST-2592,23,23,1381,1386
1990,M,내국인,ST-2740,ST-1420,21,21,1311,1319
\N,\N,내국인,ST-502,ST-2748,21,21,1260,1268
2001,F,내국인,ST-497,ST-2740,14,14,843,847
1993,,내국인,ST-494,ST-1061,1,1,91,99
1992,F,내국인,ST-495,ST-1687,19,19,1164,1176
1987,\N,내국인,ST-1720,ST-1720,8,8,487,487
1993,M,내국인,ST-1720,ST-1839,14,14,875,879
1963,\N,내국인,ST-1061,ST-1836,11,11,681,686
1995,\N,내국인,ST-1839,ST-1839,15,15,923,924
2001,F,내국인,ST-503,ST-503,14,14,857,858
1999,M,내국인,ST-1580,ST-1839,21,21,1274,1275
2005,M,내국인,ST-2749,ST-1061,16,16,997,1004
1986,\N,내국인,ST-2748,ST-2748,13,13,806,820
1974,M,내국인,ST-1687,ST-1720,19,19,1190,1198
1983,F,내국인,ST-2748,ST-497,15,16,958,976
2000,\N,내국인,ST-1835,ST-1061,7,7,475,478
2001,F,내국인,ST-1720,ST-892,8,8,499,507
1978,M,내국인,ST-1687,ST-1420,17,17,1058,1065
1987,\N,내국인,ST-503,ST-2748,6,6,403,408
1997,F,내국인,ST-1420,ST-494,23,23,1428,1439
1964,\N,내국인,ST-1687,ST-2749,17,17,1034,1055
1999,M,내국인,ST-2747,ST-2749,20,20,1237,1252
1978,\N,내국인,ST-2748,ST-2748,21,21,1283,1284
1979,M,내국인,ST-502,ST-1836,23,23,1386,1398
1998,\N,내국인,ST-495,ST-1687,8,8,525,532
1994,\N,내국인,ST-502,ST-2748,16,16,998,1005
1978,M,내국인,ST-1720,ST-1687,8,8,496,501
1999,F,내국인,ST-1848,ST-1687,19,20,1199,1204
2000,\N,내국인,ST-1687,ST-495,22,22,1353,1360
2002,M,내국인,ST-2742,ST-2749,21,21,1272,1277
1995,\N,내국인,ST-1848,ST-2740,20,20,1244,1248
1989,M,내국인,ST-2740,ST-2592,20,20,1231,1239
1984,M,내국인,ST-2748,ST-2748,8,8,513,535
1968,F,내국인,ST-1061,ST-494,9,9,567,575
\N,M,내국인,ST-1835,ST-1420,17,18,1060,1083
1998,\N,내국인,ST-495,ST-1687,18,19,1135,1142
1996,\N,내국인,ST-2592,ST-2748,10,10,625,636
1999,M,내국인,ST-1061,ST-2749,11,11,678,683
1985,\N,내국인,ST-2592,ST-2748,21,21,1302,1311
2003,F,내국인,ST-494,ST-1720,8,8,517,532
1994,M,내국인,ST-1061,ST-2749,23,23,1392,1398
2001,\N,내국인,ST-495,ST-502,17,17,1065,1071
1985,M,내국인,ST-502,ST-502,18,18,1129,1138
1978,M,내국인,ST-2592,ST-892,16,17,1009,1020
1985,\N,내국인,ST-2748,ST-1836,18,19,1135,1142
2002,F,내국인,ST-1420,ST-1580,10,10,645,650
1989,M,내국인,ST-505,ST-1720,7,7,439,448
1991,F,내국인,ST-1720,ST-2580,23,23,1396,1405
1998,M,내국인,ST-494,ST-2747,10,10,638,641
1993,F,내국인,ST-495,ST-497,17,17,1057,1068
\N,M,내국인,ST-2747,ST-494,17,17,1032,1038
1999,\N,내국인,ST-2748,ST-2749,21,21,1263,1273
2000,\N,내국인,ST-1720,ST-502,17,17,1035,1047
1998,F,내국인,ST-1420,ST-502,19,19,1189,1194
1979,\N,내국인,ST-1720,ST-1839,16,16,1007,1012
1997,F,내국인,ST-1836,ST-1687,21,21,1275,1287
1990,M,내국인,ST-505,ST-2748,18,18,1104,1107
2005,M,내국인,ST-1420,ST-1720,13,13,781,787
1955,F,내국인,ST-1848,ST-2592,10,10,632,637
\N,M,내국인,ST-1848,ST-503,7,7,435,442
1973,M,내국인,ST-1687,ST-505,20,21,1246,1270
\N,F,내국인,ST-503,ST-2748,8,8,504,511
1992,\N,내국인,ST-2748,ST-505,20,20,1223,1225
1998,\N,내국인,ST-1720,ST-1720,22,22,1329,1331
2003,M,내국인,ST-892,ST-494,21,21,1269,1294
1961,F,내국인,ST-495,ST-1837,21,21,1273,1286
1999,\N,내국인,ST-1839,ST-2749,1,1,76,84
2005,M,내국인,ST-1720,ST-1720,11,11,710,711
1999,\N,내국인,ST-2749,ST-1580,8,8,526,537
1992,M,내국인,ST-505,ST-2742,17,17,1056,1059
\N,M,내국인,ST-1420,ST-502,21,22,1319,1323
1989,M,내국인,ST-2749,ST-2749,16,16,980,988
1981,\N,내국인,ST-497,ST-503,18,18,1107,1111
\N,\N,비회원,ST-1420,ST-1420,22,22,1328,1329
1976,M,내국인,ST-1720,ST-2580,8,8,491,497
1993,M,내국인,ST-1420,ST-2749,16,16,968,983
1992,M,내국인,ST-502,ST-2592,7,7,468,473
1948,M,내국인,ST-2740,ST-2749,15,16,952,971
2001,M,내국인,ST-2749,ST-502,9,9,570,580
1998,F,내국인,ST-1420,ST-1687,8,8,528,533
1993,\N,내국인,ST-1837,ST-1061,17,18,1078,1094
2003,M,내국인,ST-503,ST-1837,15,15,902,918
\N,M,내국인,ST-2748,ST-1580,8,8,489,496
\N,F,내국인,ST-1848,ST-1687,11,11,678,684
1999,F,내국인,ST-1420,ST-1687,8,8,520,526
1983,M,내국인,ST-1720,ST-1839,8,8,498,503
1981,\N,내국인,ST-2740,ST-1836,17,17,1031,1047
\N,F,내국인,ST-2740,ST-502,13,14,833,840
1977,M,내국인,ST-502,ST-502,19,19,1151,1169
1992,M,내국인,ST-2748,ST-2748,9,10,598,619
1999,M,내국인,ST-1580,ST-502,16,16,966,970
2000,\N,내국인,ST-1580,ST-2742,12,12,724,734
1990,F,내국인,ST-505,ST-2748,8,8,505,508
1968,M,내국인,ST-497,ST-494,17,17,1045,1059
1980,\N,내국인,ST-503,ST-495,20,20,1227,1235
1991,F,내국인,ST-1848,ST-494,14,14,847,868
\N,M,내국인,ST-2748,ST-2747,7,8,468,497
1988,\N,내국인,ST-1687,ST-494,18,18,1087,1097
1989,M,내국인,ST-1836,ST-1836,7,7,460,460
1971,F,내국인,ST-502,ST-1420,21,21,1299,1303
1997,M,내국인,ST-495,ST-2749,19,19,1175,1181
2005,M,내국인,ST-497,ST-502,15,15,927,933
1989,M,내국인,ST-494,ST-2742,20,20,1216,1221
1949,M,내국인,ST-1420,ST-494,20,20,1246,1257
1995,M,내국인,ST-1836,ST-2749,19,19,1163,1167
1997,M,내국인,ST-892,ST-505,19,19,1183,1198
1982,M,내국인,ST-2592,ST-2748,21,21,1300,1308
1941,\N,내국인,ST-1061,ST-1061,8,8,489,514
1995,\N,내국인,ST-1420,ST-1580,8,8,514,520
1987,\N,내국인,ST-1720,ST-2592,8,8,494,499
1987,M,내국인,ST-505,ST-495,22,23,1375,1402
1991,M,내국인,ST-1687,ST-2748,18,19,1139,1150
\N,M,내국인,ST-1835,ST-1061,21,22,1316,1321
1990,\N,내국인,ST-2740,ST-502,6,6,360,364
2005,M,내국인,ST-2740,ST-2742,18,18,1080,1087
1998,\N,내국인,ST-2592,ST-1720,18,18,1093,1098
1995,\N,내국인,ST-497,ST-502,21,21,1301,1307
1977,M,내국인,ST-2748,ST-1687,7,7,423,429
1996,F,내국인,ST-494,ST-1837,1,1,92,96
2000,M,내국인,ST-1061,ST-1835,0,0,15,20
2002,F,내국인,ST-2748,ST-2742,9,10,597,602
1980,\N,내국인,ST-503,ST-892,16,16,992,1007
1989,M,내국인,ST-503,ST-497,7,7,434,437
1985,M,내국인,ST-2747,ST-2748,6,6,373,382
1977,\N,내국인,ST-1061,ST-1835,18,18,1128,1133
\N,F,내국인,ST-1687,ST-1687,15,15,925,936
1999,F,내국인,ST-2749,ST-505,17,17,1069,1072
1986,F,내국인,ST-2748,ST-2749,16,17,1014,1022
1988,\N,내국인,ST-1420,ST-495,22,22,1366,1375
1995,\N,내국인,ST-2747,ST-2747,20,20,1236,1236
1963,\N,내국인,ST-494,ST-2749,19,19,1159,1165
2001,M,내국인,ST-2580,ST-1580,15,15,944,946
1983,M,내국인,ST-1839,ST-1687,12,12,729,731
1977,M,내국인,ST-1687,ST-1839,22,22,1339,1345
1987,M,내국인,ST-1687,ST-1420,16,17,998,1025
1950,M,내국인,ST-505,ST-1837,20,20,1244,1253
1993,\N,내국인,ST-1061,ST-1835,19,19,1181,1187
2003,M,내국인,ST-2749,ST-2749,18,18,1105,1105
1999,\N,내국인,ST-2740,ST-497,8,8,498,503
2005,M,내국인,ST-1836,ST-1420,17,17,1043,1055
1998,M,내국인,ST-2748,ST-503,20,21,1254,1260
1991,F,내국인,ST-1687,ST-1720,20,20,1205,1215
2004,M,내국인,ST-1420,ST-1687,7,7,457,462
1978,M,내국인,ST-1420,ST-1687,8,8,481,486
1990,F,내국인,ST-1720,ST-1687,8,8,488,500
\N,\N,비회원,ST-2740,ST-503,21,21,1282,1293
\N,F,내국인,ST-502,ST-2748,19,19,1173,1180
1966,F,내국인,ST-1061,ST-494,10,11,650,661
1985,M,내국인,ST-1835,ST-495,22,22,1322,1335
1989,M,내국인,ST-505,ST-2749,8,8,510,514
1999,F,내국인,ST-503,ST-2592,10,10,639,643
1992,F,내국인,ST-1839,ST-1420,21,21,1293,1296
1963,M,내국인,ST-2748,ST-1420,20,20,1220,1227
2001,\N,내국인,ST-1839,ST-494,19,19,1143,1152
1999,M,내국인,ST-2749,ST-1061,16,16,988,994
2000,\N,내국인,ST-495,ST-1420,15,15,935,947
1997,M,내국인,ST-1687,ST-1687,19,19,1145,1153
2000,M,내국인,ST-2748,ST-495,21,21,1274,1277
2004,M,내국인,ST-2748,ST-1839,11,11,671,680
2000,\N,내국인,ST-2742,ST-1061,23,23,1384,1394
2001,F,내국인,ST-1687,ST-1420,9,9,558,562
1999,\N,내국인,ST-502,ST-1580,8,8,530,534
2000,,내국인,ST-2749,ST-1687,23,23,1380,1394
1982,M,내국인,ST-2580,ST-1420,16,16,975,989
1989,\N,내국인,ST-502,ST-1836,22,22,1352,1365
1999,M,내국인,ST-1687,ST-2742,15,15,944,957
\N,M,내국인,ST-1720,ST-2747,17,17,1030,1051
1995,M,내국인,ST-2740,ST-2740,19,19,1155,1167
2004,M,내국인,ST-1720,ST-1720,12,12,722,727
2006,M,내국인,ST-2747,ST-495,10,10,619,631
1979,M,내국인,ST-1687,ST-1420,17,17,1055,1058
2006,F,내국인,ST-503,ST-503,17,17,1073,1074
2004,M,내국인,ST-494,ST-1720,22,23,1362,1382
1982,M,내국인,ST-2592,ST-2748,17,17,1035,1042
1978,M,내국인,ST-503,ST-892,16,16,971,981
1997,F,내국인,ST-2740,ST-1687,9,9,556,562
1994,M,내국인,ST-2748,ST-502,20,20,1219,1224
1989,\N,내국인,ST-1720,ST-1839,8,8,496,499
\N,M,내국인,ST-1061,ST-892,16,17,1015,1041
1991,M,내국인,ST-503,ST-1836,19,20,1192,1210
